Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win APP,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover APP,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win APP,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover APP,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS APP,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone APP,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type APP,Start Type DUKE,To Zone APP,To Zone DUKE,Ungrouped,Notes,Flags
dukeappst,345.02941111111113,1.0,Start,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dukeappst,1556.8790222222221,1.0,Start,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dukeappst,2692.6417023576655,1.0,Start,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 APP, Out of Conf, Home Game, Q2, Regular Season, DUKE 1 - 0  APP",,
dukeappst,4078.0533717826647,1.0,Start,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 APP, Out of Conf, Home Game, Q3, Regular Season, DUKE 1 - 1  APP",,
dukeappst,5492.120335554999,1.0,Start,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 APP, Out of Conf, Home Game, Q4, Regular Season, DUKE 1 - 1  APP",,
dukeappst,354.6985469979987,0.0,Labels,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 APP,,", ",,
dukeappst,363.30366276499933,0.0,Labels,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 APP,,", ",,
dukeappst,368.71644444444445,0.0,Labels,3,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,,,,
dukeappst,368.9996507199991,0.0,Labels,4,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,371.2042725299994,0.0,Labels,5,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,381.19947630699676,0.0,Labels,6,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,
dukeappst,394.39756506399794,0.0,Labels,7,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,402.8994497439983,0.0,Labels,8,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,
dukeappst,413.37215838999794,0.0,Labels,9,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,426.79898280800177,0.0,Labels,10,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,429.8980060739982,0.0,Labels,11,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,434.79868419999804,0.0,Labels,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid APP,,", ",,
dukeappst,439.78741550200243,0.0,Labels,13,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,To D25 APP,,,,
dukeappst,445.24458974600174,0.0,Labels,14,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,,,,
dukeappst,446.9983542909989,0.0,Labels,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,", ",,
dukeappst,453.5604981700005,0.0,Labels,16,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,458.39929020099623,0.0,Labels,17,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
dukeappst,463.399318237999,0.0,Labels,18,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
dukeappst,465.1987595429987,0.0,Labels,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 APP,,", ",,
dukeappst,478.57587077999875,0.0,Labels,20,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,,,,
dukeappst,480.1993656179968,0.0,Labels,21,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,482.32663627299854,0.0,Labels,22,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,484.2988830379968,0.0,Labels,23,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,485.6992264989999,0.0,Labels,24,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,To DMid APP,,,,
dukeappst,487.69875367500094,0.0,Labels,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid APP,,", ",,
dukeappst,490.7989965839972,0.0,Labels,26,,,,,,,,,,,,,,,,,From AMid APP,,,,,,,,,,,,,,To A25 APP,,,,
dukeappst,494.2994087189979,0.0,Labels,27,,,,,,,,,,,,,,,,,From A25 APP,,,,,,,,,,,,,,,,,,
dukeappst,495.49840476300153,0.0,Labels,28,,,,,,,,,,,,,,,,,From A25 APP,,,,,,,,,,,,,,,To D25 DUKE,,,
dukeappst,498.899040301,0.0,Labels,29,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,500.1990693260003,0.0,Labels,30,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,503.9986825949993,0.0,Labels,31,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
dukeappst,511.09707735199913,0.0,Labels,32, ,,,,,,,,,,,,,,,Left,,From A25 DUKE,,,,,,,,,,,,,,,,,
dukeappst,514.1982254990005,0.0,Labels,33,,,,,,,,,,,,,,,,,,From A25 DUKE,,"PC Win DUKE, CE DUKE",,,,,,,,,,,,To Circle DUKE,,,
dukeappst,556.6181316379983,0.0,Labels,34,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
dukeappst,571.2370777777778,0.0,Labels,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,", ",,
dukeappst,571.4994389190003,0.0,Labels,36,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,573.5986437819997,0.0,Labels,37,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
dukeappst,586.7990593829974,0.0,Labels,38,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
dukeappst,588.1006395639982,0.0,Labels,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 APP,,", ",,
dukeappst,601.5187504319982,0.0,Labels,40,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,,,,
dukeappst,602.8983266259986,0.0,Labels,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
dukeappst,606.9983433599983,0.0,Labels,42,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,620.0121036800002,0.0,Labels,43,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
dukeappst,626.1982454080013,0.0,Labels,44,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
dukeappst,627.2233693359973,0.0,Labels,45,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To D25 APP,,,,
dukeappst,629.9964100909976,0.0,Labels,46,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,,,,
dukeappst,631.9164444444444,0.0,Labels,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 APP,,", ",,
dukeappst,632.697104232998,0.0,Labels,48,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,To DMid APP,,,,
dukeappst,647.0995450879967,0.0,Labels,49,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,,,,
dukeappst,648.1084681279988,0.0,Labels,50,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,To D25 DUKE,,,
dukeappst,650.0993300179962,0.0,Labels,51,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,
dukeappst,651.3221069259981,0.0,Labels,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 APP,,", ",,
dukeappst,663.0737444444444,0.0,Labels,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 APP,,", ",,
dukeappst,670.9976965389991,0.0,Labels,54,,,,,,,,,,,,,,,,,From A25 APP,,,,,,,,,,,,,,,,,,
dukeappst,672.4987940499989,0.0,Labels,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
dukeappst,679.0982782300024,0.0,Labels,56,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,684.9997169350004,0.0,Labels,57,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,686.6626777777777,0.0,Labels,58,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,686.798707718001,0.0,Labels,59,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,To DMid APP,,,,
dukeappst,689.7982672410002,0.0,Labels,60,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,To AMid APP,,,,
dukeappst,693.0986425829987,0.0,Labels,61,,,,,,,,,,,,,,,,,From AMid APP,,,,,,,,,,,,,,To A25 APP,,,,
dukeappst,694.8984414789975,0.0,Labels,62, ,,,,,,,,,,,,,,,Right,From AMid APP,,,,,,,,,,,,,,,,,,
dukeappst,698.6987552129982,0.0,Labels,63,,,,,,,,,,,,,,,,,From A25 APP,,,,,,,,,,,,,,,,,,
dukeappst,711.1991319349975,0.0,Labels,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
dukeappst,723.1933268189965,0.0,Labels,65,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,727.4304390619974,0.0,Labels,66,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,733.4994472579979,0.0,Labels,67,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,735.299077956999,0.0,Labels,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid APP,,", ",,
dukeappst,741.2999679570004,0.0,Labels,69,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,To D25 APP,,,,
dukeappst,743.0994314189986,0.0,Labels,70,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,To DMid APP,,,,
dukeappst,749.5987637710022,0.0,Labels,71,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,,,,
dukeappst,750.7994270129973,0.0,Labels,72,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,753.6156077590002,0.0,Labels,73,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,755.9785901469994,0.0,Labels,74,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
dukeappst,762.4314777777778,0.0,Labels,75,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
dukeappst,762.4314777777778,0.0,Labels,76,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To D25 APP,,,,
dukeappst,767.464367824999,0.0,Labels,77,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,To DMid APP,,,,
dukeappst,771.1719,0.0,Labels,78,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,,,,
dukeappst,771.1719,0.0,Labels,79,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,781.6171418229993,0.0,Labels,80,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,786.4986485959993,0.0,Labels,81,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,788.1984842039977,0.0,Labels,82,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,789.5997227319998,0.0,Labels,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid APP,,", ",,
dukeappst,799.4799,0.0,Labels,84,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,,,,
dukeappst,799.4799,0.0,Labels,85,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,802.432037475999,0.0,Labels,86,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,804.8971129769992,0.0,Labels,87,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,806.5972001539978,0.0,Labels,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid APP,,", ",,
dukeappst,823.0786063419979,0.0,Labels,89,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,To AMid APP,,,,
dukeappst,827.1243925070004,0.0,Labels,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid APP,,", ",,
dukeappst,830.3662250219986,0.0,Labels,91,,,,,,,,,,,,,,,,,From AMid APP,,,,,,,,,,,,,,To DMid APP,,,,
dukeappst,836.7054333333333,0.0,Labels,92,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,,,,
dukeappst,836.7992668710017,0.0,Labels,93,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,840.6977862299981,0.0,Labels,94,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,
dukeappst,843.7977708690013,0.0,Labels,95,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,846.3739444444444,0.0,Labels,96,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,846.4249688039985,0.0,Labels,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid APP,,", ",,
dukeappst,853.3341560479995,0.0,Labels,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid APP,,", ",,
dukeappst,861.9959376059969,0.0,Labels,99,,,,,,,,,,,,,,,,,From AMid APP,,,,,,,,,,,,,,,,,,
dukeappst,868.2995740650009,0.0,Labels,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
dukeappst,880.5029222222222,0.0,Labels,101,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,886.2825777777778,0.0,Labels,102,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,886.390317506002,0.0,Labels,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid APP,,", ",,
dukeappst,903.9791777777777,0.0,Labels,104,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,,,,
dukeappst,903.9791777777777,0.0,Labels,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
dukeappst,906.9735453290006,0.0,Labels,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
dukeappst,915.2968182549995,0.0,Labels,107,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,916.1293142699988,0.0,Labels,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 APP,,", ",,
dukeappst,922.2304555555555,0.0,Labels,109,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,,,,
dukeappst,922.398070379,0.0,Labels,110,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,To A25 DUKE,,,
dukeappst,930.3181333333333,0.0,Labels,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
dukeappst,933.5919333333334,0.0,Labels,112, ,,,,,,,,,,,,,,,Right,,From A25 DUKE,,,,,,,,,,,,,,,,,
dukeappst,937.3996454699973,0.0,Labels,113,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,To Circle DUKE,,,
dukeappst,942.1881,0.0,Labels,114,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
dukeappst,942.1881,0.0,Labels,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 APP,,", ",,
dukeappst,950.0991062479981,0.0,Labels,116,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,,,,
dukeappst,951.3979746959982,0.0,Labels,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
dukeappst,956.5990208219972,0.0,Labels,118,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,962.5995366880009,0.0,Labels,119,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,965.4961552589987,0.0,Labels,120,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,975.6993494089974,0.0,Labels,121,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,985.0997384650012,0.0,Labels,122,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,990.9988671180016,0.0,Labels,123,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,994.2985947639974,0.0,Labels,124,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,996.3987645759963,0.0,Labels,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid APP,,", ",,
dukeappst,1005.6987622689973,0.0,Labels,126,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,To D25 APP,,,,
dukeappst,1017.3596555555556,0.0,Labels,127,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,,,,
dukeappst,1017.3596555555556,0.0,Labels,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
dukeappst,1018.8990235629967,0.0,Labels,129,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
dukeappst,1029.100128861998,0.0,Labels,130, ,,,,,,,,,,,,,,,Left,,From A25 DUKE,,,,,,,,,,,,,,,,,
dukeappst,1030.5372555555555,0.0,Labels,131,,,,,,,,,,,,,,,,,,From A25 DUKE,,"PC Win DUKE, CE DUKE",,,,,,,,,,,,To Circle DUKE,,,
dukeappst,1088.8971534310003,0.0,Labels,132,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
dukeappst,1108.899211011999,0.0,Labels,133,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
dukeappst,1116.7964222222222,0.0,Labels,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
dukeappst,1116.7964222222222,0.0,Labels,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 APP,,", ",,
dukeappst,1121.2117666666666,0.0,Labels,136,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,,,,
dukeappst,1121.2117666666666,0.0,Labels,137,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,1132.6990159269992,0.0,Labels,138,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,1133.9980669410018,0.0,Labels,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid APP,,", ",,
dukeappst,1139.483130841,0.0,Labels,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid APP,,", ",,
dukeappst,1144.4367333333332,0.0,Labels,141,,,,,,,,,,,,,,,,,From AMid APP,,,,,,,,,,,,,,,,,,
dukeappst,1144.5990798159974,0.0,Labels,142,,,,,,,,,,,,,,,,,From AMid APP,,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,1152.299458257999,0.0,Labels,143,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,1153.3773878289985,0.0,Labels,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid APP,,", ",,
dukeappst,1160.0989287139994,0.0,Labels,145,,,,,,,,,,,,,,,,,From AMid APP,,,,,,,,,,,,,,To A25 APP,,,,
dukeappst,1162.1099934739977,0.0,Labels,146,,,,,,,,,,,,,,,,,From A25 APP,,,,,,,,,,,,,,,,,,
dukeappst,1165.499527399997,0.0,Labels,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
dukeappst,1183.598524173998,0.0,Labels,148,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,1185.9906328009986,0.0,Labels,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
dukeappst,1194.4982846239989,0.0,Labels,150,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,
dukeappst,1202.8985568630005,0.0,Labels,151,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,1206.8992891269977,0.0,Labels,152,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,1217.1991913570005,0.0,Labels,153,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,1229.699072445999,0.0,Labels,154,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,1237.599648183001,0.0,Labels,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,", ",,
dukeappst,1242.9985596979982,0.0,Labels,156,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,1252.5987278409982,0.0,Labels,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
dukeappst,1265.426617547997,0.0,Labels,158, ,,,,,,,,,,,,,,,Right,,From A25 DUKE,,,,,,,,,,,,,,,,,
dukeappst,1268.3000323919973,0.0,Labels,159,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,To Circle DUKE,,,
dukeappst,1269.3993253990018,0.0,Labels,160,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
dukeappst,1271.8994307650005,0.0,Labels,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 APP,,", ",,
dukeappst,1283.388644176002,0.0,Labels,162,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,To DMid APP,,,,
dukeappst,1287.125816531999,0.0,Labels,163,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,1287.1273777777778,0.0,Labels,164,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,,,,
dukeappst,1307.5991418390017,0.0,Labels,165,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,1312.228527414999,0.0,Labels,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
dukeappst,1321.097374126002,0.0,Labels,167,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
dukeappst,1322.8551666666667,0.0,Labels,168, ,,,,,,,,,,,,,,,Right,,From A25 DUKE,,,,,,,,,,,,,,,,,
dukeappst,1323.598430807998,0.0,Labels,169,,,,,,,,,,,,,,,,,,From A25 DUKE,ACE,"CE DUKE, Goal DUKE",,,,,,,,,,,,To Circle DUKE,,,
dukeappst,1368.1988093110006,0.0,Labels,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid APP,,", ",,
dukeappst,1370.999333298999,0.0,Labels,171,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,,,,
dukeappst,1373.399034989001,0.0,Labels,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
dukeappst,1382.8991968449993,0.0,Labels,173,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,
dukeappst,1388.9997274820003,0.0,Labels,174,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,1560.798351419997,0.0,Labels,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 APP,,", ",,
dukeappst,1563.5982988659969,0.0,Labels,176,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,To DMid APP,,,,
dukeappst,1571.1978240969997,0.0,Labels,177,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,,,,,
dukeappst,1572.6998416849967,0.0,Labels,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
dukeappst,1580.9996991900002,0.0,Labels,179,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
dukeappst,1599.6192962769992,0.0,Labels,180,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
dukeappst,1604.5739444444444,0.0,Labels,181,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
dukeappst,1604.5739444444444,0.0,Labels,182,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,To AMid APP,,,,
dukeappst,1607.6990161589988,0.0,Labels,183,,,,,,,,,,,,,,,,,From AMid APP,,,,,,,,,,,,,,To A25 APP,,,,
dukeappst,1609.916511111111,0.0,Labels,184, ,,,,,,,,,,,,,,,Middle,From A25 APP,,,,,,,,,,,,,,,,,,
dukeappst,1610.0990895679965,0.0,Labels,185,,,,,,,,,,,,,,,,,From A25 APP,,,"CE APP, Chance APP, Shot APP",,,,,,,,,,,,To Circle APP,,,
dukeappst,1613.198250251997,0.0,Labels,186,,,,,,,,,,,,,,,,,From A25 APP,,,,,,,,,,,,,,,,,,
dukeappst,1614.898748016002,0.0,Labels,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
