Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win APP,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover APP,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win APP,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover APP,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS APP,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone APP,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type APP,Start Type DUKE,To Zone APP,To Zone DUKE,Ungrouped,Notes,Flags
dukeappst,828.3662250219986,8.339208311334687,DMid APP,10,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,,,From AMid APP,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, Start AMid APP, BS3 APP, Regular Season, Out of Conf",,
dukeappst,844.4249688039985,8.292199736001635,DMid APP,11,,,,,,,,,,,,,NewBS DMid APP,,,,,,,,,Sideline,,,,,,,,,To DMid APP,,", , , Home Game, DUKE 1 - 1  APP, Q4, DUKE 11v11 APP, Start Interception, BW2 APP, Start DMid APP, Regular Season, Out of Conf",,
dukeappst,884.390317506002,19.58886027177573,DMid APP,12,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, Regular Season, Out of Conf",,
dukeappst,994.3987645759963,11.299997693000932,DMid APP,13,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid APP,,", , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,1281.388644176002,5.738733601775948,DMid APP,14,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,,,From D25 APP,,,,"Turnover, Duel Lost",,,,,,,,,,To DMid APP,,", , , Home Game, DUKE 1 - 1  APP, Q4, DUKE 11v11 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,1366.1988093110006,4.800523987998531,DMid APP,15,,,,,,,,,,TOW AMid DUKE,TO DMid APP,,,,BS 2,,,,,,"Turnover, Ball Out",,,,,,,,,,To DMid APP,,", , , , Home Game, Q4, DUKE 2 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,1561.5982988659969,9.599525231002872,DMid APP,16,,,,,,,,,,TOW AMid DUKE,TO DMid APP,,,,,,From D25 APP,,,,"Turnover, Ball Out",,,,,,,,,,To DMid APP,,", , , Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,1641.0643851149998,7.3204745149982955,DMid APP,17,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To DMid APP,,", Home Game, DUKE 2 - 1  APP, Q5, DUKE 7v7 APP, Start Interception, BW2 APP, Start DMid APP, Regular Season, Out of Conf",,
dukeappst,1674.8968925659972,3.1274457430015445,DMid APP,18,,,,,,,,,,,,,NewBS D25 APP,,,,From D25 APP,,,,,Free Hit,,,,,,,,,To DMid APP,,", , Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,1676.7443762169964,15.778546005225735,DMid APP,19,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,BS 2,,,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , , Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,1701.6986196679995,5.799880686999131,DMid APP,20,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,BS 2,,,,,,"Turnover, End Line",,,,,,,,,,To DMid APP,,", , , , Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,1913.698566193996,9.000491889004934,DMid APP,21,,,,,,,,,,,,,,,,,From AMid APP,,,,,,,,,,,,,,To DMid APP,,", Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, Start AMid APP, BS3 APP, Regular Season, Out of Conf",,
dukeappst,1982.0986580459992,7.157853065112022,DMid APP,22,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,,,From D25 APP,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , Home Game, DUKE 2 - 1  APP, Q5, DUKE 7v7 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,2034.1985565829991,9.798213253999847,DMid APP,23,,,,,,,,,,TOW AMid DUKE,TO DMid APP,,,,,,From D25 APP,,,,"Foul Against, Turnover",,,,,,,,,,To DMid APP,,", , , Home Game, DUKE 2 - 1  APP, BW1 APP, Q5, DUKE 7v7 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,2061.0989518219985,13.799817247000192,DMid APP,24,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid APP,,", , Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,2294.598426928997,5.700220185999569,DMid APP,25,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,To DMid APP,,", Home Game, DUKE 2 - 1  APP, BW1 APP, Q5, DUKE 7v7 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,2401.707980903002,12.370930208109257,DMid APP,26,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,,,,From AMid DUKE,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , Home Game, DUKE 2 - 1  APP, Q5, DUKE 7v7 APP, Start Interception, BW2 APP, Start DMid APP, Regular Season, Out of Conf",,
dukeappst,2535.3988071249983,8.000879476001046,DMid APP,27,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,To DMid APP,,", Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,2548.1079188879994,4.491798545000165,DMid APP,28,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,,,From D25 APP,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,2699.298420608333,4.74064480033212,DMid APP,29,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,BS 2,,,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , , Home Game, Q3, DUKE 1 - 0  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,2732.427604636998,4.119475647667514,DMid APP,30,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,,,From D25 APP,,,,"Turnover, Duel Lost",,,,,,,,,,To DMid APP,,", , , Home Game, Q3, DUKE 1 - 0  APP, DUKE 11v11 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,2802.2238834083323,3.433112773332141,DMid APP,31,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,,,,,,,"Turnover, Duel Lost",,,,,,,,,,To DMid APP,,", , , , Home Game, DUKE 1 - 0  APP, Q3, DUKE 11v11 APP, Start Interception, Regular Season, Out of Conf",,
dukeappst,2827.219816022332,14.359563233000245,DMid APP,32,,,,,,,,,,,,,,,,,From AMid APP,,,,,,,,,,,,,,To DMid APP,,", Home Game, Q3, DUKE 1 - 0  APP, DUKE 11v11 APP, Start AMid APP, BS3 APP, Regular Season, Out of Conf",,
dukeappst,3145.4133575046644,11.0434480716699,DMid APP,33,,,,,,,,,,,,,NewBS DMid APP,,BS 2,,,,,,,Sideline,,,,,,,,,To DMid APP,,", , , Home Game, Q3, DUKE 1 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,3157.0460764903323,5.43118688166669,DMid APP,34,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,BS,,,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , , DUKE 11v11 APP, Out of Conf, Home Game, Q3, Regular Season, DUKE 1 - 1  APP",,
dukeappst,3364.2376144786654,5.834716290669348,DMid APP,35,,,,,,,,,,,,,NewBS D25 APP,,,,From D25 APP,,,,,Sideline,,,,,,,,,To DMid APP,,", , Home Game, Q3, DUKE 1 - 1  APP, DUKE 11v11 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,3369.8512666719994,14.326188616001218,DMid APP,36,,,,,,,,,,,,,NewBS DMid APP,,BS 2,,,,,,,Free Hit,,,,,,,,,To DMid APP,,", , , Home Game, Q3, DUKE 1 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,3382.9083867970003,6.358786886999496,DMid APP,37,,,,,,,,,,,,,NewBS DMid APP,,BS 2,,,,,,,Free Hit,,,,,,,,,To DMid APP,,", , , Home Game, Q3, DUKE 1 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,3387.765754172331,14.989911302001929,DMid APP,38,,,,,,,,,,TOW AMid DUKE,TO DMid APP,,,,BS,,From DMid APP,,,,"Foul Against, Turnover",,,,,,,,,,To DMid APP,,", , , Q3, DUKE 1 - 1  APP, Home Game, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,3611.8603357309994,3.8095527556652087,DMid APP,39,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,To DMid APP,,", DUKE 11v11 APP, Out of Conf, Home Game, Q3, Regular Season, DUKE 1 - 1  APP",,
dukeappst,3647.3201548866673,9.098459333998107,DMid APP,40,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,BS 2,,,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , , Home Game, Q3, DUKE 1 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,3699.0135558020006,4.156789527665296,DMid APP,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid APP,,", , Home Game, DUKE 1 - 1  APP, Q3, DUKE 11v11 APP, Start Interception, Regular Season, Out of Conf",,
dukeappst,3780.957706813665,4.445423563334771,DMid APP,42,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To DMid APP,,", DUKE 11v11 APP, Out of Conf, Home Game, Q3, Regular Season, DUKE 1 - 1  APP",,
dukeappst,4072.332309240332,4.819204380002702,DMid APP,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid APP,,", , DUKE 11v11 APP, Out of Conf, Home Game, Q3, Regular Season, DUKE 1 - 1  APP",,
dukeappst,4077.9476511009993,5.636012425666195,DMid APP,44,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,BS,,,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , , DUKE 11v11 APP, Out of Conf, Home Game, Q4, Regular Season, DUKE 1 - 1  APP",,
dukeappst,4127.440036644999,10.310568709333893,DMid APP,45,,,,,,,,,,TOW AMid DUKE,TO DMid APP,,,,,,,From DMid DUKE,,,"Foul Against, Turnover",,,,,,,,,,To DMid APP,,", , , Home Game, DUKE 1 - 1  APP, Q4, DUKE 11v11 APP, Start Interception, BW2 APP, Start DMid APP, Regular Season, Out of Conf",,
dukeappst,4158.495905167667,4.605940543331599,DMid APP,46,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,To DMid APP,,", Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,4369.169503136999,9.694530622999082,DMid APP,47,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,BS 2,,,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,4413.704028248666,5.229783937999855,DMid APP,48,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid APP,,", , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,4439.615238274998,6.142282921003243,DMid APP,49,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,4515.662970678332,9.184264692335091,DMid APP,50,,,,,,,,,,,,,NewBS DMid APP,,,,From D25 APP,,,,,Sideline,,,,,,,,,To DMid APP,,", , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,4524.929261774999,5.133501713333317,DMid APP,51,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid APP,,", , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,4640.359933407667,3.2935543959974893,DMid APP,52,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,,,From D25 APP,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,4692.131961261665,6.565661694999108,DMid APP,53,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid APP,,", , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,4708.703105126667,7.223412059997827,DMid APP,54,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,,,From AMid APP,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, Start AMid APP, BS3 APP, Regular Season, Out of Conf",,
dukeappst,4722.284338726332,5.901526257334808,DMid APP,55,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,To DMid APP,,", Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,4768.761087476667,5.438796852333326,DMid APP,56,,,,,,,,,,,,,NewBS DMid APP,,,,,From AMid DUKE,,,,Free Hit,,,,,,,,,To DMid APP,,", , Home Game, Q4, BW2 APP, DUKE 11v11 APP, DUKE 1 - 1  APP, Start DMid APP, Regular Season, Out of Conf",,
dukeappst,4773.017727034667,5.67912871333283,DMid APP,57,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid APP,,", , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,4778.155056507,4.376731246332383,DMid APP,58,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,,,From DMid APP,,,,"Turnover, Duel Lost",,,,,,,,,,To DMid APP,,", , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,4884.149636068334,9.047933561332684,DMid APP,59,,,,,,,,,,,,,NewBS DMid APP,,BS 2,,,,,,,Sideline,,,,,,,,,To DMid APP,,", , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,4893.278363301999,13.054707470001631,DMid APP,60,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,To DMid APP,,", , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW2 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,5150.221016162999,12.27649731933434,DMid APP,61,,,,,,,,,,,,,NewBS DMid APP,,,,,,,,,Free Hit,,,,,,,,,To DMid APP,,", , , Home Game, DUKE 1 - 1  APP, Q4, DUKE 11v11 APP, Start Interception, BW1 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,5161.179021473332,5.233811138668898,DMid APP,62,,,,,,BW AMid DUKE,BL DMid APP,,,,,,,,BS,,,,,,"Turnover, Interception",,,,,,,,,,To DMid APP,,", , , , DUKE 11v11 APP, Out of Conf, Home Game, Q4, Regular Season, DUKE 1 - 1  APP",,
dukeappst,5493.286864661999,5.414704331000394,DMid APP,63,,,,,,,,,,,,,,,BS,,,,,,,,,,,,,,,,To DMid APP,,", , DUKE 7v7 APP, Out of Conf, Home Game, Q5, Regular Season, DUKE 1 - 1  APP",,
dukeappst,5601.680556065666,4.169182456334056,DMid APP,64,,,,,,,,,,,,,,,,,From D25 APP,,,,,,,,,,,,,,To DMid APP,,", Home Game, Q5, BW1 APP, DUKE 1 - 1  APP, DUKE 7v7 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,352.6985469979987,10.001794752001103,D25 APP,1,,,,,,,,,,,,,NewBS D25 APP,,BS 1,,,,,,,Sideline,,,,,,,,,To D25 APP,,", , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,361.30366276499933,7.412781679445118,D25 APP,2,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,BS,,,,,,"Turnover, Interception",,,,,,,,,,To D25 APP,,", , , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,437.78741550200243,7.4571742439993045,D25 APP,3,,,,,,,,,,TOW A25 DUKE,TO D25 APP,,,,,,From DMid APP,,,,"Turnover, Ball Out",,,,,,,,,,To D25 APP,,", , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,463.1987595429987,15.377111237000065,D25 APP,4,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,To D25 APP,,", , , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,586.1006395639982,15.418110867999985,D25 APP,5,,,,,,,,,,TOW A25 DUKE,TO D25 APP,,,,BS 1,,,,,,"Turnover, Ball Out",,,,,,,,,,To D25 APP,,", , , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,625.2233693359973,4.773040755000352,D25 APP,6,,,,,,,,,,TOW A25 DUKE,TO D25 APP,,,,,,,From A25 DUKE,,,"Foul Against, Turnover",,,,,,,,,,To D25 APP,,", , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,629.9164444444444,2.780659788553521,D25 APP,7,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 APP,,", , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,739.2999679570004,3.7994634619982435,D25 APP,8,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,To D25 APP,,", Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,760.4314777777778,7.032890047221258,D25 APP,9,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To D25 APP,,", Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,914.1293142699988,8.101141285556764,D25 APP,10,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,,,,,,,"Turnover, Duel Lost",,,,,,,,,,To D25 APP,,", , , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,940.1881,9.911006247998102,D25 APP,11,,,,,,,,,,TOW A25 DUKE,TO D25 APP,,,,,,,,,,"Turnover, Ball Out",,,,,,,,,,To D25 APP,,", , , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,1003.6987622689973,13.660893286558348,D25 APP,12,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,,,From DMid APP,,,,"Turnover, Interception",,,,,,,,,,To D25 APP,,", , , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, Start DMid APP, BS2 APP, Regular Season, Out of Conf",,
dukeappst,1114.7964222222222,6.415344444444372,D25 APP,13,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,To D25 APP,,", , , , Home Game, DUKE 1 - 1  APP, Q4, DUKE 11v11 APP, Start Interception, BW1 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,1269.8994307650005,13.489213411001401,D25 APP,14,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 APP,,", , Home Game, Q4, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,1558.798351419997,4.7999474459998055,D25 APP,15,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 APP,,", , Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,1646.3848596299981,18.215054946003193,D25 APP,16,,,,,,,,,,,,,NewBS D25 APP,,,,From DMid APP,,,,,Sideline,,,,,,,,,To D25 APP,,", , Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, BW2 APP, Start DMid APP, Regular Season, Out of Conf",,
dukeappst,1663.2630504109964,13.63384215500082,D25 APP,17,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 APP,,", , Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,1862.8994001699969,3.299667735001549,D25 APP,18,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,,,,From A25 DUKE,,,"Turnover, End Line",,,,,,,,,,To D25 APP,,", , , Home Game, DUKE 2 - 1  APP, Q5, DUKE 7v7 APP, Start Interception, Regular Season, Out of Conf",,
dukeappst,1980.098959739,3.9996983069991074,D25 APP,19,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 APP,,", , Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,2032.6187222222222,3.5798343607768857,D25 APP,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 APP,,", , Home Game, DUKE 2 - 1  APP, Q5, DUKE 7v7 APP, Start Interception, BW1 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,2122.318222222222,2.7663888888887413,D25 APP,21,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,,,,From A25 DUKE,,,"Turnover, Interception",,,,,,,,,,To D25 APP,,", , , Home Game, DUKE 2 - 1  APP, Q5, DUKE 7v7 APP, Start Interception, BW1 APP, Start D25 APP, Regular Season, Out of Conf",,
dukeappst,2292.7916329949985,3.806793933998506,D25 APP,22,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To D25 APP,,", DUKE 7v7 APP, Out of Conf, Home Game, Q5, Regular Season, DUKE 2 - 1  APP",,
dukeappst,2425.9994597019977,8.532744077001098,D25 APP,23,,,,,,,,,,TOW A25 DUKE,TO D25 APP,,,,BS 1,,,,,,"Turnover, Ball Out",,,,,,,,,,To D25 APP,,", , , , Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,2528.8959449890017,8.502862135996565,D25 APP,24,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 APP,,", , Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,2541.3996866009993,8.7082322870001,D25 APP,25,,,,,,,,,,,,,,,,,From DMid APP,,,,,,,,,,,,,,To D25 APP,,", Home Game, Q5, DUKE 2 - 1  APP, DUKE 7v7 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,2727.9754020983323,6.4522025386654605,D25 APP,26,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,To D25 APP,,", , Home Game, Q3, DUKE 1 - 0  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,2983.086291922665,10.46671473566812,D25 APP,27,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,BS 1,,,,,,"Turnover, Duel Lost",,,,,,,,,,To D25 APP,,", , , , Home Game, Q3, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,3072.0547685479987,10.434517271333789,D25 APP,28,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,To D25 APP,,", , , , Home Game, Q3, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,3098.5760594773333,4.00345254933336,D25 APP,29,,,,,,,,,,,,,,,,,,From A25 DUKE,,,"Turnover, Interception",,,,,,,,,,To D25 APP,,", , , , , Home Game, DUKE 1 - 1  APP, Q3, DUKE 11v11 APP, Start Interception, Regular Season, Out of Conf",,
dukeappst,3201.829523517,7.006542333664584,D25 APP,30,,,,,,,,,,TOW A25 DUKE,TO D25 APP,,,,BS 1,,,,,,"Turnover, Ball Out",,,,,,,,,,To D25 APP,,", , , , Home Game, Q3, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,3355.5409953626663,10.696619115999056,D25 APP,31,,,,,,,,,,,,,,,BS,,,,,,,,,,,,,,,,To D25 APP,,", , Home Game, Q3, DUKE 1 - 1  APP, DUKE 11v11 APP, BW1 APP, Start D25 APP, BS1 APP, Regular Season, Out of Conf",,
dukeappst,3462.6820228613324,3.829512929667544,D25 APP,32,,,,,,BW A25 DUKE,BL D25 APP,,,,,,,,,,,From A25 DUKE,,,"Turnover, Interception",,,,,,,,,,To D25 APP,,", , , Home Game, DUKE 1 - 1  APP, Q3, DUKE 11v11 APP, Start Interception, Regular Season, Out of Conf",,
