Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BB,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win Duke,BS Outcome - Direct Ball Win SJU,BS Outcome - Direct Ball Win STJoe,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover Duke,BS Outcome - Direct turnover SJU,BS Outcome - Direct turnover STJoe,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win Duke,BS Outcome - In Direct Ball Win SJU,BS Outcome - In Direct Ball Win STJoe,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover Duke,BS Outcome - In Direct turnover SJU,BS Outcome - In Direct turnover STJoe,BS Outcome - New BS DUKE,BS Outcome - New BS Duke,BS Outcome - New BS SJU,BS Outcome - New BS STJoe,Ball Start,Build Zone,Circle Entry,Circle Zone,From Zone DUKE,From Zone Duke,From Zone SJU,From Zone STJoe,Goal Type,Neutral,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type Black,Start Type DUKE,Start Type Duke,Start Type Rutgers,Start Type SJU,Start Type STJoe,To Zone Black,To Zone DUKE,To Zone Duke,To Zone Rutgers,To Zone SJU,To Zone STJoe,Ungrouped,Notes,Flags
270822 SJU v Duke (Control Boat),1544.2185867446594,3.8832052253439997,DMid STJoe,23,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, STJoe 0 - DUKE 0, Q1, VC Game 1, BW1 STJoe, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),1562.4180516906727,8.06576832165706,DMid STJoe,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, Q1, STJoe 0 - DUKE 0, VC Game 1, BW1 STJoe, Start STJoe D25, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),1583.9624254899954,2.5388201400060098,DMid STJoe,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From DUKE DMid,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", STJoe 0 - DUKE 0, Start Interception, BW2 DUKE, STJoe 11<->11 DUKE",,
270822 SJU v Duke (Control Boat),1586.0000413763298,9.5634874986647,DMid STJoe,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From STJoe AMid,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, STJoe 0 - DUKE 0, Q1, VC Game 1, BW3 STJoe, BH, Start STJoe AMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),1617.6236712983339,3.607918002998076,DMid STJoe,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From DUKE AMid,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, Q1, BW2 DUKE, VC Game 1, Start Interception, STJoe 0 - DUKE 0, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),1623.0311389459916,12.458411354328973,DMid STJoe,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From STJoe D25, From STJoe DMid",,,,,,,,,,,,,,,,,,,,,,,"To DMid STJoe, To DMid STJoe",", , Neutral, STJoe 0 - DUKE 0, Q1, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),1730.0188957789996,9.258280371341016,DMid STJoe,29,,,,,,,,,,,,,,,,,,,,,,,,,NewBS STJoe DMid,,,,,,,,From STJoe D25,,,,,Free Hit,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q1, VC Game 1, BW1 STJoe, BH, Start STJoe D25, BS1 STJoe, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),1737.95834452966,4.591241941996941,DMid STJoe,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q1, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),1751.9581625956641,3.3166877656631186,DMid STJoe,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q1, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),1754.3913103209923,4.285824657338253,DMid STJoe,32,,,,,,,,,,,,,,,,,,,,,,,,,NewBS STJoe DMid,,,,,,,,From STJoe AMid,,,,,Sideline,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, Q1, STJoe 0 - DUKE 0, VC Game 1, BW2 STJoe, BH, BS3 STJoe, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2093.1084114946634,3.449970431003294,DMid STJoe,33,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, Q2, STJoe 0 - DUKE 0, VC Game 1, BW1 STJoe, Start STJoe D25, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2117.7237739803372,12.301248826991923,DMid STJoe,34,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW1 STJoe, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2148.724863261338,6.2001500429933,DMid STJoe,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2162.5108876439913,3.39735149467424,DMid STJoe,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From DUKE AMid,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, STJoe 0 - DUKE 0, Q2, STJoe 11<->11 DUKE, BW2 DUKE, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2232.248274266326,3.6367835809960525,DMid STJoe,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW1 STJoe, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2238.026694912331,7.009694497993678,DMid STJoe,38,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,BS 2,,,,,,,From STJoe D25,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, Q2, STJoe 0 - DUKE 0, VC Game 1, BW1 STJoe, BH, Start STJoe D25, BS2 STJoe, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2251.068407604333,7.740207352995185,DMid STJoe,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, STJoe 0 - DUKE 0, BW1 STJoe, STJoe 11<->11 DUKE, Q2, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2261.4575231983404,6.992556748989955,DMid STJoe,40,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW1 STJoe, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2306.522925160333,3.443288840001969,DMid STJoe,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, Q2, STJoe 0 - DUKE 0, VC Game 1, Start Sideline, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2373.7942195413275,8.073764509004377,DMid STJoe,42,,,,,,,,,,,,,,,,,,,,,,,,,,BS 2,,,,,,,From STJoe AMid,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW3 STJoe, BH, Start STJoe AMid, BS2 STJoe, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2441.561191124327,6.851290932003849,DMid STJoe,43,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, Q2, STJoe 0 - DUKE 0, VC Game 1, BW1 STJoe, Start STJoe D25, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2463.893863840325,8.19552734200579,DMid STJoe,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2479.7589077673183,11.853794780016415,DMid STJoe,45,,,,,,,,,,,,,,TOW DUKE AMid,,,,,,,TO STJoe DMid,,,,,,,,,,,,From STJoe D25,,,,"Foul Against, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, Q2, STJoe 0 - DUKE 0, VC Game 1, Start STJoe DMid, BH, BS1 STJoe, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2512.95788387533,4.090433180002947,DMid STJoe,46,,,,,,,,,,,,,,,,,,,,,,,,,NewBS STJoe DMid,,,,,,,,From STJoe D25,,,,,Sideline,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW1 STJoe, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2522.142392505334,3.93705760200055,DMid STJoe,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2528.481190414325,7.137524883005881,DMid STJoe,48,,,,,,,,,,,,,,,,,,,,,,,,,NewBS STJoe DMid,,,,,,,,From STJoe D25,,,,,Free Hit,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, Q2, STJoe 0 - DUKE 0, VC Game 1, BH, BS1 STJoe, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2539.9453533593232,3.6702749989940457,DMid STJoe,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2555.9985247273316,4.851687404009226,DMid STJoe,50,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,,,,,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2658.096882076319,3.704519977020027,DMid STJoe,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW1 STJoe, BH, BS1 STJoe, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2661.855508385329,3.405345616996783,DMid STJoe,52,,,,,,,,,,,,,,,,,,,,,,,,,NewBS STJoe DMid,,,,,,,,From STJoe D25,,,,,Sideline,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, Q2, STJoe 0 - DUKE 0, VC Game 1, BH, BS1 STJoe, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2669.554216902332,3.5188161369978843,DMid STJoe,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2862.2119846756636,2.4667742903284307,DMid STJoe,54,,,,,,BW DUKE A25,,,,,,,BL STJoe D25,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW1 STJoe, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2893.8864791299934,6.800840901670199,DMid STJoe,55,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BH, BS1 STJoe, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2908.5800168383275,7.120385752001766,DMid STJoe,56,,,,,,,,,,,,,,TOW DUKE AMid,,,,,,,TO STJoe DMid,,,,,,,,,,,,From STJoe D25,,,,"Turnover, Ball Out",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW1 STJoe, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2917.0454453056655,5.133564067322823,DMid STJoe,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2971.312146884327,3.2168466236685163,DMid STJoe,58,,,,,,,,,,,,,,TOW DUKE AMid,,,,,,,TO STJoe DMid,,,,,,,,,,,,From STJoe D25,,,,"Turnover, Ball Out",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BH, Start STJoe D25, BS1 STJoe, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),2987.8789335830047,6.38556503332984,DMid STJoe,59,,,,,,,,,,,,,,,,,,,,,,,,,"NewBS STJoe DMid, NewBS STJoe DMid, NewBS STJoe DMid, NewBS STJoe DMid",,,,,,,,From STJoe D25,,,,,"Free Hit, Free Hit, Free Hit, Free Hit",,,,,,,,,,,,,,,,,,To DMid STJoe,", , , , , Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW1 STJoe, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),3035.7613457083194,4.458723895338153,DMid STJoe,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, STJoe 0 - DUKE 0, Q2, VC Game 1, BW1 STJoe, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),3052.6525315863214,3.178859885683778,DMid STJoe,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From DUKE AMid,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, Q2, BW1 DUKE, VC Game 1, Start Interception, STJoe 0 - DUKE 0, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),3737.4339076893352,8.718215595992206,DMid STJoe,62,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,From DUKE AMid,,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, Q3, STJoe 0 - DUKE 0, VC Game 1, Start Interception, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),3819.573802855327,5.9316227610024725,DMid STJoe,63,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, STJoe 0 - DUKE 0, BW1 STJoe, STJoe 11<->11 DUKE, Q3, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),3844.931772095331,5.2726939460012545,DMid STJoe,64,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, Q3, STJoe 0 - DUKE 0, VC Game 1, BH, BS1 STJoe, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),3853.2696572443288,17.12434194999696,DMid STJoe,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From DUKE AMid, From DUKE AMid",,,,,,,,Free Hit,,,,,,,,,,,,,,,,,,"To DMid STJoe, To DMid STJoe",", , , , , , Neutral, STJoe 0 - DUKE 0, Q3, VC Game 1, BW3 DUKE, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),3869.0892484353185,5.547758208000687,DMid STJoe,66,,,,,,,,,,,,,,,,,,,,,,,,,,BS 2,,,,,,,From STJoe D25,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, Q3, STJoe 0 - DUKE 0, VC Game 1, BW2 STJoe, Start STJoe DMid, BH, BS2 STJoe, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),3930.3854583133334,4.854711549996864,DMid STJoe,67,,,,,,,,,,,,,,TOW DUKE AMid,,,,,,,TO STJoe DMid,,,,,,,,,,,,From STJoe D25,,,,"Turnover, Ball Out",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, Q3, STJoe 0 - DUKE 0, VC Game 1, BH, BS1 STJoe, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),3993.1315155696693,7.6886879896728715,DMid STJoe,68,,,,,,,,,,,,,,TOW DUKE AMid,,,,,,,TO STJoe DMid,,,,,,,,,,,,From STJoe D25,,,,"Turnover, Ball Out",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, STJoe 0 - DUKE 0, Q3, VC Game 1, BH, Start STJoe D25, BS1 STJoe, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),4046.0375659289925,11.419247471678773,DMid STJoe,69,,,,,,,,,,,,,,,,,,,,,,,,,NewBS STJoe DMid,BS 2,,,,,,,From STJoe AMid,,,,,Free Hit,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, Q3, BW3 STJoe, VC Game 1, STJoe 0 - DUKE 0, Start STJoe AMid, BH, BS2 STJoe, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),4062.637709358999,3.283116347324267,DMid STJoe,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q3, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),4349.963994781003,5.055382369986546,DMid STJoe,71,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,BS 2,,,,,,,From STJoe D25,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, Q3, BW1 STJoe, VC Game 1, STJoe 0 - DUKE 0, Start STJoe D25, BH, BS2 STJoe, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),4431.961332965984,6.494485437013282,DMid STJoe,72,,,,,,,,,,,,,,,,,,,,,,,,,NewBS STJoe DMid,BS 2,,,,,,,From STJoe D25,,,,,Free Hit,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, Q3, BW1 STJoe, VC Game 1, STJoe 0 - DUKE 0, Start STJoe D25, BH, BS2 STJoe, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),4444.836832539997,7.859606002984947,DMid STJoe,73,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,BS 2,,,,,,,,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , , Neutral, STJoe 0 - DUKE 0, Q3, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, BS2 STJoe, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),4583.505399682662,2.9550760819911375,DMid STJoe,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From DUKE AMid,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, STJoe 0 - DUKE 0, Q3, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),4655.134239819662,2.373379959001795,DMid STJoe,75,,,,,,BW DUKE A25,,,,,,,BL STJoe D25,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, STJoe 0 - DUKE 0, Q3, VC Game 1, BW1 STJoe, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),4675.993240994652,3.269148676000441,DMid STJoe,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, Q3, BW1 STJoe, STJoe 11<->11 DUKE, STJoe 0 - DUKE 0, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),4789.736715705663,7.810015390000444,DMid STJoe,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From STJoe AMid,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, STJoe 0 - DUKE 0, Q3, VC Game 1, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),4819.96391696066,2.7036596880006982,DMid STJoe,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, Q3, STJoe 0 - DUKE 0, VC Game 1, Start Interception, BW3 STJoe, BH, Start STJoe AMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),5048.29900085766,5.494391999008258,DMid STJoe,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, Q4, STJoe 0 - DUKE 0, VC Game 1, BH, BS1 STJoe, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),5073.377628309659,14.015138532008677,DMid STJoe,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From STJoe D25, From STJoe DMid",,,,,,,,,,,,,,,,,,,,,,,"To DMid STJoe, To DMid STJoe",", , Neutral, Q4, BW1 STJoe, VC Game 1, STJoe 0 - DUKE 0, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),5087.7651600196605,14.107333481008027,DMid STJoe,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, Q4, BW1 STJoe, VC Game 1, STJoe 0 - DUKE 0, Start STJoe D25, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),5110.858367529663,3.2556942909995996,DMid STJoe,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From DUKE AMid, From DUKE AMid",,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q4, VC Game 1, BW2 DUKE, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),5114.41825613166,5.056122050997146,DMid STJoe,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, STJoe 0 - DUKE 0, Q4, VC Game 1, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),5268.981967471986,4.972649984999407,DMid STJoe,84,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, Q4, STJoe 0 - DUKE 0, VC Game 1, BH, BS1 STJoe, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),5418.360814693998,2.919454114675318,DMid STJoe,85,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, Q4, BW1 STJoe, VC Game 1, STJoe 0 - DUKE 0, Start STJoe D25, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),5451.585239702326,5.760240288682326,DMid STJoe,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", , Neutral, STJoe 0 - DUKE 0, Q4, VC Game 1, BW2 STJoe, BH, Start STJoe DMid, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),5485.791703168661,5.81038492632797,DMid STJoe,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,,,,,,,,,,,,,,,,,,,,To DMid STJoe,", Neutral, Q4, BW1 STJoe, VC Game 1, STJoe 0 - DUKE 0, BH, Start STJoe D25, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),5598.309875334992,5.944344562675724,DMid STJoe,88,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,From DUKE AMid,,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, Q4, BW1 DUKE, VC Game 1, STJoe 0 - DUKE 0, BH, Regular Season, Out of Conf",,
270822 SJU v Duke (Control Boat),5729.918723175666,2.568959575000008,DMid STJoe,89,,,,,,BW DUKE AMid,,,,,,,BL STJoe DMid,,,,,,,,,,,,,,,,,,,,From STJoe D25,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,,,To DMid STJoe,", , , Neutral, Q4, BW1 STJoe, VC Game 1, STJoe 0 - DUKE 0, Start STJoe D25, BH, Regular Season, Out of Conf",,
