Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win JMU,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover JMU,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win JMU,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover JMU,BS Outcome - New BS DUKE,BS Outcome - New BS JMU,Ball Start,Circle Entry,From Zone DUKE,From Zone JMU,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type JMU,To Zone DUKE,To Zone JMU,Ungrouped,Notes,Flags
Duke vs JMU,3555.4460944086645,15.411080270334878,BS5 DUKE,6, ,,,,,,,,,,,,,,BS 5,Left,,"From A25 JMU, From A25 JMU",,"CE JMU, PC Win JMU, CE JMU, PC Win JMU",,,,,,,,,,,To Circle JMU,,", , Home Game, Q3, DUKE 0 - 2  JMU, DUKE 11v11 JMU, BW4 JMU, Start A25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3898.4737874830007,11.525656338999852,BS5 DUKE,7,,,,,,,,,,,,,NewBS A25 DUKE,,BS 5,,,,,,,Long Corner,,,,,,,,,,,", Home Game, Q3, BW4 DUKE, DUKE 0 - 3  JMU, DUKE 11v11 JMU, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,4012.861949088332,12.117635914999937,BS5 DUKE,8, ,,,,,,,,,,,,,,BS 5,Right,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, Q3, BW4 DUKE, DUKE 0 - 3  JMU, DUKE 11v11 JMU, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5090.404719051332,6.9220762200002355,BS5 DUKE,9,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 5,,,,,,"Interception, Turnover",,,,,,,,,,,,", , DUKE 11v11 JMU, Out of Conf, Home Game, Q4, Regular Season, DUKE 1 - 4  JMU",,
Duke vs JMU,1297.3712629746667,9.662787604665255,BS4 DUKE,1,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 4,,,,,,"End Line, Turnover",,,,,,,,,,,,", , Home Game, DUKE 0 - 0  JMU, Q2, Start LC DUKE, DUKE 11v11 JMU, Start LC DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1385.3597727559995,14.737982105000583,BS4 DUKE,2,,,,,,,,,,,,,NewBS A25 DUKE,,BS 4,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 0 - 0  JMU, Q2, Start LC DUKE, DUKE 11v11 JMU, Start LC DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3345.0870300113315,18.1974890660008,BS4 DUKE,3,,,,,,,,,,,,,NewBS A25 DUKE,,BS 4,,,,,,,Free Hit,,,,,,,,,,,", Home Game, Q3, DUKE 0 - 2  JMU, BW4 DUKE, DUKE 11v11 JMU, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3360.0010507953334,12.241994420000083,BS4 DUKE,4,,,,,,,,,,,,,NewBS AMid DUKE,,BS,,"From A25 DUKE, From A25 DUKE",,,,,Sideline,,,,,,,,,"To AMid DUKE, To A25 DUKE",,", , , Home Game, Q3, DUKE 0 - 2  JMU, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3369.2275588549983,14.852576520000639,BS4 DUKE,5,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS,,"From A25 DUKE, From AMid DUKE",,,,"Interception, Turnover",,,,,,,,,,"To AMid DUKE, To A25 DUKE",,", , , , Home Game, Q3, DUKE 0 - 2  JMU, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3768.3372162093333,14.330100056333322,BS4 DUKE,6,,,,,,,,,,,,,NewBS A25 DUKE,,BS 4,,,,,,,Long Corner,,,,,,,,,,,", Home Game, Q3, DUKE 0 - 3  JMU, BW4 DUKE, DUKE 11v11 JMU, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3782.923944158,20.890550236332274,BS4 DUKE,7,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 4,,"From A25 DUKE, From AMid DUKE, From A25 DUKE",,,"CE DUKE, Shot DUKE, CE DUKE, Chance DUKE","End Line, Turnover",,,,,,,,,,"To AMid DUKE, To A25 DUKE, To Circle DUKE",,", , , , , Home Game, DUKE 0 - 3  JMU, Q3, Start LC DUKE, DUKE 11v11 JMU, Start LC DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3909.382382065332,9.478569468000387,BS4 DUKE,8,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS,,,,,,"Interception, Turnover",,,,,,,,,,,,", , Home Game, DUKE 0 - 3  JMU, Q3, Start LC DUKE, DUKE 11v11 JMU, Start LC DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5074.368712196332,19.098811066333838,BS4 DUKE,9,,,,,,,,,,,,,NewBS A25 DUKE,,BS 4,,,,,,,Free Hit,,,,,,,,,,,", Home Game, Q4, DUKE 1 - 4  JMU, BW4 DUKE, DUKE 11v11 JMU, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5232.754441272666,22.097011481666414,BS4 DUKE,10, ,,,,,,,,,,,,,,BS,Middle,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, Q4, DUKE 1 - 4  JMU, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5396.816984074667,10.971159483999145,BS4 DUKE,11,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 4,,,,,,"End Line, Turnover",,,,,,,,,,,,", , Home Game, DUKE 1 - 4  JMU, Q4, Start LC DUKE, DUKE 11v11 JMU, Start LC DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5471.960595507666,13.446542536667948,BS4 DUKE,12,,,,,,,,,,,,,,,BS,,From A25 DUKE,,,"CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,", Home Game, Q4, DUKE 1 - 4  JMU, DUKE 11v10 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5624.567862611666,9.413959490000707,BS4 DUKE,13,,,,,,,,,,,,,NewBS A25 DUKE,,BS,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, Start Sideline, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5631.634859049333,9.490116450999267,BS4 DUKE,14,,,,,,,,,,,,,NewBS A25 DUKE,,BS,,,,,,,Long Corner,,,,,,,,,,,", Home Game, Q4, DUKE 1 - 4  JMU, DUKE 11v11 JMU, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5640.081670029998,19.06055266133353,BS4 DUKE,15, ,,,,,,,,,,,,,,BS,Middle,"From A25 DUKE, From A25 DUKE, From A25 DUKE, From A25 DUKE",,ACE,"CE DUKE, Shot DUKE, CE DUKE, Chance DUKE, CE DUKE, Shot DUKE, CE DUKE, Chance DUKE, CE DUKE, CE DUKE, Goal DUKE",,,,,,,,,,,"To Circle DUKE, To Circle DUKE, To Circle DUKE",,", , , , Home Game, DUKE 1 - 4  JMU, Q4, Start LC DUKE, DUKE 11v11 JMU, Start LC DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5756.999026285333,13.926608731332635,BS4 DUKE,16,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 4,,,,,,"Interception, Turnover",,,,,,,,,,,,", , Home Game, Q4, DUKE 2 - 4  JMU, DUKE 10v11 JMU, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,210.14274443666565,12.065695068000679,BS3 DUKE,1,,,,,,,,,,,,,NewBS AMid DUKE,,BS,,,,,,,Sideline,,,,,,,,,,,", Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,219.3894781189995,8.319571101667748,BS3 DUKE,2,,,,,,,,,,,,,NewBS AMid DUKE,,BS 3,,,,,,,Sideline,,,,,,,,,,,", Home Game, Q1, DUKE 0 - 0  JMU, BW3 DUKE, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,226.2474616219983,18.042108119002734,BS3 DUKE,3,,,,,,,,,,,,,NewBS A25 DUKE,,BS 3,,From AMid DUKE,,,,,Free Hit,,,,,,,,,To A25 DUKE,,", , Home Game, Q1, DUKE 0 - 0  JMU, BW3 DUKE, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,388.3398352263335,30.540335868999023,BS3 DUKE,4,,,,,,BW AMid JMU,BL DMid DUKE,,,,,,,,BS 3,,"From AMid DUKE, From DMid DUKE, From D25 DUKE",,,,"Interception, Turnover",,,,,,,,,,"To DMid DUKE, To D25 DUKE, To DMid DUKE",,", , , , , Home Game, Q1, BW3 DUKE, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,680.696167642,23.055689943999027,BS3 DUKE,5,,,,,,,,,,,,,NewBS A25 DUKE,,BS 3,,From AMid DUKE,,,,,Free Hit,,,,,,,,,To A25 DUKE,,", , Home Game, Q1, DUKE 0 - 0  JMU, BW3 DUKE, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,839.0459607853327,13.040966390333438,BS3 DUKE,6,,,,,,,,,,TOW DMid JMU,TO AMid DUKE,,,,BS 3,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, Q1, DUKE 0 - 0  JMU, BW3 DUKE, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,949.0236605676643,7.757560074334606,BS3 DUKE,7,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,BS 3,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , Home Game, Q1, DUKE 0 - 0  JMU, BW3 DUKE, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1464.7603001899986,16.401040600335364,BS3 DUKE,8,,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 3,,From AMid DUKE,,,,"Duel Lost, Turnover",,,,,,,,,,To A25 DUKE,,", , , Home Game, Q2, DUKE 0 - 0  JMU, BW3 DUKE, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1518.0683894676652,16.29792144599969,BS3 DUKE,9,,,,,,BW AMid JMU,BL DMid DUKE,,,,,,,,BS 3,,From AMid DUKE,,,,"Interception, Turnover",,,,,,,,,,To DMid DUKE,,", , , Home Game, Q2, DUKE 0 - 0  JMU, BW3 DUKE, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1562.2180059469977,11.01883688400244,BS3 DUKE,10,,,,,,,,,,TOW DMid JMU,TO AMid DUKE,,,,BS 3,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, Q2, DUKE 0 - 0  JMU, BW3 DUKE, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1586.0821608889987,22.939390165000077,BS3 DUKE,11,,,,,,BW AMid JMU,BL DMid DUKE,,,,,,,,BS 3,,"From AMid DUKE, From DMid DUKE, From DMid DUKE",,,,"Interception, Turnover",,,,,,,,,,"To DMid DUKE, To AMid DUKE, To DMid DUKE",,", , , , , Home Game, Q2, DUKE 0 - 0  JMU, BW3 DUKE, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3663.3588234166655,22.69161744800158,BS3 DUKE,12, ,,,,,,,,,,,,,,BS 3,Middle,"From AMid DUKE, From AMid DUKE, From A25 DUKE",,,"CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , , Home Game, Q3, DUKE 0 - 3  JMU, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3825.8806482686664,26.098985699665718,BS3 DUKE,13,,,,,,,,,,TOW DMid JMU,TO AMid DUKE,,,,BS,,"From AMid DUKE, From AMid DUKE, From AMid DUKE",,,,"Turnover, Foul Against",,,,,,,,,,"To DMid DUKE, To AMid DUKE, To A25 DUKE",,", , , , , Q3, DUKE 0 - 3  JMU, Home Game, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3984.057489169999,6.909909995999897,BS3 DUKE,14,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,BS,,,,,,"End Line, Turnover",,,,,,,,,,,,", , DUKE 11v11 JMU, Out of Conf, Home Game, Q3, Regular Season, DUKE 0 - 3  JMU",,
Duke vs JMU,4002.318538213332,12.32134842733467,BS3 DUKE,15,,,,,,,,,,,,,NewBS A25 DUKE,,BS 3,,,,,,,Free Hit,,,,,,,,,To A25 DUKE,,", , , Q3, DUKE 0 - 3  JMU, Home Game, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,4285.384502551999,18.735025683334243,BS3 DUKE,16,,,,,,,,,,,,,,,BS,,"From AMid DUKE, From A25 DUKE",,,"CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , Home Game, Q4, DUKE 0 - 3  JMU, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,4944.913929541664,14.253498213334751,BS3 DUKE,17, ,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS,Middle,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, Shot DUKE, CE DUKE, Chance DUKE","End Line, Turnover",,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , , , , , Home Game, Q4, DUKE 1 - 4  JMU, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5223.986402719,11.67264053800136,BS3 DUKE,18,,,,,,,,,,,,,NewBS AMid DUKE,,BS,,From AMid DUKE,,,,,Free Hit,,,,,,,,,To A25 DUKE,,", , Home Game, Q4, DUKE 1 - 4  JMU, DUKE 11v11 JMU, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5440.973680782333,8.069049654000082,BS3 DUKE,19,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,BS,,,,,,"Interception, Turnover",,,,,,,,,,,,", , Out of Conf, DUKE 1 - 4  JMU, Q4, Home Game, Regular Season, DUKE 11v11 JMU",,
Duke vs JMU,5604.1582545246665,14.885400936998849,BS3 DUKE,20, ,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS,Right,"From AMid DUKE, From AMid DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Duel Lost, Turnover",,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , , , , Q4, DUKE 1 - 4  JMU, Home Game, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5715.991066947333,20.0516482109997,BS3 DUKE,21,,,,,,,,,,TOW DMid JMU,TO AMid DUKE,,,,BS,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , Home Game, Q4, DUKE 2 - 4  JMU, DUKE 11v11 JMU, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,126.31531804599842,20.224613077000242,BS2 DUKE,1,,,,,,,,,,TOW AMid JMU,TO DMid DUKE,,,,BS 2,,"From DMid DUKE, From D25 DUKE",,,,"Ball Out, Turnover",,,,,,,,,,"To D25 DUKE, To DMid DUKE",,", , , , Home Game, Q1, DUKE 0 - 0  JMU, BW2 DUKE, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,187.78884210133316,10.098070077001324,BS2 DUKE,2,,,,,,,,,,,,,NewBS DMid DUKE,,BS 2,,,,,,,Free Hit,,,,,,,,,,,", Home Game, Q1, DUKE 0 - 0  JMU, BW2 DUKE, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,198.359592720666,14.823108784666317,BS2 DUKE,3,,,,,,,,,,,,,NewBS AMid DUKE,,BS,,From DMid DUKE,,,,,Sideline,,,,,,,,,To AMid DUKE,,", , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,468.6036015453334,14.354730520333135,BS2 DUKE,4,,,,,,BW AMid JMU,BL DMid DUKE,,,,,,,,BS 2,,From DMid DUKE,,,,"Duel Lost, Turnover",,,,,,,,,,To AMid DUKE,,", , , Home Game, Q1, DUKE 0 - 0  JMU, BW2 DUKE, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,927.0942747143324,25.021255981333752,BS2 DUKE,5,,,,,,,,,,,,,NewBS AMid DUKE,,BS 2,,From DMid DUKE,,,,,Free Hit,,,,,,,,,To AMid DUKE,,", , Home Game, Q1, DUKE 0 - 0  JMU, BW2 DUKE, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,991.0466162129999,15.969099318998246,BS2 DUKE,6,,,,,,BW A25 JMU,BL D25 DUKE,,,,,,,,BS 2,,"From DMid DUKE, From D25 DUKE",,,,"Duel Lost, Turnover",,,,,,,,,,"To D25 DUKE, To DMid DUKE",,", , , , Home Game, Q1, DUKE 0 - 0  JMU, BW2 DUKE, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1042.7118602653331,12.305956325664965,BS2 DUKE,7,,,,,,BW AMid JMU,BL DMid DUKE,,,,,,,,BS 2,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , Home Game, Q1, DUKE 0 - 0  JMU, BW2 DUKE, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1250.097765797665,15.688438534667512,BS2 DUKE,8,,,,,,,,,,TOW AMid JMU,TO DMid DUKE,,NewBS DMid DUKE,,BS,,,,,,"Ball Out, Turnover",Sideline,,,,,,,,,,,", , , Q2, DUKE 0 - 0  JMU, Home Game, DUKE 11v11 JMU, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1690.743649070333,16.913013003998458,BS2 DUKE,9,,,,,,,,,,TOW A25 JMU,TO D25 DUKE,,,,BS 2,,From DMid DUKE,,,,"Ball Out, Turnover",,,,,,,,,,To D25 DUKE,,", , , Home Game, Q2, DUKE 0 - 0  JMU, BW2 DUKE, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1886.9583220589996,23.686235499333407,BS2 DUKE,10,,,,,,,,,,TOW AMid JMU,TO DMid DUKE,,,,BS,,"From DMid DUKE, From DMid DUKE",,,,"Ball Out, Turnover",,,,,,,,,,"To D25 DUKE, To DMid DUKE",,", , , , Home Game, Q2, DUKE 0 - 1  JMU, DUKE 11v11 JMU, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,1979.4189022649978,31.657143370001677,BS2 DUKE,11,,,,,,,,,,,,,NewBS DMid DUKE,,BS 2,,"From DMid DUKE, From D25 DUKE, From DMid DUKE, From D25 DUKE",,,,,Free Hit,,,,,,,,,"To D25 DUKE, To DMid DUKE, To D25 DUKE, To DMid DUKE",,", , , , , Home Game, Q2, DUKE 0 - 1  JMU, BW2 DUKE, DUKE 11v10 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,2008.35586332,17.88720659766568,BS2 DUKE,12,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,BS 2,,From DMid DUKE,,,,"Duel Lost, Turnover",,,,,,,,,,To AMid DUKE,,", , , Home Game, Q2, DUKE 0 - 1  JMU, DUKE 11v10 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,2111.851056653333,12.163371457331777,BS2 DUKE,13,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,BS 2,,From DMid DUKE,,,,"End Line, Turnover",,,,,,,,,,To AMid DUKE,,", , , Home Game, Q2, DUKE 0 - 1  JMU, BW2 DUKE, DUKE 10v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3190.2145972359995,13.046648172999085,BS2 DUKE,14,,,,,,,,,,,,,NewBS DMid DUKE,,BS,,,,,,,Free Hit,,,,,,,,,,,", Home Game, Q3, DUKE 0 - 2  JMU, DUKE 11v11 JMU, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3200.7316793356663,16.55240614966624,BS2 DUKE,15,,,,,,,,,,TOW AMid JMU,TO DMid DUKE,,,,BS 2,,"From DMid DUKE, From DMid DUKE, From DMid DUKE",,,,"Ball Out, Turnover",,,,,,,,,,"To AMid DUKE, To DMid DUKE, To AMid DUKE",,", , , , , Home Game, Q3, DUKE 0 - 2  JMU, BW2 DUKE, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3471.2514962686655,20.36764149433293,BS2 DUKE,16,,,,,,BW AMid JMU,BL DMid DUKE,,,,,,,,BS 2,,"From DMid DUKE, From D25 DUKE, From DMid DUKE",,,,"Duel Lost, Turnover",,,,,,,,,,"To D25 DUKE, To DMid DUKE, To AMid DUKE",,", , , , , Home Game, Q3, DUKE 0 - 2  JMU, BW2 DUKE, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3646.3231911673324,18.37363924733245,BS2 DUKE,17,,,,,,,,,,,,,NewBS DMid DUKE,,BS,,,,,,,Sideline,,,,,,,,,,,", Home Game, Q3, DUKE 0 - 3  JMU, DUKE 11v11 JMU, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,4701.842530621,9.180736366998644,BS2 DUKE,18,,,,,,,,,,,,,NewBS DMid DUKE,,BS,,,,,,,Sideline,,,,,,,,,,,", Home Game, Q4, DUKE 1 - 3  JMU, DUKE 11v11 JMU, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,4708.351795795666,23.28778684833287,BS2 DUKE,19,,,,,,,,,,TOW AMid JMU,TO DMid DUKE,,,,BS,,"From DMid DUKE, From D25 DUKE",,,,"Ball Out, Turnover",,,,,,,,,,"To D25 DUKE, To DMid DUKE",,", , , , Q4, DUKE 1 - 3  JMU, Home Game, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,4929.456071180332,18.41970232100084,BS2 DUKE,20,,,,,,,,,,,,,NewBS AMid DUKE,,BS,,From DMid DUKE,,,,,Free Hit,,,,,,,,,To AMid DUKE,,", , Home Game, Q4, DUKE 1 - 4  JMU, DUKE 11v11 JMU, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,4978.9207121186655,16.470520015000147,BS2 DUKE,21,,,,,,BW AMid JMU,BL DMid DUKE,,,,,,,,BS 2,,From DMid DUKE,,,,"Interception, Turnover",,,,,,,,,,To AMid DUKE,,", , , Home Game, Q4, DUKE 1 - 4  JMU, BW2 DUKE, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5020.394700556999,41.88190752599894,BS2 DUKE,22, ,,,,,BW D25 JMU,BL A25 DUKE,,,,,,,,BS 2,Left,"From DMid DUKE, From D25 DUKE, From D25 DUKE, From DMid DUKE, From DMid DUKE, From AMid DUKE, From AMid DUKE, From A25 DUKE",,,"CE DUKE, Shot DUKE, CE DUKE, Chance DUKE","End Line, Turnover",,,,,,,,,,"To D25 DUKE, To DMid DUKE, To D25 DUKE, To DMid DUKE, To AMid DUKE, To A25 DUKE, To Circle DUKE",,", , , , , , , , , , Home Game, Q4, DUKE 1 - 4  JMU, BW2 DUKE, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5424.945264871666,11.179489945334353,BS2 DUKE,23,,,,,,,,,,,,,NewBS DMid DUKE,,BS 2,,,,,,,Free Hit,,,,,,,,,,,", Home Game, Q4, DUKE 1 - 4  JMU, BW2 DUKE, DUKE 11v11 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,171.69511651733262,19.183957074667234,BS1 DUKE,1,,,,,,,,,,,,,NewBS D25 DUKE,,BS,,,,,,,Free Hit,,,,,,,,,,,", Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,600.7726797513326,26.62419957766656,BS1 DUKE,2,,,,,,,,,,TOW AMid JMU,TO DMid DUKE,,,,BS 1,,"From D25 DUKE, From DMid DUKE, From DMid DUKE",,,,"Turnover, Foul Against",,,,,,,,,,"To DMid DUKE, To D25 DUKE, To DMid DUKE",,", , , , , Home Game, Q1, DUKE 0 - 0  JMU, BW1 DUKE, DUKE 11v11 JMU, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,662.7939548106667,15.36278521733334,BS1 DUKE,3,,,,,,,,,,,,,NewBS AMid DUKE,,BS 1,,"From D25 DUKE, From D25 DUKE",,,,,Free Hit,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , Home Game, Q1, DUKE 0 - 0  JMU, BW1 DUKE, DUKE 11v11 JMU, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,873.1689830606676,11.11636622933122,BS1 DUKE,4,,,,,,,,,,TOW AMid JMU,TO DMid DUKE,,,,BS 1,,From D25 DUKE,,,,"Ball Out, Turnover",,,,,,,,,,To DMid DUKE,,", , , Home Game, Q1, DUKE 0 - 0  JMU, BW1 DUKE, DUKE 11v11 JMU, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
