Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win BELL,BS Outcome - Direct Ball Win Blue,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover BELL,BS Outcome - Direct turnover Blue,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win BELL,BS Outcome - In Direct Ball Win Blue,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover BELL,BS Outcome - In Direct turnover Blue,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS BELL,BS Outcome - New BS Blue,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone BELL,From Zone Blue,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type BELL,Start Type Blue,Start Type DUKE,To Zone BELL,To Zone Blue,To Zone DUKE,Ungrouped,Notes,Flags
Duke vs Bellarmine,2574.6722666666665,20.152033333333748,CE DUKE,20, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Middle,,,"From AMid DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE","Duel Lost, Turnover",,,,,,,,,,,,,To Circle DUKE,", , , , Home Game, DUKE 1 - 1  BELL, Q3, Start LC DUKE, DUKE 11v10 BELL, Start LC DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2627.753166666667,24.547344370332212,CE DUKE,21, ,,,,,,,,,,,,,,,,,,,,Right,,,"From A25 DUKE, From A25 DUKE, From A25 DUKE, From A25 DUKE",ACE,"Circle Pass DUKE, CE DUKE, CE DUKE, Chance DUKE, Shot DUKE, CE DUKE, Goal DUKE, CE DUKE",,,,,,,,,,,,,,"To Circle DUKE, To Circle DUKE",", , , , Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2840.6381666666666,22.961360205331857,CE DUKE,22, ,,,,,,,,,,,,,,,,,,,,Middle,,,"From A25 DUKE, From A25 DUKE, From A25 DUKE",ACE,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE, CE DUKE, Goal DUKE, CE DUKE",,,,,,,,,,,,,,"To Circle DUKE, To Circle DUKE",", , , Home Game, Q3, BW3 DUKE, DUKE 2 - 1  BELL, DUKE 11v11 BELL, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2995.2995101289957,21.001191309005662,CE DUKE,23, ,,,,,,,,,,,,,,,,,,,,Left,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,,,,To Circle DUKE,", , Home Game, Q3, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3348.3993057619973,27.001219783991473,CE DUKE,24, ,,,,,,,,,,,,,,,,,,,,Right,,,"From AMid DUKE, From A25 DUKE, From A25 DUKE",,"Circle Pass DUKE, CE DUKE, PC Win DUKE, CE DUKE, PC Win DUKE",,,,Show - Tendency,,,,,,,,,,To Circle DUKE,", , , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3654.1169333333332,28.683956397656857,CE DUKE,25, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Middle,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE",ACE-0 DUKE,Long Corner,,,,,,,,,,,,To Circle DUKE,", , , Home Game, DUKE 3 - 1  BELL, BW3 DUKE, Q4, DUKE 11v11 BELL, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3765.698553395999,31.524612532998162,CE DUKE,26, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Middle,,,"From A25 DUKE, From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE, CE DUKE, CE DUKE, Chance DUKE, Shot DUKE",,Long Corner,,,,,,,,,,,,"To Circle DUKE, To Circle DUKE",", , , , Home Game, Q4, BW4 DUKE, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3784.862804329987,19.735817606009277,CE DUKE,27, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Middle,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE","ACE-0 DUKE, End Line, Turnover",,,,,,,,,,,,,To Circle DUKE,", , , , Home Game, DUKE 3 - 1  BELL, Q4, Start LC DUKE, DUKE 11v11 BELL, Start LC DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3885.2463333333335,23.352237288663673,CE DUKE,28, ,,,,,,,,,,TOW D25 BELL,,,,,TO A25 DUKE,,,,,Left,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Foul Against",,,,,,,,,,,,,To Circle DUKE,", , , , Home Game, DUKE 3 - 1  BELL, BW3 DUKE, Q4, DUKE 11v11 BELL, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,4084.169722222222,23.328405152770756,CE DUKE,29, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Right,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE","ACE-0 DUKE, End Line, Turnover",,,,,,,,,,,,,To Circle DUKE,", , , , Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1700.6024,18.0,Show - Tendency,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,,,,,
Duke vs Bellarmine,1753.903811111111,18.0,Show - Tendency,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,,,,,
Duke vs Bellarmine,2445.298464867997,18.0,Show - Tendency,3,,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,,,,"From AMid DUKE, From A25 DUKE, From A25 DUKE",,,"Duel Lost, Turnover",,,Show - Tendency,,,,,,,,To D25 BELL,,To A25 DUKE,", , , , , Home Game, DUKE 1 - 1  BELL, Q3, Start LC DUKE, DUKE 11v11 BELL, BW1 BELL, Start LC DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2606.799083743993,17.60144957400871,Show - Tendency,4,,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,,,,,,,,Sideline,,Show - Tendency,,,,,,,,,,,", Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v10 BELL, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2993.599509014995,18.0,Show - Tendency,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,,,"Home Game, Q3, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3133.8975574139954,14.703222173005543,Show - Tendency,6,,,,,BW DMid BELL,,,,,BL AMid DUKE,,,,,,,NewBS D25 BELL,,,,,,,"From AMid DUKE, From AMid DUKE, From A25 DUKE",,,"Duel Lost, Turnover",Free Hit,,Show - Tendency,,,,,,,,To D25 BELL,,To A25 DUKE,", , , , , , Home Game, Q3, DUKE 3 - 1  BELL, DUKE 11v11 BELL, BW1 BELL, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3360.8571,18.0,Show - Tendency,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,,,,,
Duke vs Bellarmine,4094.501903577003,18.0,Show - Tendency,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,,,"Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start D25 BELL, BS1 BELL, Regular Season, In Conf",,
Duke vs Bellarmine,1847.9998835929957,26.608708191001597,Show - Press,1,,,,,,,,,,,,,,,,,,,,,,"From D25 BELL, From DMid BELL, From AMid BELL",,,,,,,,"Show - Press, Show - Press",,,,,,,,"To DMid BELL, To AMid BELL, To A25 BELL",,,", , , Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start D25 BELL, BS1 BELL, Regular Season, In Conf",,
Duke vs Bellarmine,334.8965995509945,18.0,Show - Outlet,1,,,,,BW AMid BELL,,BW AMid DUKE,BL DMid BELL,,BL DMid DUKE,,,,,,,,,,,,"From DMid BELL, From DMid BELL, From AMid BELL",,"From DMid DUKE, From DMid DUKE",,,"Turnover, Interception, Duel Lost, Turnover",,,Show - Outlet,,,,,,,,"To DMid BELL, To AMid BELL",,"To DMid DUKE, To D25 DUKE",", , , , , , , , , , , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start Interception, BW2 BELL, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,969.4980024039936,24.59520463100307,Show - Outlet,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Show - Outlet, Show - Outlet",,,,,,,,,,,"Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1932.898023203998,14.90241172699757,Show - Outlet,3,,,,,BW AMid BELL,,,,,BL DMid DUKE,,,,,,,NewBS AMid BELL,,,,,,,"From DMid DUKE, From DMid DUKE",,,"Turnover, Interception",Free Hit,,Show - Outlet,,,,,,,,To AMid BELL,,,", , , , , Home Game, Q2, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start Interception, BW3 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2321.7996728699927,18.0,Show - Outlet,4,,,,,BW AMid BELL,,,,,BL DMid DUKE,,,,,,,,,,,,"From DMid BELL, From AMid BELL",,"From DMid DUKE, From DMid DUKE",,,"Turnover, Interception",,,Show - Outlet,,,,,,,,"To DMid BELL, To AMid BELL, To A25 BELL",,,", , , , , , Home Game, Q3, BW2 DUKE, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start Interception, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3244.9990968309903,18.0,Show - Outlet,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Show - Outlet,,,,,,,,,,,"Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,860.9002079780004,20.70161188300176,BW4 DUKE,1,,,,,,,,,,,,,,,,,,,NewBS AMid DUKE,,,,,"From A25 DUKE, From AMid DUKE, From DMid DUKE, From DMid DUKE",,,,Free Hit,,,,,,,,,,,,"To AMid DUKE, To DMid DUKE, To AMid DUKE, To A25 DUKE",", , , , , Home Game, DUKE 1 - 0  BELL, Q1, DUKE 11v11 BELL, BW4 DUKE, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3775.819211111111,21.403954817886188,BW4 DUKE,2, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Middle,,,"From A25 DUKE, From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE, CE DUKE, CE DUKE, Chance DUKE, Shot DUKE",,Long Corner,,,,,,,,,,,,"To Circle DUKE, To Circle DUKE",", , , , Home Game, DUKE 3 - 1  BELL, Q4, DUKE 11v11 BELL, BW4 DUKE, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,259.4918906309963,19.005484883997326,BW3 DUKE,1,,,,,,,,,,,TOW DMid BELL,,,,,TO AMid DUKE,,,,,,,,,,,"Ball Out, Turnover",,,,,,,,,,,,,,", , Home Game, DUKE 1 - 0  BELL, Q1, DUKE 11v11 BELL, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,272.6851009330008,6.615730220997364,BW3 DUKE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 BELL, BW3 DUKE",,
Duke vs Bellarmine,588.3011612699976,7.898901359995989,BW3 DUKE,3,,,,,,,,,,,,,,,,,,,NewBS AMid DUKE,,,,,,,,,Free Hit,,,,,,,,,,,,,", Home Game, DUKE 1 - 0  BELL, Q1, DUKE 11v11 BELL, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,618.3001110900011,25.100096965004013,BW3 DUKE,4,,,,,,,,,,,,,,,,,,,NewBS DMid DUKE,,,,,From AMid DUKE,,,,Long Corner,,,,,,,,,,,,To DMid DUKE,", , Home Game, DUKE 1 - 0  BELL, Q1, DUKE 11v11 BELL, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,952.9075555555555,10.939033333333327,BW3 DUKE,5,,,,,,,,,,,TOW DMid BELL,,,,,TO AMid DUKE,,,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,,,", , Home Game, DUKE 1 - 0  BELL, Q1, DUKE 11v11 BELL, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1475.030979711003,16.467879855989622,BW3 DUKE,6, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Middle,,,"From AMid DUKE, From AMid DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,,,,"To A25 DUKE, To Circle DUKE",", , , , , Home Game, DUKE 1 - 0  BELL, Q2, DUKE 11v11 BELL, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1647.9528947070062,11.546297673990466,BW3 DUKE,7,,,,,BW DMid BELL,,,,,BL AMid DUKE,,,,,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,,,", , Home Game, DUKE 1 - 0  BELL, Q2, DUKE 10v11 BELL, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1665.3003777777778,15.39888601822031,BW3 DUKE,8, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Middle,,,"From AMid DUKE, From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,,,,"To A25 DUKE, To Circle DUKE",", , , , , Home Game, DUKE 1 - 0  BELL, Q2, DUKE 10v11 BELL, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2167.7010124880026,30.097883329996876,BW3 DUKE,9, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Right,,,"From AMid DUKE, From A25 DUKE, From A25 DUKE",,Circle Pass DUKE,"Duel Lost, Turnover",,,,,,,,,,,,,To A25 DUKE,", , , , , Home Game, DUKE 1 - 1  BELL, Q3, DUKE 11v11 BELL, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2192.0655824460027,6.633063487989148,BW3 DUKE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 BELL, BW3 DUKE",,
Duke vs Bellarmine,2464.985992337998,6.514163838000968,BW3 DUKE,11,,,,,,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,,,,,"Home Game, DUKE 1 - 1  BELL, Q3, DUKE 11v11 BELL, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2846.0483444444444,17.551182427554068,BW3 DUKE,12, ,,,,,,,,,,,,,,,,,,,,Middle,,,"From AMid DUKE, From A25 DUKE, From A25 DUKE, From A25 DUKE",ACE,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE, CE DUKE, Goal DUKE, CE DUKE",,,,,,,,,,,,,,"To A25 DUKE, To Circle DUKE, To Circle DUKE",", , , , Home Game, DUKE 2 - 1  BELL, Q3, DUKE 11v11 BELL, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3269.910306920008,6.389182485985657,BW3 DUKE,13,,,,,BW DMid BELL,,,,,BL AMid DUKE,,,,,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,,,", , DUKE 11v11 BELL",,
Duke vs Bellarmine,3661.226935571008,21.573954159981895,BW3 DUKE,14, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Middle,,,"From AMid DUKE, From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE",ACE-0 DUKE,Long Corner,,,,,,,,,,,,"To A25 DUKE, To Circle DUKE",", , , , Q4, DUKE 3 - 1  BELL, Home Game, DUKE 11v11 BELL, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3876.6225777777777,11.976570857213574,BW3 DUKE,15,,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,,,,From AMid DUKE,,,"Duel Lost, Turnover",,,,,,,,,,,,,To A25 DUKE,", , , Home Game, DUKE 3 - 1  BELL, Q4, DUKE 11v11 BELL, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3890.3810555555556,18.217515066441592,BW3 DUKE,16, ,,,,,,,,,,TOW D25 BELL,,,,,TO A25 DUKE,,,,,Left,,,"From AMid DUKE, From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Foul Against",,,,,,,,,,,,,"To A25 DUKE, To Circle DUKE",", , , , , Home Game, DUKE 3 - 1  BELL, Q4, DUKE 11v11 BELL, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3903.0081328029974,5.999940763998893,BW3 DUKE,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 BELL, BW3 DUKE",,
Duke vs Bellarmine,345.3010098960023,23.59757522699215,BW2 DUKE,1,,,,,BW DMid BELL,,,,,BL AMid DUKE,,,,,,,,,,,,,,"From DMid DUKE, From D25 DUKE, From DMid DUKE",,,"Turnover, Interception",,,,,,,,,,,,,"To D25 DUKE, To DMid DUKE, To AMid DUKE",", , , , , Home Game, DUKE 1 - 0  BELL, Q1, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,374.60116771500367,27.0977701599881,BW2 DUKE,2, ,,,,,,,,,,TOW D25 BELL,,,,,TO A25 DUKE,,,,,Right,,,"From DMid DUKE, From AMid DUKE, From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE","ACE-0 DUKE, Ball Out, Turnover",,,,,,,,,,,,,"To AMid DUKE, To A25 DUKE, To Circle DUKE",", , , , , , Home Game, DUKE 1 - 0  BELL, Q1, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,395.875628382,6.625481446002425,BW2 DUKE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 BELL, BW2 DUKE",,
Duke vs Bellarmine,524.9005423229972,8.777821723998386,BW2 DUKE,4,,,,,BW AMid BELL,,,,,BL DMid DUKE,,,,,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,,,", , Home Game, DUKE 1 - 0  BELL, Q1, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1181.6391008410026,16.061259205000624,BW2 DUKE,5,,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,,,,"From DMid DUKE, From AMid DUKE",,,,Free Hit,,,,,,,,,,,,"To AMid DUKE, To A25 DUKE",", , , Home Game, DUKE 1 - 0  BELL, Q2, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1400.7003780619978,19.598126853994927,BW2 DUKE,6,,,,,BW DMid BELL,,,,,BL AMid DUKE,,,,,,,,,,,,,,From DMid DUKE,,,"Duel Lost, Turnover",,,,,,,,,,,,,To AMid DUKE,", , , Home Game, DUKE 1 - 0  BELL, Q2, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1432.5005758570019,20.777901956999813,BW2 DUKE,7,,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,,,,"From DMid DUKE, From AMid DUKE",,,"End Line, Turnover",,,,,,,,,,,,,"To AMid DUKE, To A25 DUKE",", , , , Home Game, DUKE 1 - 0  BELL, Q2, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1807.4426524049948,27.75726843100506,BW2 DUKE,8, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Middle,,,"From DMid DUKE, From AMid DUKE, From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE",,Sideline,,,,,,,,,,,,"To AMid DUKE, To A25 DUKE, To Circle DUKE",", , , , , Home Game, DUKE 1 - 0  BELL, Q2, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1970.7222444444444,13.877082372551286,BW2 DUKE,9,,,,,BW AMid BELL,,,,,BL DMid DUKE,,,,,,,,,,,,,,From DMid DUKE,,,"Turnover, Interception",,,,,,,,,,,,,To AMid DUKE,", , , Home Game, DUKE 1 - 1  BELL, Q2, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1978.8423445540002,6.854778274991304,BW2 DUKE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 BELL, BW2 DUKE",,
Duke vs Bellarmine,2294.2007376340007,9.398132013991926,BW2 DUKE,11,,,,,,,,,,,TOW AMid BELL,,,,,TO DMid DUKE,,,,,,,,,,,"Ball Out, Turnover",,,,,,,,,,,,,,", , Home Game, DUKE 1 - 1  BELL, Q3, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2297.920161772998,5.999932245002128,BW2 DUKE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 BELL, BW2 DUKE",,
Duke vs Bellarmine,2306.800153348998,22.961402395998448,BW2 DUKE,13,,,,,BW AMid BELL,,,,,BL DMid DUKE,,,,,,,,,,,,,,,,,"Turnover, Interception",,,Show - Outlet,,,,,,,,,,,", , Home Game, DUKE 1 - 1  BELL, Q3, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2324.4170804670002,7.187679948998721,BW2 DUKE,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 BELL, BW2 DUKE",,
Duke vs Bellarmine,2398.800548545004,22.699310546996458,BW2 DUKE,15, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Middle,,,"From DMid DUKE, From AMid DUKE, From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE",ACE-0 DUKE,Long Corner,,,,,,,,,,,,"To AMid DUKE, To A25 DUKE, To Circle DUKE",", , , , , Home Game, DUKE 1 - 1  BELL, Q3, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2487.059044444444,10.461944444444725,BW2 DUKE,16,,,,,,,,,,,,,,,,,,,NewBS AMid DUKE,,,,,From DMid DUKE,,,,Free Hit,,,,,,,,,,,,To AMid DUKE,", , Home Game, DUKE 1 - 1  BELL, Q3, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2526.7011405350017,9.696730883994405,BW2 DUKE,17,,,,,BW AMid BELL,,,,,BL DMid DUKE,,,,,,,,,,,,,,,,,"End Line, Turnover",,,,,,,,,,,,,,", , Home Game, DUKE 1 - 1  BELL, Q3, DUKE 11v10 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2530.7479066079954,6.064944737001497,BW2 DUKE,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v10 BELL, BW2 DUKE",,
Duke vs Bellarmine,3965.2753114620004,9.925730488002046,BW2 DUKE,19,,,,,,,,,,,TOW AMid BELL,,,,,TO DMid DUKE,,,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,,,", , Q4, DUKE 3 - 1  BELL, Home Game, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3969.9062153859923,6.3349006240068775,BW2 DUKE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 BELL, BW2 DUKE",,
Duke vs Bellarmine,4175.000605478004,10.09992212799989,BW2 DUKE,21,,,,,,,,,,,,,,,,,,,NewBS DMid DUKE,,,,,,,,,Free Hit,,,,,,,,,,,,,", Home Game, DUKE 3 - 1  BELL, Q4, DUKE 11v11 BELL, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,282.6687837569994,9.626560433992324,BW1 DUKE,1,,,,,,,,,,,TOW AMid BELL,,,,,TO DMid DUKE,,,,,,,,From D25 DUKE,,,"Ball Out, Turnover",,,,,,,,,,,,,To DMid DUKE,", , , Home Game, DUKE 1 - 0  BELL, Q1, DUKE 11v11 BELL, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,286.75272008399554,6.548083564009289,BW1 DUKE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 BELL, BW1 DUKE",,
Duke vs Bellarmine,454.8402029160032,6.860106839999162,BW1 DUKE,3,,,,,,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,,,,,,"Home Game, DUKE 1 - 0  BELL, Q1, DUKE 11v11 BELL, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,486.52052670099744,16.18264842499815,BW1 DUKE,4,,,,,,,,,,,,,,,,,,,NewBS D25 DUKE,,,,,,,,,Free Hit,,,,,,,,,,,,,", Home Game, DUKE 1 - 0  BELL, Q1, DUKE 11v11 BELL, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1246.752573413996,19.74850598500484,BW1 DUKE,5,,,,,,,,,,,,,,,,,,,NewBS DMid DUKE,,,,,"From D25 DUKE, From DMid DUKE",,,,Free Hit,,,,,,,,,,,,"To DMid DUKE, To AMid DUKE",", , , Home Game, DUKE 1 - 0  BELL, Q2, DUKE 11v11 BELL, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1590.2129333333332,31.709719234668,BW1 DUKE,6, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Left,,,"From D25 DUKE, From DMid DUKE, From AMid DUKE, From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE",,Sideline,,,,,,,,,,,,"To DMid DUKE, To AMid DUKE, To A25 DUKE, To Circle DUKE",", , , , , , Home Game, DUKE 1 - 0  BELL, Q2, DUKE 10v11 BELL, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
