Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win WAKE,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover WAKE,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win WAKE,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover WAKE,BS Outcome - New BS DUKE,BS Outcome - New BS WAKE,Ball Start,Circle Entry,From Zone DUKE,From Zone WAKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type WAKE,To Zone DUKE,To Zone WAKE,Ungrouped,Notes,Flags
video 02 10 2022,2944.9977229309984,27.847977069001445,WAKE,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,2978.0979708469977,31.600567369001965,WAKE,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3066.498555407998,19.278300147557275,WAKE,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3091.5991470529975,3.384641835891216,WAKE,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3107.5993025990015,3.174175178776295,WAKE,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3118.199092448,11.673485329777577,WAKE,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3132.1987573629985,18.39871554200181,WAKE,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3296.198288617,108.00046997500067,WAKE,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3457.3994481570003,3.80014197400169,WAKE,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3462.997938155999,30.32409836800025,WAKE,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3497.8978022429988,17.900831281997398,WAKE,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3561.3995266290003,19.58140670433295,WAKE,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3758.3025,10.46656666666695,WAKE,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3790.6978279339983,24.901552967001408,WAKE,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3821.514577777778,17.18455353821946,WAKE,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,4188.69971102,21.799127550997582,WAKE,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,4238.199712959999,16.736642595556987,WAKE,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,4265.799261971998,14.84749358355748,WAKE,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,4317.1682,7.778188888888508,WAKE,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,4333.1990581850005,44.199367329996676,WAKE,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,4390.099668825998,3.03934228511298,WAKE,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,4413.799072904001,18.152514433998476,WAKE,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,4563.899627649998,20.29782919000263,WAKE,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,38.397708469998555,8.0,Chance WAKE,1,,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,,,,From AMid WAKE,,"Chance WAKE, CE WAKE, Shot WAKE","End Line, Turnover",,,,,,,,,,To Circle WAKE,,", , , Road Game, DUKE 0 - 0  WAKE, Q1, Start LC WAKE, DUKE 11v11 WAKE, Start LC WAKE, Regular Season, In Conf",,
video 02 10 2022,1178.7617555555555,8.0,Chance WAKE,2,,,,,,,,,,,,,,,,,,From A25 WAKE,,"Chance WAKE, CE WAKE, Shot WAKE",,,,,,,,,,,To Circle WAKE,,,,
video 02 10 2022,1531.2987143499997,8.0,Chance WAKE,3,,,,,,,,,,,,,,,,,,From A25 WAKE,,"Chance WAKE, CE WAKE, Shot WAKE",,,,,,,,,,,To Circle WAKE,,", Road Game, Q2, BW2 WAKE, DUKE 0 - 1  WAKE, DUKE 11v11 WAKE, Start DMid WAKE, Regular Season, In Conf",,
video 02 10 2022,25.67673333333333,19.722740398666687,CE WAKE,1, ,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,,Middle,,"From AMid WAKE, From AMid WAKE",,"CE WAKE, Chance WAKE, CE WAKE, Shot WAKE","End Line, Turnover",,,,,,,,,,To Circle WAKE,,", , , , Road Game, DUKE 0 - 0  WAKE, Q1, Start LC WAKE, DUKE 11v11 WAKE, Start LC WAKE, Regular Season, In Conf",,
video 02 10 2022,1023.3151333333333,20.58411880166659,CE WAKE,2, ,,,,,,,,TOW D25 DUKE,,,TO A25 WAKE,,,,Right,,"From A25 WAKE, From A25 WAKE",,"CE WAKE, CE WAKE","ACE-0 WAKE, Foul Against, Turnover",,,,,,,,,,To Circle WAKE,,", , , , Road Game, Q2, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, Start A25 WAKE, BS4 WAKE, Regular Season, In Conf",,
video 02 10 2022,1165.1015777777777,25.3985724692227,CE WAKE,3, ,,,,,,,,,,,,,,,Middle,,"From A25 WAKE, From A25 WAKE",,"CE WAKE, Chance WAKE, CE WAKE, Shot WAKE",,,,,,,,,,,To Circle WAKE,,", , Road Game, Q2, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, Start A25 WAKE, BS4 WAKE, Regular Season, In Conf",,
video 02 10 2022,1191.9139555555555,24.62668888888902,CE WAKE,4, ,,,,,,,,,,,,,,,Middle,,"From A25 WAKE, From A25 WAKE, From A25 WAKE",,"CE WAKE, CE WAKE, CE WAKE, CE WAKE","ACE-0 WAKE, ACE-0 WAKE",,,,,,,,,,"To Circle WAKE, To Circle WAKE",,", , , Road Game, DUKE 0 - 0  WAKE, Q2, Start LC WAKE, DUKE 11v11 WAKE, Start LC WAKE, Regular Season, In Conf",,
video 02 10 2022,1202.1994721009999,24.001464165999096,CE WAKE,5, ,,,,,,,,,,,,,,,Middle,,"From A25 WAKE, From A25 WAKE, From A25 WAKE",ACE,"Circle Pass WAKE, CE WAKE, Goal WAKE, CE WAKE",,,,,,,,,,,To Circle WAKE,,", , , Road Game, DUKE 0 - 0  WAKE, Q2, Start LC WAKE, DUKE 11v11 WAKE, Start LC WAKE, Regular Season, In Conf",,
video 02 10 2022,1519.2974779679985,22.80027871400148,CE WAKE,6, ,,,,BW D25 DUKE,,,BL A25 WAKE,,,,,,,,Middle,,"From A25 WAKE, From A25 WAKE",,"CE WAKE, Chance WAKE, CE WAKE, Shot WAKE","Interception, Turnover",,,,,,,,,,To Circle WAKE,,", , , , Road Game, Q2, BW2 WAKE, DUKE 0 - 1  WAKE, DUKE 11v11 WAKE, Start DMid WAKE, Regular Season, In Conf",,
video 02 10 2022,1565.3234666666667,21.873543083331242,CE WAKE,7, ,,,,,,,,TOW D25 DUKE,,,TO A25 WAKE,,,,Left,,"From A25 WAKE, From A25 WAKE",,"CE WAKE, CE WAKE","ACE-0 WAKE, Foul Against, Turnover",,,,,,,,,,To Circle WAKE,,", , , , Road Game, Q2, BW1 WAKE, DUKE 0 - 1  WAKE, DUKE 11v11 WAKE, Start D25 WAKE, Regular Season, In Conf",,
video 02 10 2022,1673.6488222222222,23.651255893777034,CE WAKE,8, ,,,,,,,,,,,,,,,Middle,,"From A25 WAKE, From A25 WAKE, From A25 WAKE",ACE,"Circle Pass WAKE, CE WAKE, Goal WAKE, CE WAKE",,,,,,,,,,,To Circle WAKE,,", , , Road Game, Q2, BW3 WAKE, DUKE 0 - 1  WAKE, DUKE 11v11 WAKE, Start AMid WAKE, Regular Season, In Conf",,
video 02 10 2022,2761.7471,23.217087984999125,CE WAKE,9, ,,,,,,,,TOW D25 DUKE,,,TO A25 WAKE,,,,Middle,,"From A25 WAKE, From A25 WAKE",,Circle Pass WAKE,"Foul Against, Turnover",,,,,,,,,,,,", , , , Road Game, DUKE 0 - 2  WAKE, Q3, DUKE 11v11 WAKE, Start A25 WAKE, BS4 WAKE, Regular Season, In Conf",,
video 02 10 2022,3315.4369555555554,21.46394795844344,CE WAKE,10, ,,,,,,,,,,,,,,,Right,,"From A25 WAKE, From A25 WAKE",,"PC Win WAKE, CE WAKE, CE WAKE, PC Win WAKE",,,,,,,,,,,To Circle WAKE,,", , Road Game, DUKE 0 - 2  WAKE, Q4, DUKE 11v11 WAKE, Start DMid WAKE, BS2 WAKE, Regular Season, In Conf",,
video 02 10 2022,4184.1030222222225,26.395816348775043,CE WAKE,11, ,,,,,,,,TOW D25 DUKE,,,TO A25 WAKE,,,,Right,,"From A25 WAKE, From A25 WAKE",,"CE WAKE, CE WAKE","ACE-0 WAKE, Foul Against, Turnover",,,,,,,,,,To Circle WAKE,,", , , , Road Game, Q4, BW1 WAKE, DUKE 0 - 3  WAKE, DUKE 11v11 WAKE, Start D25 WAKE, Regular Season, In Conf",,
video 02 10 2022,0.0,13.332755555555556,BB WAKE,1,,,,,BW D25 DUKE,,,BL A25 WAKE,,,,,,,BS 2,,,"From DMid WAKE, From AMid WAKE",,,"Turnover, Duel Lost",,,,,,,,,,,"To DMid WAKE, To AMid WAKE, To A25 WAKE",", , , , , , Road Game, Q1, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW2 WAKE, Start DMid WAKE, BS2 WAKE, Regular Season, In Conf",,
video 02 10 2022,26.0998250109994,19.29964872100062,BB WAKE,2, ,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,,Middle,,"From , From AMid WAKE, From AMid WAKE",,"CE WAKE, Chance WAKE, CE WAKE, Shot WAKE","End Line, Turnover",,,Show - Press,,,,,,LC WAKE,To Circle WAKE,To AMid WAKE,", , , , , , , Road Game, DUKE 0 - 0  WAKE, Q1, DUKE 11v11 WAKE, Start LC WAKE, Start LC WAKE, Regular Season, In Conf",,
video 02 10 2022,168.29945653699946,29.851576796333887,BB WAKE,3,,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,BS 1,,,"From D25 WAKE, From DMid WAKE",,,"Interception, Turnover",,,Show - Press,,,,,,,,"To D25 WAKE, To DMid WAKE, To AMid WAKE",", , , , , , Road Game, Q1, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,216.79841763599842,21.700887031000434,BB WAKE,4,,,,,,,,,TOW AMid DUKE,,,TO DMid WAKE,,,BS 2,,,"From DMid WAKE, From D25 WAKE",,,"Foul Against, Turnover",,,,,,,,,,,"To DMid WAKE, To D25 WAKE, To DMid WAKE",", , , , , , Road Game, Q1, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW2 WAKE, Start DMid WAKE, BS2 WAKE, Regular Season, In Conf",,
video 02 10 2022,281.3986038250003,15.601245218999566,BB WAKE,5,,,,,BW AMid DUKE,,,BL DMid WAKE,,,,,,,BS 2,,,,,,"Interception, Turnover",,,Aerial,,,,,,,,To DMid WAKE,", , , , Road Game, Q1, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW2 WAKE, Start DMid WAKE, BS2 WAKE, Regular Season, In Conf",,
video 02 10 2022,315.9557111111111,21.49913333333336,BB WAKE,6,,,,,BW D25 DUKE,,,BL A25 WAKE,,,,,,,BS 1,,,"From D25 WAKE, From DMid WAKE, From AMid WAKE",,,"Turnover, Duel Lost",,,Show - Press,,,,,,,,"To D25 WAKE, To DMid WAKE, To AMid WAKE, To A25 WAKE",", , , , , , , Road Game, Q1, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,363.09882419399895,23.93872726100068,BB WAKE,7,,,,,,,,,TOW DMid DUKE,,,TO AMid WAKE,,,BS 1,,,"From D25 WAKE, From DMid WAKE",,,"Ball Out, Turnover",,,,,,,,,,,"To D25 WAKE, To DMid WAKE, To AMid WAKE",", , , , , , Road Game, Q1, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,526.6994016559988,10.70074029700072,BB WAKE,8,,,,,,,,,,,,,,NewBS AMid WAKE,BS 3,,,,,,,Free Hit,,,,,,,,,,To AMid WAKE,", , , Road Game, Q1, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW3 WAKE, Start AMid WAKE, BS3 WAKE, Regular Season, In Conf",,
video 02 10 2022,536.199801841998,23.399095005000845,BB WAKE,9,,,,,,,,,TOW D25 DUKE,,,TO A25 WAKE,,,BS 3,,,"From AMid WAKE, From AMid WAKE",,,"Foul Against, Turnover",,,,,,,,,,,"To AMid WAKE, To A25 WAKE",", , , , Road Game, Q1, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW3 WAKE, Start AMid WAKE, BS3 WAKE, Regular Season, In Conf",,
video 02 10 2022,646.5982685419996,26.288053680222674,BB WAKE,10,,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,BS 1,,,From D25 WAKE,,,"Turnover, Duel Lost",,,,,,,,,,,"To D25 WAKE, To AMid WAKE",", , , , , Road Game, Q1, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,762.0643025939999,9.310564072666807,BB WAKE,11,,,,,BW AMid DUKE,,,BL DMid WAKE,,,,,,,BS 1,,,From D25 WAKE,,,"Interception, Turnover",,,,,,,,,,,"To D25 WAKE, To DMid WAKE",", , , , , Road Game, Q1, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,796.0990058299989,22.52852750333443,BB WAKE,12,,,,,,,,,TOW AMid DUKE,,,TO DMid WAKE,,,BS 1,,,From D25 WAKE,,,"Ball Out, Turnover",,,Aerial,,,,,,,,"To D25 WAKE, To DMid WAKE",", , , , , Road Game, Q1, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,854.073459801999,7.924526419999438,BB WAKE,13,,,,,,,,,TOW A25 DUKE,,,TO D25 WAKE,,,,,From A25 DUKE,From D25 WAKE,,,"Foul Against, Turnover",,,,,,,,,,,"To D25 WAKE, To DMid WAKE",", , , , Road Game, Q1, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
video 02 10 2022,992.4986052919977,22.500755672001446,BB WAKE,14,,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,BS 1,,,"From D25 WAKE, From D25 WAKE, From AMid WAKE",,,"Turnover, Duel Lost",,,Show - Press,,,,,,,,"To D25 WAKE, To DMid WAKE, To AMid WAKE, To A25 WAKE",", , , , , , , Road Game, Q2, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,1029.897881070998,14.001371064001887,BB WAKE,15, ,,,,,,,,TOW D25 DUKE,,,TO A25 WAKE,,,BS 4,Right,,"From A25 WAKE, From A25 WAKE",,"CE WAKE, CE WAKE","ACE-0 WAKE, Foul Against, Turnover",,,,,,,,,,To Circle WAKE,To A25 WAKE,", , , , , , Road Game, Q2, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW4 WAKE, Start A25 WAKE, BS4 WAKE, Regular Season, In Conf",,
video 02 10 2022,1086.2980995229998,16.19836714366693,BB WAKE,16,,,,,BW A25 DUKE,,,BL D25 WAKE,,,,,,,BS 1,,,,,,"Interception, Turnover",,,,,,,,,,,To D25 WAKE,", , , , Road Game, Q2, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,1132.0683260270002,21.45577397299985,BB WAKE,17,,,,,BW A25 DUKE,,,BL D25 WAKE,,,,,,,BS 1,,,,,,"Interception, Turnover",,,,,,,,,,,To D25 WAKE,", , , , Road Game, Q2, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,1169.3986,21.101550247000432,BB WAKE,18, ,,,,,,,,,,,,,,BS 4,Middle,,"From A25 WAKE, From A25 WAKE",,"CE WAKE, Chance WAKE, CE WAKE, Shot WAKE",,,,,,,,,,,To Circle WAKE,To A25 WAKE,", , , , Road Game, Q2, DUKE 0 - 0  WAKE, DUKE 11v11 WAKE, BW4 WAKE, Start A25 WAKE, BS4 WAKE, Regular Season, In Conf",,
video 02 10 2022,1191.4989554930003,25.041688951444257,BB WAKE,19, ,,,,,,,,,,,,,,,Middle,,"From , From AMid WAKE, From A25 WAKE, From A25 WAKE, From A25 WAKE",,"CE WAKE, CE WAKE, CE WAKE, CE WAKE","ACE-0 WAKE, ACE-0 WAKE",,,,,,,,,LC WAKE,"To Circle WAKE, To Circle WAKE","To AMid WAKE, To A25 WAKE",", , , , , , , Road Game, DUKE 0 - 0  WAKE, Q2, DUKE 11v11 WAKE, Start LC WAKE, Start LC WAKE, Regular Season, In Conf",,
video 02 10 2022,1215.8124222222223,10.388514044776684,BB WAKE,20, ,,,,,,,,,,,,,,,Middle,,"From , From A25 WAKE, From A25 WAKE, From A25 WAKE",ACE,"Circle Pass WAKE, CE WAKE, Goal WAKE, CE WAKE",,,,,,,,,,LC WAKE,To Circle WAKE,To A25 WAKE,", , , , , , Road Game, DUKE 0 - 0  WAKE, Q2, DUKE 11v11 WAKE, Start LC WAKE, Start LC WAKE, Regular Season, In Conf",,
video 02 10 2022,1301.6983784139982,19.778477215001658,BB WAKE,21,,,,,BW D25 DUKE,,,BL A25 WAKE,,,,,,,BS 2,,,"From DMid WAKE, From DMid WAKE",,,"Turnover, Duel Lost",,,,,,,,,,,"To DMid WAKE, To AMid WAKE, To A25 WAKE",", , , , , , Road Game, Q2, DUKE 0 - 1  WAKE, DUKE 11v11 WAKE, BW2 WAKE, Start DMid WAKE, BS2 WAKE, Regular Season, In Conf",,
video 02 10 2022,1387.8990901589993,22.704665396556265,BB WAKE,22,,,,,BW A25 DUKE,,,BL D25 WAKE,,,,,,,BS 1,,,,,,"Turnover, Duel Lost",,,,,,,,,,,To D25 WAKE,", , , , Road Game, Q2, DUKE 0 - 1  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,1472.8156434329997,19.165856567000446,BB WAKE,23,,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,,,,"From D25 WAKE, From DMid WAKE",,,"Turnover, Duel Lost",,,,,,,,,,,"To D25 WAKE, To DMid WAKE, To AMid WAKE",", , , , , , Road Game, Q2, DUKE 0 - 1  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,1597.0990481630006,29.016807392554938,BB WAKE,24,,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,BS 3,,,"From AMid WAKE, From DMid WAKE",,,"Turnover, Duel Lost",,,,,,,,,,,"To AMid WAKE, To DMid WAKE, To AMid WAKE",", , , , , , Road Game, Q2, DUKE 0 - 1  WAKE, DUKE 11v11 WAKE, BW3 WAKE, Start AMid WAKE, BS3 WAKE, Regular Season, In Conf",,
video 02 10 2022,1763.0993403059986,48.70002443399994,BB WAKE,25,,,,,,,,,TOW DMid DUKE,,,TO AMid WAKE,,,BS 3,,,"From AMid WAKE, From DMid WAKE, From AMid WAKE, From DMid WAKE, From DMid WAKE, From DMid WAKE",,,"Ball Out, Turnover",,,Show - Press,,,,,,,,"To AMid WAKE, To DMid WAKE, To AMid WAKE, To DMid WAKE, To AMid WAKE, To DMid WAKE, To AMid WAKE",", , , , , , , , , , Road Game, Q2, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW3 WAKE, Start AMid WAKE, BS3 WAKE, Regular Season, In Conf",,
video 02 10 2022,1946.3009333333334,11.499659987666291,BB WAKE,26,,,,,,,,,,,,,,NewBS DMid WAKE,BS 1,,,From D25 WAKE,,,,Sideline,,,,,,,,,,"To D25 WAKE, To DMid WAKE",", , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,1976.5993497589977,30.095639129891197,BB WAKE,27,,,,,,,,,,,,,,NewBS AMid WAKE,BS 2,,,"From DMid WAKE, From D25 WAKE, From DMid WAKE, From DMid WAKE, From DMid WAKE",,,,Sideline,,,,,,,,,,"To DMid WAKE, To D25 WAKE, To DMid WAKE, To D25 WAKE, To DMid WAKE, To AMid WAKE",", , , , , , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW2 WAKE, Start DMid WAKE, BS2 WAKE, Regular Season, In Conf",,
video 02 10 2022,2004.694988888889,9.120555555555484,BB WAKE,28,,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,BS 3,,,,,,"Turnover, Duel Lost",,,,,,,,,,,To AMid WAKE,", , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW3 WAKE, Start AMid WAKE, BS3 WAKE, Regular Season, In Conf",,
video 02 10 2022,2024.2993307,41.15571374444448,BB WAKE,29,,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,BS 1,,,"From D25 WAKE, From DMid WAKE",,,"Interception, Turnover",,,,,,,,,,,"To D25 WAKE, To DMid WAKE, To AMid WAKE",", , , , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,2118.299362927999,11.924514849778916,BB WAKE,30,,,,,BW A25 DUKE,,,BL D25 WAKE,,,,,,,BS 1,,,,,,"Interception, Turnover",,,,,,,,,,,To D25 WAKE,", , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,2217.259811111111,28.538133850888244,BB WAKE,31,,,,,,,,,TOW AMid DUKE,,,TO DMid WAKE,,,BS 2,,,"From DMid WAKE, From DMid WAKE",,,"Foul Against, Turnover",,,,,,,,,,,"To DMid WAKE, To D25 WAKE, To DMid WAKE",", , , , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW2 WAKE, Start DMid WAKE, BS2 WAKE, Regular Season, In Conf",,
video 02 10 2022,2283.198721831,20.40016618699974,BB WAKE,32,,,,,,,,,TOW D25 DUKE,,,TO A25 WAKE,,,BS 3,,,From AMid WAKE,,,"Foul Against, Turnover",,,,,,,,,,,"To AMid WAKE, To A25 WAKE",", , , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW3 WAKE, Start AMid WAKE, BS3 WAKE, Regular Season, In Conf",,
video 02 10 2022,2689.4068022199995,23.39317442200081,BB WAKE,33,,,,,,,,,,,,,,NewBS DMid WAKE,BS 1,,,From D25 WAKE,,,,Sideline,,Show - Press,,,,,,,,"To D25 WAKE, To DMid WAKE",", , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,2720.798799842,26.701783900000464,BB WAKE,34,,,,,,,,,,,,,,NewBS AMid WAKE,BS 2,,,From DMid WAKE,,,,Free Hit,,,,,,,,,,"To DMid WAKE, To AMid WAKE",", , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW2 WAKE, Start DMid WAKE, BS2 WAKE, Regular Season, In Conf",,
video 02 10 2022,2746.298156051999,7.6027350360004675,BB WAKE,35,,,,,,,,,,,,,,NewBS AMid WAKE,BS 3,,,,,,,Free Hit,,,,,,,,,,To AMid WAKE,", , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW3 WAKE, Start AMid WAKE, BS3 WAKE, Regular Season, In Conf",,
video 02 10 2022,2753.9990637309998,10.613814046777861,BB WAKE,36,,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,BS 3,,,,,,"Turnover, Duel Lost",,,,,,,,,,,To AMid WAKE,", , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW3 WAKE, Start AMid WAKE, BS3 WAKE, Regular Season, In Conf",,
video 02 10 2022,2769.345277777778,15.618910207221234,BB WAKE,37, ,,,,,,,,TOW D25 DUKE,,,TO A25 WAKE,,,BS 4,Middle,,"From A25 WAKE, From A25 WAKE",,Circle Pass WAKE,"Foul Against, Turnover",,,,,,,,,,,To A25 WAKE,", , , , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW4 WAKE, Start A25 WAKE, BS4 WAKE, Regular Season, In Conf",,
video 02 10 2022,2815.098389337998,29.516599550890987,BB WAKE,38,,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,BS 3,,,"From AMid WAKE, From DMid WAKE",,,"Turnover, Duel Lost",,,,,,,,,,,"To AMid WAKE, To DMid WAKE, To AMid WAKE",", , , , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW3 WAKE, Start AMid WAKE, BS3 WAKE, Regular Season, In Conf",,
video 02 10 2022,2855.099388628998,16.824011371002143,BB WAKE,39,,,,,BW DMid DUKE,,,BL AMid WAKE,,,,,,,BS 4,,,"From A25 WAKE, From AMid WAKE",,,"Interception, Turnover",,,,,,,,,,,"To A25 WAKE, To AMid WAKE, To A25 WAKE",", , , , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW4 WAKE, Start A25 WAKE, BS4 WAKE, Regular Season, In Conf",,
video 02 10 2022,2943.9977229309984,28.847977069001445,BB WAKE,40,,,,,BW AMid DUKE,,,BL DMid WAKE,,,,,,,BS 1,,,From D25 WAKE,,,"Interception, Turnover",,,Show - Tendency,,,,,,,,"To D25 WAKE, To DMid WAKE",", , , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW1 WAKE, Start D25 WAKE, BS1 WAKE, Regular Season, In Conf",,
video 02 10 2022,2977.0979708469977,23.402853914002662,BB WAKE,41,,,,,,,,,,,,,,NewBS D25 WAKE,BS 2,,,"From DMid WAKE, From D25 WAKE",,,,Sideline,,,,,,,,,,"To DMid WAKE, To D25 WAKE, To DMid WAKE",", , , , , Road Game, Q3, DUKE 0 - 2  WAKE, DUKE 11v11 WAKE, BW2 WAKE, Start DMid WAKE, BS2 WAKE, Regular Season, In Conf",,
