Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win WAKE,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover WAKE,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win WAKE,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover WAKE,BS Outcome - New BS DUKE,BS Outcome - New BS WAKE,Ball Start,Circle Entry,From Zone DUKE,From Zone WAKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type WAKE,To Zone DUKE,To Zone WAKE,Ungrouped,Notes,Flags
video 02 10 2022,0.0,1.0,Start,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,952.1161816899989,1.0,Start,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 WAKE, In Conf, Road Game, Q1, Regular Season, DUKE 0 - 0  WAKE",,
video 02 10 2022,1937.5111666666667,1.0,Start,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3129.8725777777777,1.0,Start,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,10.206830033666362,2.0,QUARTER START,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,962.8855958476667,2.0,QUARTER START,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,1935.2708446339993,2.0,QUARTER START,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,3128.3808963583324,2.0,QUARTER START,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 02 10 2022,0.09829073099949352,0.0,Labels,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid WAKE,", ",,
video 02 10 2022,3.1714818489989534,0.0,Labels,2,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,,To AMid WAKE,,,
video 02 10 2022,6.799044214999345,0.0,Labels,3,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,,To A25 WAKE,,,
video 02 10 2022,13.332755555555556,0.0,Labels,4,,,,,,,,,,,,,,,,,,From A25 WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,13.332755555555556,0.0,Labels,5,,,,,,,,,,,,,,,,,,From A25 WAKE,,,,,,,,,,,,,To D25 DUKE,,,,
video 02 10 2022,18.7503,0.0,Labels,6,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,18.7503,0.0,Labels,7,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To A25 WAKE,,,
video 02 10 2022,28.0998250109994,0.0,Labels,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC WAKE,,,", ",,
video 02 10 2022,38.89802355799892,0.0,Labels,9,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid WAKE,,,
video 02 10 2022,42.67673333333333,0.0,Labels,10, ,,,,,,,,,,,,,,,Middle,,From AMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,44.397708469998555,0.0,Labels,11,,,,,,,,,,,,,,,,,,From AMid WAKE,,"Chance WAKE, CE WAKE, Shot WAKE",,,,,,,,,,,To Circle WAKE,,,,
video 02 10 2022,45.39947373200002,0.0,Labels,12,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,50.198734049998606,0.0,Labels,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
video 02 10 2022,61.69702173599896,0.0,Labels,14,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,67.59871987399906,0.0,Labels,15,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,71.60008917600055,0.0,Labels,16,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,77.25663333333334,0.0,Labels,17, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,82.5981861669991,0.0,Labels,18,,,,,,,,,,,,,,,,,From A25 DUKE,,,"CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,,,
video 02 10 2022,139.4995559089985,0.0,Labels,19,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
video 02 10 2022,152.09902052899832,0.0,Labels,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
video 02 10 2022,158.3991584859988,0.0,Labels,21,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,161.19800591600065,0.0,Labels,22,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,165.76638888888888,0.0,Labels,23,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,165.76638888888888,0.0,Labels,24,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 WAKE,,,
video 02 10 2022,170.29945653699946,0.0,Labels,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 WAKE,", ",,
video 02 10 2022,188.69999043899804,0.0,Labels,26,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To DMid WAKE,,,
video 02 10 2022,194.89901910500066,0.0,Labels,27,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,,To AMid WAKE,,,
video 02 10 2022,198.15103333333334,0.0,Labels,28,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,198.15103333333334,0.0,Labels,29,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,208.2987887780005,0.0,Labels,30,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
video 02 10 2022,211.69878172299977,0.0,Labels,31,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,214.99910157999932,0.0,Labels,32,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,215.99887745499925,0.0,Labels,33,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,218.79841763599842,0.0,Labels,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid WAKE,", ",,
video 02 10 2022,226.853135745,0.0,Labels,35,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,,To D25 WAKE,,,
video 02 10 2022,234.8979405769995,0.0,Labels,36,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To DMid WAKE,,,
video 02 10 2022,238.49930466699885,0.0,Labels,37,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,240.69827116599882,0.0,Labels,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
video 02 10 2022,250.4979921800001,0.0,Labels,39,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,251.5992282229984,0.0,Labels,40,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,253.799677088,0.0,Labels,41, ,,,,,,,,,,,,,,,Middle,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,256.8528,0.0,Labels,42,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,257.6988074579993,0.0,Labels,43,,,,,,,,,,,,,,,,,From A25 DUKE,,,"Chance DUKE, CE DUKE, Shot DUKE",,,,,,,,,,,To Circle DUKE,,,,
video 02 10 2022,265.89876311999785,0.0,Labels,44,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,LC DUKE,,,,,,
video 02 10 2022,274.99944626399804,0.0,Labels,45,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,280.51339809799924,0.0,Labels,46,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,283.3986038250003,0.0,Labels,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid WAKE,", ",,
video 02 10 2022,296.99984904399986,0.0,Labels,48,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,298.19898617699994,0.0,Labels,49,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,300.6987716629988,0.0,Labels,50,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,304.7992823419996,0.0,Labels,51,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,309.2983525429994,0.0,Labels,52,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,317.9557111111111,0.0,Labels,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 WAKE,", ",,
video 02 10 2022,323.2988929379994,0.0,Labels,54,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To DMid WAKE,,,
video 02 10 2022,329.79780071399904,0.0,Labels,55,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,,To AMid WAKE,,,
video 02 10 2022,334.3991058710001,0.0,Labels,56,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,,To A25 WAKE,,,
video 02 10 2022,337.45484444444446,0.0,Labels,57,,,,,,,,,,,,,,,,,,From A25 WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,337.45484444444446,0.0,Labels,58,,,,,,,,,,,,,,,,,,From A25 WAKE,,,,,,,,,,,,,To D25 DUKE,,,,
video 02 10 2022,339.6987263469999,0.0,Labels,59,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,344.42506746299995,0.0,Labels,60,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,357.99917143699867,0.0,Labels,61,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,362.0763923009986,0.0,Labels,62,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,365.09882419399895,0.0,Labels,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 WAKE,", ",,
video 02 10 2022,374.6995754039997,0.0,Labels,64,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To DMid WAKE,,,
video 02 10 2022,384.1973253659978,0.0,Labels,65,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,,To AMid WAKE,,,
video 02 10 2022,387.03755145499963,0.0,Labels,66,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,389.09918197899873,0.0,Labels,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
video 02 10 2022,398.2992924089987,0.0,Labels,68,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
video 02 10 2022,402.49931697900007,0.0,Labels,69,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,405.8976851800001,0.0,Labels,70,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,408.79818809599897,0.0,Labels,71,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,415.4980650570002,0.0,Labels,72,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,417.1988378360004,0.0,Labels,73,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,421.09811624399816,0.0,Labels,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
video 02 10 2022,436.19928592999906,0.0,Labels,75,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,441.60637777777777,0.0,Labels,76,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,441.60637777777777,0.0,Labels,77,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To DMid WAKE,,,
video 02 10 2022,447.01282269499916,0.0,Labels,78,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,449.8996264059991,0.0,Labels,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
video 02 10 2022,453.99787801899936,0.0,Labels,80,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,460.99851498299876,0.0,Labels,81,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,463.99906266399927,0.0,Labels,82,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,473.7988361189983,0.0,Labels,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
video 02 10 2022,493.4995713719992,0.0,Labels,84,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,494.59903127399986,0.0,Labels,85,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 WAKE,,,
video 02 10 2022,498.59856754299983,0.0,Labels,86,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To DMid WAKE,,,
video 02 10 2022,505.69966210800015,0.0,Labels,87,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,,To AMid WAKE,,,
video 02 10 2022,510.1985488319984,0.0,Labels,88,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,511.4964589839987,0.0,Labels,89,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,To D25 DUKE,,,,
video 02 10 2022,520.8998058319992,0.0,Labels,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
video 02 10 2022,527.2998246529983,0.0,Labels,91,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,528.6994016559988,0.0,Labels,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid WAKE,", ",,
video 02 10 2022,538.199801841998,0.0,Labels,93,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,,To AMid WAKE,,,
video 02 10 2022,551.2996044120003,0.0,Labels,94,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,,To A25 WAKE,,,
video 02 10 2022,559.5988968469989,0.0,Labels,95,,,,,,,,,,,,,,,,,,From A25 WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,561.4783371509983,0.0,Labels,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
video 02 10 2022,563.8994073160003,0.0,Labels,97,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,565.999557333998,0.0,Labels,98,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
video 02 10 2022,569.8991218509992,0.0,Labels,99,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,579.7978501150001,0.0,Labels,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
video 02 10 2022,583.4986073699987,0.0,Labels,101,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
video 02 10 2022,586.9993308959989,0.0,Labels,102,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,594.5974524739995,0.0,Labels,103,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
video 02 10 2022,595.9993938600003,0.0,Labels,104,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,599.3988832239997,0.0,Labels,105,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,604.562761189999,0.0,Labels,106,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,606.1669098909992,0.0,Labels,107,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,607.3977486469996,0.0,Labels,108,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 WAKE,,,
video 02 10 2022,613.8990150299983,0.0,Labels,109,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To DMid WAKE,,,
video 02 10 2022,618.3488777777778,0.0,Labels,110,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,618.3488777777778,0.0,Labels,111,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,621.8996544919988,0.0,Labels,112,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,623.699552775998,0.0,Labels,113,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,625.1990478009997,0.0,Labels,114,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 WAKE,,,
video 02 10 2022,628.3989819619997,0.0,Labels,115,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,629.9998266540002,0.0,Labels,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
video 02 10 2022,634.3984891999993,0.0,Labels,117,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,642.6820222222223,0.0,Labels,118, ,,,,,,,,,,,,,,,Left,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,646.197789913998,0.0,Labels,119,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,648.5982685419996,0.0,Labels,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 WAKE,", ",,
video 02 10 2022,670.1000360689976,0.0,Labels,121,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To AMid WAKE,,,
video 02 10 2022,672.8863222222222,0.0,Labels,122,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,672.8863222222222,0.0,Labels,123,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,674.4445112289998,0.0,Labels,124,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,678.9985450109979,0.0,Labels,125,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,682.6983579849998,0.0,Labels,126,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,683.9993609859997,0.0,Labels,127,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 WAKE,,,
video 02 10 2022,686.6979225520004,0.0,Labels,128,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To DMid WAKE,,,
video 02 10 2022,687.9980933299984,0.0,Labels,129,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,688.7984827210004,0.0,Labels,130,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,691.898442299,0.0,Labels,131,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,697.2755111111111,0.0,Labels,132, ,,,,,,,,,,,,,,,Middle,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,701.5999187539992,0.0,Labels,133,,,,,,,,,,,,,,,,,From A25 DUKE,,,"CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,,,
video 02 10 2022,756.9981510379988,0.0,Labels,134,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
video 02 10 2022,762.0311,0.0,Labels,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
video 02 10 2022,762.0311,0.0,Labels,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
video 02 10 2022,764.0643025939999,0.0,Labels,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 WAKE,", ",,
video 02 10 2022,766.898589607999,0.0,Labels,138,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To DMid WAKE,,,
video 02 10 2022,771.3748666666667,0.0,Labels,139,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,771.3748666666667,0.0,Labels,140,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,772.0990005750003,0.0,Labels,141,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,776.5982416769981,0.0,Labels,142,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,779.2993078520005,0.0,Labels,143, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,786.2982358909992,0.0,Labels,144,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
video 02 10 2022,791.5984610949981,0.0,Labels,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
video 02 10 2022,796.6999504060001,0.0,Labels,146,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,798.0990058299989,0.0,Labels,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 WAKE,", ",,
video 02 10 2022,812.4990125699987,0.0,Labels,148,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To DMid WAKE,,,
video 02 10 2022,818.6275333333333,0.0,Labels,149,,,,,,,,,,,,,,,,,,From DMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,818.6275333333333,0.0,Labels,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
video 02 10 2022,828.3714281169994,0.0,Labels,151,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,837.7988074649999,0.0,Labels,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
video 02 10 2022,849.499296366998,0.0,Labels,153,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,853.3990437789995,0.0,Labels,154,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,856.073459801999,0.0,Labels,155,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 WAKE,,,
video 02 10 2022,860.5944949069992,0.0,Labels,156,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To DMid WAKE,,,
video 02 10 2022,861.9979862219984,0.0,Labels,157,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,863.5988789890006,0.0,Labels,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
video 02 10 2022,877.0993806129987,0.0,Labels,159,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,881.1987971909995,0.0,Labels,160,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,956.397908757,0.0,Labels,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
video 02 10 2022,959.1099825709996,0.0,Labels,162,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,964.2464888888888,0.0,Labels,163,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,964.2464888888888,0.0,Labels,164,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid WAKE,,,
video 02 10 2022,971.7319444444445,0.0,Labels,165,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,,,,,
video 02 10 2022,971.7984779729989,0.0,Labels,166,,,,,,,,,,,,,,,,,,From AMid WAKE,,,,,,,,,,,,,To DMid DUKE,,,,
video 02 10 2022,975.3959826399991,0.0,Labels,167,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
video 02 10 2022,979.3974585419999,0.0,Labels,168,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
video 02 10 2022,984.5813901759989,0.0,Labels,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
video 02 10 2022,992.1987103729983,0.0,Labels,170,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
video 02 10 2022,994.4986052919977,0.0,Labels,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 WAKE,", ",,
video 02 10 2022,1006.8989106149995,0.0,Labels,172,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To DMid WAKE,,,
video 02 10 2022,1008.7981182850002,0.0,Labels,173,,,,,,,,,,,,,,,,,,From D25 WAKE,,,,,,,,,,,,,,To AMid WAKE,,,
