Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win Rich,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover Rich,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win Rich,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover Rich,BS Outcome - New BS DUKE,BS Outcome - New BS Rich,Ball Start,Circle Entry,From Zone DUKE,From Zone Rich,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type Rich,To Zone DUKE,To Zone Rich,Ungrouped,Notes,Flags
UR v Duke,4117.9958662809995,13.0,Upgrade DUKE,1,,,PC Win,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,", Home Game, DUKE 7 - 1  Rich, Q4, DUKE 11v11 Rich, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
UR v Duke,146.41025555555555,1.0,Start,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,1113.5648666666666,1.0,Start,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,2289.6860954949952,1.0,Start,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 Rich, In Conf, Home Game, Q2, Regular Season, DUKE 4 - 1  Rich",,
UR v Duke,3319.972411111111,1.0,Start,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UR v Duke,148.9708222222222,0.0,Labels,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
UR v Duke,160.6976008859997,0.0,Labels,2,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
UR v Duke,161.8998469349954,0.0,Labels,3,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,165.599420899003,0.0,Labels,4,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
UR v Duke,167.79937525099547,0.0,Labels,5,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,178.69927101099452,0.0,Labels,6,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,182.19901999299887,0.0,Labels,7,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,185.23894444444446,0.0,Labels,8, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,187.19994582699357,0.0,Labels,9,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
UR v Duke,188.197683870004,0.0,Labels,10,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,192.09840776500292,0.0,Labels,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 Rich,", ",,
UR v Duke,205.09888106099555,0.0,Labels,12,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,,To DMid Rich,,,
UR v Duke,207.37308179399662,0.0,Labels,13,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,,,,,
UR v Duke,208.30961034699692,0.0,Labels,14,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,210.999653903996,0.0,Labels,15,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,212.09752160600232,0.0,Labels,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid Rich,", ",,
UR v Duke,214.09985570499578,0.0,Labels,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid Rich,", ",,
UR v Duke,218.0996538079924,0.0,Labels,18,,,,,,,,,,,,,,,,,,From AMid Rich,,,,,,,,,,,,,,To A25 Rich,,,
UR v Duke,221.58563333333333,0.0,Labels,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 Rich,", ",,
UR v Duke,228.474,0.0,Labels,20, ,,,,,,,,,,,,,,,Right,,From A25 Rich,,,,,,,,,,,,,,,,,
UR v Duke,230.8991553089939,0.0,Labels,21,,,,,,,,,,,,,,,,,,From A25 Rich,,CE Rich,ACE-0 Rich,,,,,,,,,,To Circle Rich,,,,
UR v Duke,231.89874035599703,0.0,Labels,22,,,,,,,,,,,,,,,,,,From A25 Rich,,,,,,,,,,,,,,,,,
UR v Duke,232.8997846429934,0.0,Labels,23,,,,,,,,,,,,,,,,,,From A25 Rich,,,,,,,,,,,,,To D25 DUKE,,,,
UR v Duke,233.39929353700137,0.0,Labels,24,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
UR v Duke,234.69833556499643,0.0,Labels,25,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,238.23984444444446,0.0,Labels,26,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,238.23984444444446,0.0,Labels,27,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,239.85104624599597,0.0,Labels,28, ,,,,,,,,,,,,,,,Middle,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,244.29849063299633,0.0,Labels,29,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
UR v Duke,247.69960881399697,0.0,Labels,30,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,249.6985099000013,0.0,Labels,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 Rich,", ",,
UR v Duke,260.1826987169984,0.0,Labels,32,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,,To DMid Rich,,,
UR v Duke,262.28237777777775,0.0,Labels,33,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,,,,,
UR v Duke,262.28237777777775,0.0,Labels,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
UR v Duke,264.6986010300023,0.0,Labels,35,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,268.09945039299913,0.0,Labels,36,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,271.8985594609994,0.0,Labels,37,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,274.6982935299966,0.0,Labels,38,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,276.2718777777778,0.0,Labels,39,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,276.2718777777778,0.0,Labels,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid Rich,", ",,
UR v Duke,282.7994862340019,0.0,Labels,41,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,,,,,
UR v Duke,284.9995660149955,0.0,Labels,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
UR v Duke,294.1989360819942,0.0,Labels,43,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,299.4985554010014,0.0,Labels,44,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,304.89918921399845,0.0,Labels,45,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,306.99951134099126,0.0,Labels,46,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,309.5269777777778,0.0,Labels,47,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,309.79846942099647,0.0,Labels,48,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 Rich,,,
UR v Duke,314.7994022450028,0.0,Labels,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 Rich,", ",,
UR v Duke,324.1626888888889,0.0,Labels,50,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,,,,,
UR v Duke,324.1626888888889,0.0,Labels,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
UR v Duke,326.4106777777778,0.0,Labels,52,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,326.4106777777778,0.0,Labels,53,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To DMid Rich,,,
UR v Duke,329.3031923759992,0.0,Labels,54,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,,To AMid Rich,,,
UR v Duke,335.2972655449991,0.0,Labels,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid Rich,", ",,
UR v Duke,342.5991728629951,0.0,Labels,56,,,,,,,,,,,,,,,,,,From AMid Rich,,,,,,,,,,,,,,To A25 Rich,,,
UR v Duke,346.78617777777777,0.0,Labels,57, ,,,,,,,,,,,,,,,Middle,,From A25 Rich,,,,,,,,,,,,,,,,,
UR v Duke,349.99884341199845,0.0,Labels,58,,,,,,,,,,,,,,,,,,From A25 Rich,ACE,"CE Rich, Goal Rich",,,,,,,,,,,To Circle Rich,,,,
UR v Duke,386.17036666666667,0.0,Labels,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
UR v Duke,392.7990332759983,0.0,Labels,60,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,398.699793355,0.0,Labels,61,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,411.6067,0.0,Labels,62, ,,,,,,,,,,,,,,,Left,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,415.79893330799547,0.0,Labels,63,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
UR v Duke,416.8847222222222,0.0,Labels,64,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,416.8847222222222,0.0,Labels,65,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 Rich,,,
UR v Duke,421.4989174640008,0.0,Labels,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 Rich,", ",,
UR v Duke,429.39898009700255,0.0,Labels,67,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,,To DMid Rich,,,
UR v Duke,432.296115074,0.0,Labels,68,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,,,,,
UR v Duke,433.5988740579977,0.0,Labels,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
UR v Duke,442.099066282998,0.0,Labels,70,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,455.19935602499936,0.0,Labels,71,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,465.3993854189971,0.0,Labels,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
UR v Duke,473.3996628100001,0.0,Labels,73,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,474.5160333333333,0.0,Labels,74, ,,,,,,,,,,,,,,,Middle,From AMid DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,475.28316834400323,0.0,Labels,75,,,,,,,,,,,,,,,,,From A25 DUKE,,,"Shot DUKE, CE DUKE, Chance DUKE",,,,,,,,,,,To Circle DUKE,,,,
UR v Duke,479.85223719100077,0.0,Labels,76,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,481.6995089029995,0.0,Labels,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 Rich,", ",,
UR v Duke,491.8554111111111,0.0,Labels,78,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,,,,,
UR v Duke,491.8554111111111,0.0,Labels,79,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,492.2987864869919,0.0,Labels,80,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,494.9990861059957,0.0,Labels,81,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,499.34653333333335,0.0,Labels,82, ,,,,,,,,,,,,,,,Middle,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,499.7991777010034,0.0,Labels,83,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
UR v Duke,502.3462222222222,0.0,Labels,84,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,502.4996199739997,0.0,Labels,85,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 Rich,,,
UR v Duke,506.5956563370028,0.0,Labels,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 Rich,", ",,
UR v Duke,517.0986119380019,0.0,Labels,87,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,,To DMid Rich,,,
UR v Duke,523.2849265709962,0.0,Labels,88,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,,,,,
UR v Duke,525.299336844993,0.0,Labels,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
UR v Duke,534.1977951210001,0.0,Labels,90,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,536.2053573959935,0.0,Labels,91,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,541.796932181,0.0,Labels,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 Rich,", ",,
UR v Duke,552.0644666666667,0.0,Labels,93,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,,,,,
UR v Duke,552.0644666666667,0.0,Labels,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
UR v Duke,555.1986071999921,0.0,Labels,95,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,556.4990749339973,0.0,Labels,96,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To DMid Rich,,,
UR v Duke,564.9992593559984,0.0,Labels,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid Rich,", ",,
UR v Duke,575.4997281459949,0.0,Labels,98,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,,To AMid Rich,,,
UR v Duke,578.899421144003,0.0,Labels,99,,,,,,,,,,,,,,,,,,From AMid Rich,,,,,,,,,,,,,,To A25 Rich,,,
UR v Duke,580.198967103996,0.0,Labels,100,,,,,,,,,,,,,,,,,,From AMid Rich,,,,,,,,,,,,,,,,,
UR v Duke,580.9996439519978,0.0,Labels,101,,,,,,,,,,,,,,,,,,From A25 Rich,,,,,,,,,,,,,To D25 DUKE,,,,
UR v Duke,587.6986870350008,0.0,Labels,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
UR v Duke,598.4063881919932,0.0,Labels,103,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,603.430888888889,0.0,Labels,104,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,606.2992788719965,0.0,Labels,105,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,607.4362555555556,0.0,Labels,106,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,607.4362555555556,0.0,Labels,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid Rich,", ",,
UR v Duke,613.0302011649964,0.0,Labels,108,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,,To AMid Rich,,,
UR v Duke,618.7416555555556,0.0,Labels,109,,,,,,,,,,,,,,,,,,From AMid Rich,,,,,,,,,,,,,,,,,
UR v Duke,619.0313054909963,0.0,Labels,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
UR v Duke,622.899743776997,0.0,Labels,111,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,629.7996444599964,0.0,Labels,112,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,633.1989438059993,0.0,Labels,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
UR v Duke,638.8999555555556,0.0,Labels,114, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,644.9410932729971,0.0,Labels,115,,,,,,,,,,,,,,,,,From A25 DUKE,,,"Shot DUKE, CE DUKE, Chance DUKE",,,,,,,,,,,To Circle DUKE,,,,
UR v Duke,649.3835704029982,0.0,Labels,116,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,650.899994314995,0.0,Labels,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 Rich,", ",,
UR v Duke,662.1084,0.0,Labels,118,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,,,,,
UR v Duke,662.1084,0.0,Labels,119,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,662.4993638090004,0.0,Labels,120,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,665.2386111111111,0.0,Labels,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
UR v Duke,676.792783333,0.0,Labels,122,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,676.792783333,0.0,Labels,123,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 Rich,,,
UR v Duke,679.7970527829989,0.0,Labels,124,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,,To DMid Rich,,,
UR v Duke,683.299035111002,0.0,Labels,125,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,,To AMid Rich,,,
UR v Duke,686.2995105969944,0.0,Labels,126,,,,,,,,,,,,,,,,,,From AMid Rich,,,,,,,,,,,,,,To A25 Rich,,,
UR v Duke,687.9006777777778,0.0,Labels,127, ,,,,,,,,,,,,,,,Middle,,From A25 Rich,,,,,,,,,,,,,,,,,
UR v Duke,688.6968480819949,0.0,Labels,128,,,,,,,,,,,,,,,,,,From A25 Rich,,"Shot Rich, CE Rich, Chance Rich",,,,,,,,,,,To Circle Rich,,,,
UR v Duke,693.6991325239957,0.0,Labels,129,,,,,,,,,,,,,,,,,,From A25 Rich,,,,,,,,,,,,,,To A25 Rich,,,
UR v Duke,696.4987309089996,0.0,Labels,130,,,,,,,,,,,,,,,,,,From A25 Rich,,,,,,,,,,,,,,To AMid Rich,,,
UR v Duke,704.0975701230007,0.0,Labels,131,,,,,,,,,,,,,,,,,,From AMid Rich,,,,,,,,,,,,,,,,,
UR v Duke,705.8001204329978,0.0,Labels,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
UR v Duke,713.4987878349926,0.0,Labels,133,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,713.6202524839941,0.0,Labels,134,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,726.499269201002,0.0,Labels,135,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,732.7010383619973,0.0,Labels,136,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,737.5835777777778,0.0,Labels,137, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,743.6001068949956,0.0,Labels,138,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
UR v Duke,744.5531444444445,0.0,Labels,139,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,747.3825666666667,0.0,Labels,140, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,749.8046222222222,0.0,Labels,141,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
UR v Duke,749.8046222222222,0.0,Labels,142,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,749.8046222222222,0.0,Labels,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 Rich,", ",,
UR v Duke,757.0991333949984,0.0,Labels,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 Rich,", ",,
UR v Duke,765.0991018749964,0.0,Labels,145,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,,To DMid Rich,,,
UR v Duke,767.6342222222222,0.0,Labels,146,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,,,,,
UR v Duke,767.6342222222222,0.0,Labels,147,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,772.3988718520003,0.0,Labels,148,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,774.2296888888889,0.0,Labels,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
UR v Duke,787.098149534,0.0,Labels,150,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,790.2997937029993,0.0,Labels,151,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
UR v Duke,797.0416888888889,0.0,Labels,152,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
UR v Duke,798.5666,0.0,Labels,153,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,798.5666,0.0,Labels,154,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 Rich,,,
UR v Duke,800.8319666666666,0.0,Labels,155,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,,,,,
UR v Duke,800.8319666666666,0.0,Labels,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
UR v Duke,807.1769222222222,0.0,Labels,157, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,807.1769222222222,0.0,Labels,158,,,,,,,,,,,,,,,,,From A25 DUKE,,,"Shot DUKE, CE DUKE, Chance DUKE",,,,,,,,,,,To Circle DUKE,,,,
UR v Duke,808.1364965319993,0.0,Labels,159,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,810.9989627899953,0.0,Labels,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 Rich,", ",,
UR v Duke,827.4987545929937,0.0,Labels,161,,,,,,,,,,,,,,,,,,From D25 Rich,,,,,,,,,,,,,,To DMid Rich,,,
UR v Duke,833.398804406,0.0,Labels,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid Rich,", ",,
UR v Duke,839.8971698260029,0.0,Labels,163,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,,To AMid Rich,,,
UR v Duke,841.8997079689938,0.0,Labels,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid Rich,", ",,
UR v Duke,850.7986283530029,0.0,Labels,165,,,,,,,,,,,,,,,,,,From AMid Rich,,,,,,,,,,,,,,To DMid Rich,,,
UR v Duke,854.9064798010029,0.0,Labels,166,,,,,,,,,,,,,,,,,,From DMid Rich,,,,,,,,,,,,,,To AMid Rich,,,
UR v Duke,858.9706555555556,0.0,Labels,167,,,,,,,,,,,,,,,,,,From AMid Rich,,,,,,,,,,,,,,,,,
UR v Duke,859.0982121669977,0.0,Labels,168,,,,,,,,,,,,,,,,,,From AMid Rich,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,861.0634094599982,0.0,Labels,169,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
UR v Duke,868.2788555555555,0.0,Labels,170,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,868.7981601000013,0.0,Labels,171,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To A25 Rich,,,
UR v Duke,870.9248666666666,0.0,Labels,172, ,,,,,,,,,,,,,,,Right,,From A25 Rich,,,,,,,,,,,,,,,,,
UR v Duke,874.998498745995,0.0,Labels,173,,,,,,,,,,,,,,,,,,From A25 Rich,,CE Rich,ACE-0 Rich,,,,,,,,,,To Circle Rich,,,,
UR v Duke,877.7958821419952,0.0,Labels,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC Rich,,,", ",,
UR v Duke,894.0337666666667,0.0,Labels,175,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To A25 Rich,,,
UR v Duke,894.4986414269978,0.0,Labels,176,,,,,,,,,,,,,,,,,,From A25 Rich,,,,,,,,,,,,,,,,,
UR v Duke,896.0994768480022,0.0,Labels,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
UR v Duke,913.298265992996,0.0,Labels,178,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
UR v Duke,917.1906,0.0,Labels,179,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
UR v Duke,917.5988299030018,0.0,Labels,180,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To DMid Rich,,,
