Timeline,Start time,Duration,Row,Instance number,Attack,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win NW,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover NW,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win NW,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover NW,BS Outcome - New BS DUKE,BS Outcome - New BS NW,Ball Start,Circle Entry,From Zone DUKE,From Zone NW,Goal Type,Outcome +,Outcome -,Outcome Neutral,Set Piece,Start Type DUKE,Start Type NW,To Zone DUKE,To Zone NW,Ungrouped,Notes,Flags
Duke vs Northwestern SEP2,471.82947937796274,1.0,Start,1,,,,,,,,,,,,,,,,,,,,,,,,,"Road Game, Q0, DUKE 0 - 0  NW, DUKE 11v11 NW, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1836.5997982749818,1.0,Start,2,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, Out of Conf, Road Game, Q1, Regular Season, DUKE 0 - 1  NW",,
Duke vs Northwestern SEP2,3609.097458229961,1.0,Start,3,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, Out of Conf, Road Game, Q2, Regular Season, DUKE 0 - 1  NW",,
Duke vs Northwestern SEP2,4979.999107455988,1.0,Start,4,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, Out of Conf, Road Game, Q3, Regular Season, DUKE 0 - 2  NW",,
Duke vs Northwestern SEP2,2131.8535666666667,20.0,FIX,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,655.9969828110013,12.003382584013366,PC Win NW,1,,,,,,,,,,,,,,,From A25 NW,,"PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, Q1, DUKE 0 - 0  NW, DUKE 11v11 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1047.4982911929897,11.202026414993725,PC Win NW,2,,,,,,,,,,,,,,,From A25 NW,,"PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, Q1, DUKE 0 - 0  NW, DUKE 11v11 NW, Start DMid NW, BS2 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1483.5965946099825,11.303892584024652,PC Win NW,3,,,,,,,,,,,,,,,From A25 NW,,"PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, Q1, BW4 NW, DUKE 0 - 1  NW, DUKE 11v11 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1611.0896777777778,10.0,PC Win NW,4,,,,,,,,,,,,,,,From A25 NW,,"PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, Q1, DUKE 0 - 1  NW, DUKE 11v11 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1890.0987812319763,11.201718751009821,PC Win NW,5,,,,,,,,,,,,,,,,,"PC Win NW, CE NW",,,,,,To Circle DUKE,,"DUKE 11v11 NW, Out of Conf, Road Game, Q2, Regular Season, DUKE 0 - 1  NW",,
Duke vs Northwestern SEP2,4066.697161256993,10.30326295802115,PC Win NW,6,,,,,,,,,,,,,,,From A25 NW,,"PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, Q3, BW3 NW, DUKE 0 - 1  NW, DUKE 11v11 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5092.570205261986,10.246335374015871,PC Win NW,7,,,,,,,,,,,,,,,From A25 NW,,"PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, Q4, BW3 NW, DUKE 0 - 2  NW, DUKE 11v11 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5244.58501627798,10.315620250003121,PC Win NW,8,,,,,,,,,,,,,,,From A25 NW,,"PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5680.668089721979,10.831975542013424,PC Win NW,9,,,,,,,,,,,,,,,From A25 NW,,"PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, Q4, BW3 NW, DUKE 0 - 2  NW, DUKE 11v11 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,708.0764892519718,13.22368312403637,PC NW,1,,,,,,,,,,,,,,,,,,"Turnover, Foul Against",,PC,,,,,"Road Game, DUKE 0 - 0  NW, Q1, DUKE 11v11 NW, PC, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1104.9998495129719,9.205194541038281,PC NW,2,,,,,,,,,,,,,,,,PC,Goal NW,,,PC,,,To Circle DUKE,,"Road Game, DUKE 0 - 0  NW, Q1, DUKE 11v11 NW, PC, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1528.497976182988,13.643490483678761,PC NW,3,,,,,,,,,,,,,,,,,,,Long Corner,PC,,,,,"Road Game, DUKE 0 - 1  NW, Q1, DUKE 11v11 NW, PC, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1650.098044419983,21.744800024461483,PC NW,4,,,,,,,,,,,,,,,,,,"End Line, Turnover",,PC,,,To D25 DUKE,,"Road Game, DUKE 0 - 1  NW, Q1, DUKE 11v11 NW, PC, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1931.1993637439762,10.260208582009454,PC NW,5,,,,,,,,,,,,,,,,,,"End Line, Turnover",,PC,,,,,"Road Game, DUKE 0 - 1  NW, Q2, DUKE 11v11 NW, PC, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,4118.241085782009,27.468100850970586,PC NW,6,,,,,,,,,,,,,,,,,,,,PC,,,,To A25 NW,"Road Game, DUKE 0 - 1  NW, Q3, DUKE 11v11 NW, PC, BW4 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5137.294866759991,8.16831383301087,PC NW,7,,,,,,,,,,,,,,,,,,"End Line, Turnover",,PC,,,,,"Road Game, DUKE 0 - 2  NW, Q4, DUKE 11v11 NW, PC, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5291.198,3.0,PC NW,8,,,,,,,,,,,,,,,From A25 NW,,,,,PC,,,,,"DUKE 0 - 2  NW, Start A25 NW, BW4 NW, DUKE 11v11 NW",,
Duke vs Northwestern SEP2,5734.750711336984,9.448369082997488,PC NW,9,,,,,,,,,,,,,,,,,,"End Line, Turnover",,PC,,,,,"Road Game, DUKE 0 - 2  NW, Q4, DUKE 11v11 NW, PC, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,495.7750111111111,28.6244239758729,NW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,541.4998696279881,24.031741483123028,NW,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,583.3968293859788,25.943099084016126,NW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,621.4876530529848,99.81251932302337,NW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,752.9978397669967,6.990046082989011,NW,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,774.399764807976,22.598445625990735,NW,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,804.502415683975,35.69482266500222,NW,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,877.2988812649843,59.90113665301749,NW,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,955.0515034179834,11.44709200098464,NW,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,970.4997128769734,11.297282916993595,NW,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,986.2968423359915,4.70157624898377,NW,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1005.3514197759781,142.95006911291068,NW,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1147.3014888888888,7.797106583100913,NW,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1160.5999254289757,12.098407126020447,NW,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1201.2745666666667,1.0,NW,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1267.598159284996,15.999857810967796,NW,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1297.3988201379775,5.298970208022638,NW,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1319.8968215119783,8.327409375987145,NW,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1338.1987953039654,4.69987008400426,NW,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1460.338611111111,21.430937713883623,NW,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1484.1501888888888,67.34787251809917,NW,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1572.498410364985,18.42208475701159,NW,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1597.2970444444445,74.54579999999987,NW,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1850.9971720669873,23.631519458012917,NW,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1973.6606555555556,8.763077901430279,NW,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2005.2792944150099,17.878861140545723,NW,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2038.3969176769936,21.702332500011153,NW,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2069.9987526769855,6.223303834002309,NW,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2125.598782885987,21.254783780679645,NW,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2164.698342423001,28.599593457976425,NW,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2228.898918733974,19.86478812402629,NW,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2266.9989001919844,16.585023999015903,NW,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2309.299633358989,26.39780587598625,NW,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2354.4965931919696,8.102906750010334,NW,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2377.280888888889,10.014464030110958,NW,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2395.818068043969,10.382321460001549,NW,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2666.5977549729796,26.69943454100303,NW,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2695.898461139988,13.512727748900943,NW,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2729.5954418629926,17.00384474899829,NW,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2752.0459111111113,17.554216216895384,NW,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2840.9973448289616,7.696826791023341,NW,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2869.0978499529933,7.563922167007604,NW,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,2913.9466222222222,11.249834106760773,NW,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,3609.006766666667,10.38985393433677,NW,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,3624.4895483939817,7.243029383796056,NW,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,3645.3318766809834,14.566543790993364,NW,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,3667.9015805979852,17.097237118013254,NW,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,3785.298625049992,54.90080366598568,NW,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,3958.1113391739877,20.678116167006465,NW,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,3987.8981043819804,9.600757292005255,NW,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4028.8987599230036,11.999741916975836,NW,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4064.198238089991,144.7132557179957,NW,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4232.299647558991,27.798106538989487,NW,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4275.798012470999,10.799910542978068,NW,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4296.1383762219975,15.169919250997737,NW,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4369.406677777778,11.791158666207593,NW,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4391.69835581898,2.9874171669844145,NW,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4407.909588324979,16.81530056390966,NW,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4493.298322739999,69.29701059333456,NW,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4561.595333333334,6.703090664638694,NW,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4585.298637401974,2.7983292500157404,NW,61,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4613.598647774975,4.200420584006679,NW,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4646.851177777778,5.459200000000237,NW,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4676.573522787,10.215962172974287,NW,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4725.199811111112,1.0,NW,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4748.19750034298,20.10132474801594,NW,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,4979.717989622981,30.66601037701912,NW,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5034.498478636986,6.5009937080158124,NW,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5051.0033501369735,14.495192709021467,NW,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5082.299246095981,63.16393449702082,NW,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5174.599074259973,10.99985076801022,NW,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5191.896880195992,6.603488288994413,NW,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5220.361594152988,84.45779473590119,NW,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5337.678696685982,7.619533499996578,NW,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5385.398209936981,45.600142915003744,NW,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5456.597940434987,12.12773734279017,NW,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5489.398761657979,8.001242040988473,NW,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5508.666659198982,27.731550543021513,NW,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5590.799613195984,6.4984936670089155,NW,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5602.997306863001,30.00298310897415,NW,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5640.284033333333,20.11203438863231,NW,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5672.798365346996,71.4007150729849,NW,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5761.29909612597,6.999779835024128,NW,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5797.858270762991,111.53740266698605,NW,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,5917.577983871999,30.167749461334097,NW,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,6363.210855404993,11.3222125819957,NW,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Northwestern SEP2,1097.3488876369695,16.856156417040665,Goal NW,1,,,,,,,,,,,,,,,,PC,Goal NW,,,,,,To Circle DUKE,,"Road Game, DUKE 0 - 0  NW, Q1, DUKE 11v11 NW, PC, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,4502.498228698984,16.101957416001824,Goal NW,2,,,,,,,,,,,,,,,From A25 NW,ACE,"Goal NW, CE NW",,,,,,To Circle NW,,"Road Game, Q3, DUKE 0 - 1  NW, DUKE 11v11 NW, Start D25 NW, BS1 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1095.3488876369695,18.856156417040665,Delete,1,,,,,,,,,,,,,,,,PC,Goal NW,,,,,,To Circle DUKE,,"Road Game, DUKE 0 - 0  NW, Q1, DUKE 11v11 NW, PC, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2616.397741962976,18.20296304301928,Delete,2,,,,,,,,,,,,,,,,,PC Win DUKE,,,,,,To Circle DUKE,,"Road Game, DUKE 0 - 1  NW, Q2, DUKE 11v11 NW, PC, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,6322.946911111111,26.434277777777424,Delete,3,,,,,,,,,,,,,,,,,"PS Win DUKE, Delete",,,,,,To Circle DUKE,,"Q4, DUKE 0 - 2  NW, Road Game, Out of Conf, Regular Season, DUKE 11v11 NW",,
Duke vs Northwestern SEP2,631.2036777777778,8.0,Chance NW,1,,,,,,,,,,,,,,,From A25 NW,,"Shot NW, Chance NW, CE NW",,,,,,To Circle NW,,,,
Duke vs Northwestern SEP2,1543.5240711559736,8.0,Chance NW,2,,BW D25 DUKE,,,BL A25 NW,,,,,,,,,,From A25 NW,,"Shot NW, Chance NW, CE NW","Interception, Turnover",,,,,To Circle NW,,"Road Game, Q1, DUKE 0 - 1  NW, DUKE 11v11 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1580.5970307459754,8.0,Chance NW,3,,,,,,,,,,,,,,,From A25 NW,,"Shot NW, Chance NW, CE NW",,,,,,To Circle NW,,"Road Game, Q1, BW4 NW, DUKE 0 - 1  NW, DUKE 11v11 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2138.800528438006,8.0,Chance NW,4,,,,,,,,,,,,,,,"From A25 NW, From A25 NW",,"Shot NW, Chance NW, CE NW, CE NW, CE NW",ACE-0 NW,,,,,"To Circle NW, To Circle NW",,"Road Game, DUKE 0 - 1  NW, Q2, DUKE 11v11 NW, Start D25 NW, BS1 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2273.3178380250056,8.0,Chance NW,5,,,,,,,,,,,,,,,From A25 NW,,"Shot NW, Chance NW, CE NW",,,,,,To Circle NW,,"Road Game, Q2, DUKE 0 - 1  NW, DUKE 11v11 NW, Start AMid NW, BS3 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2841.49921811899,8.0,Chance NW,6,,BW D25 DUKE,,,BL A25 NW,,,,,,,,,,From A25 NW,,"Shot NW, Chance NW, CE NW","End Line, Turnover",,,,,To Circle NW,,"Road Game, DUKE 0 - 1  NW, BW3 NW, Q2, DUKE 11v11 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,3677.795938965006,8.0,Chance NW,7,,BW D25 DUKE,,,BL A25 NW,,,,,,,,,,From A25 NW,,"Shot NW, Chance NW, CE NW","End Line, Turnover",,,,,To Circle NW,,"Road Game, Q3, DUKE 0 - 1  NW, DUKE 11v11 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,4303.798358637986,8.0,Chance NW,8,,BW D25 DUKE,,,BL A25 NW,,,,,,,,,,From A25 NW,,"Shot NW, Chance NW, CE NW","End Line, Turnover",,,,,To Circle NW,,"Road Game, Q3, BW2 NW, DUKE 0 - 1  NW, DUKE 11v11 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,4509.996554073977,8.0,Chance NW,9,,,,,,,,,,,,,,,"From A25 NW, From A25 NW",ACE,"Shot NW, Chance NW, CE NW, CE NW, Goal NW, CE NW",,,,,,"To Circle NW, To Circle NW",,"Road Game, Q3, DUKE 0 - 1  NW, DUKE 11v11 NW, Start D25 NW, BS1 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5173.594126134986,8.0,Chance NW,10,,,,,,,,,,,,,,,From A25 NW,,"Shot NW, Chance NW, CE NW",,,,,,To Circle NW,,"Road Game, Q4, BW4 NW, DUKE 0 - 2  NW, DUKE 11v11 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5520.700864698994,8.0,Chance NW,11,,,,,,,,,,,,,,,From A25 NW,,"Shot NW, Chance NW, CE NW",,,,,,To Circle NW,,"Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, Start AMid NW, BS3 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5835.225851971998,8.0,Chance NW,12,,,,,,,,,,,,,,,From A25 NW,,"Shot NW, Chance NW, CE NW",,,,,,To Circle NW,,"Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, Start AMid NW, BS3 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,617.5793222222222,22.421204445773355,CE NW,1,,,,,,,,,,,NewBS A25 NW,,Right,,"From A25 NW, From A25 NW",,"CE NW, Shot NW, Chance NW, CE NW",,Sideline,,,,To Circle NW,,"Q1, Road Game, DUKE 0 - 0  NW, DUKE 11v11 NW, Start AMid NW, BS3 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,645.9540421029778,22.046323292036845,CE NW,2,,,,,,,,,,,,,Middle,,"From A25 NW, From A25 NW",,"CE NW, PC Win NW, PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, Q1, DUKE 0 - 0  NW, DUKE 11v11 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1036.197149816977,22.50316779100649,CE NW,3,,,,,,,,,,,,,Right,,"From A25 NW, From A25 NW",,"CE NW, PC Win NW, PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, Q1, DUKE 0 - 0  NW, DUKE 11v11 NW, Start DMid NW, BS2 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1474.6999012759923,20.200585918014895,CE NW,4,,,,,,,,,,,,,Middle,,"From A25 NW, From A25 NW",,"CE NW, PC Win NW, PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, Q1, BW4 NW, DUKE 0 - 1  NW, DUKE 11v11 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1530.3996036149642,21.098457792023737,CE NW,5,,BW D25 DUKE,,,BL A25 NW,,,,,,,,Left,,"From A25 NW, From A25 NW",,"CE NW, Shot NW, Chance NW, CE NW","Interception, Turnover",,,,,To Circle NW,,"Road Game, Q1, DUKE 0 - 1  NW, DUKE 11v11 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1558.7495226979663,21.470221746478046,CE NW,6,,,,,,,,,,,NewBS A25 NW,,Right,,"From A25 NW, From A25 NW",,"CE NW, CE NW",ACE-0 NW,Free Hit,,,,To Circle NW,,"Road Game, Q1, BW4 NW, DUKE 0 - 1  NW, DUKE 11v11 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1567.2918555555555,23.628639566441052,CE NW,7,,,,,,TOW D25 DUKE,,,TO A25 NW,,,,Middle,,"From A25 NW, From A25 NW",,"CE NW, Shot NW, Chance NW, CE NW","Turnover, Foul Against",,,,,To Circle NW,,"Road Game, Q1, BW4 NW, DUKE 0 - 1  NW, DUKE 11v11 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1604.0896777777778,17.0,CE NW,8,,,,,,,,,,,,,Right,,"From A25 NW, From A25 NW",,"CE NW, PC Win NW, PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, Q1, DUKE 0 - 1  NW, DUKE 11v11 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1839.1260170659825,24.374593084018443,CE NW,9,,,,,,,,,,,NewBS A25 NW,,Middle,,"From A25 NW, From A25 NW",,"CE NW, CE NW",ACE-0 NW,Sideline,,,,To Circle NW,,"Road Game, Q2, BW4 NW, DUKE 0 - 1  NW, DUKE 11v11 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1851.5985932319657,23.030098293034598,CE NW,10,,BW D25 DUKE,,,BL A25 NW,,,,,,,,Left,,"From A25 NW, From A25 NW",,"CE NW, CE NW","ACE-0 NW, End Line, Turnover",,,,,To Circle NW,,"Road Game, Q2, DUKE 0 - 1  NW, DUKE 11v11 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1883.0987812319763,18.20171875100982,CE NW,11,,,,,,,,,,,,,,,,,"PC Win NW, CE NW",,,,,,To Circle DUKE,,"DUKE 11v11 NW, Out of Conf, Road Game, Q2, Regular Season, DUKE 0 - 1  NW",,
Duke vs Northwestern SEP2,2125.6058613129935,21.247705353673155,CE NW,12,,BW D25 DUKE,,,BL A25 NW,,,,,,,,Middle,,"From A25 NW, From A25 NW, From A25 NW",,"CE NW, Shot NW, Chance NW, CE NW, CE NW, CE NW","ACE-0 NW, End Line, Turnover",,,,,"To Circle NW, To Circle NW",,"Road Game, Q2, DUKE 0 - 1  NW, DUKE 11v11 NW, Start D25 NW, BS1 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2259.696837442992,23.887086748008187,CE NW,13,,,,,,TOW D25 DUKE,,,TO A25 NW,,,,Middle,,"From A25 NW, From A25 NW",,"CE NW, Shot NW, Chance NW, CE NW","Turnover, Foul Against",,,,,To Circle NW,,"Road Game, Q2, DUKE 0 - 1  NW, DUKE 11v11 NW, Start AMid NW, BS3 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2671.899707930976,21.397481583006538,CE NW,14,,BW D25 DUKE,,,BL A25 NW,,,,,,,,Middle,,"From A25 NW, From A25 NW",,"CE NW, CE NW","ACE-0 NW, Duel Lost, Turnover",,,,,To Circle NW,,"Road Game, Q2, DUKE 0 - 1  NW, DUKE 11v11 NW, Start D25 NW, BS1 NW, Regular Season, Out of Conf",,
