Timeline,Start time,Duration,Row,Instance number,Attack,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win NW,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover NW,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win NW,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover NW,BS Outcome - New BS DUKE,BS Outcome - New BS NW,Ball Start,Circle Entry,From Zone DUKE,From Zone NW,Goal Type,Outcome +,Outcome -,Outcome Neutral,Set Piece,Start Type DUKE,Start Type NW,To Zone DUKE,To Zone NW,Ungrouped,Notes,Flags
Duke vs Northwestern SEP2,5650.299087014988,10.096980706977774,BB NW,61,,BW D25 DUKE,,,BL A25 NW,,,,,,,BS 4,Right,,"From A25 NW, From A25 NW",,"CE NW, CE NW","ACE-0 NW, End Line, Turnover",,,,,To Circle NW,To A25 NW,"Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5796.858270762991,15.28542762601137,BB NW,62,,,,,,,,,,,NewBS D25 NW,BS 1,,,From D25 NW,,,,Free Hit,,,,,"To D25 NW, To DMid NW","Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, BW1 NW, Start D25 NW, BS1 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5811.795523928981,13.805326126006548,BB NW,63,,,,,,,,,,,NewBS DMid NW,BS 2,,,,,,,Sideline,,,,,To DMid NW,"Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, BW2 NW, Start DMid NW, BS2 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5826.897250720978,21.768167418013036,BB NW,64,,,,,,,,,,,NewBS A25 NW,BS 3,Right,,"From AMid NW, From A25 NW, From A25 NW",,"CE NW, Shot NW, Chance NW, CE NW",,Long Corner,,,,To Circle NW,"To AMid NW, To A25 NW","Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, BW3 NW, Start AMid NW, BS3 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5853.1984613879695,21.80235616702248,BB NW,65,,,,,,,,,,,NewBS A25 NW,BS 4,,,"From, From A25 NW, From A25 NW",,,,Free Hit,,,LC NW,,"To A25 NW, To AMid NW, To A25 NW","Road Game, DUKE 0 - 2  NW, Q4, DUKE 11v11 NW, Start LC NW, Start LC NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5876.9988543049985,10.902105916995424,BB NW,66,,,,,,,,,,,NewBS A25 NW,BS 4,,,,,,,Sideline,,,,,To A25 NW,"Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5888.1953328049685,11.005144417053998,BB NW,67,,,,,,,,,,,NewBS A25 NW,BS 4,,,,,,,Sideline,,,,,To A25 NW,"Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, BW4 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5899.398496721981,9.997176707996005,BB NW,68,,BW D25 DUKE,,,BL A25 NW,,,,,,,BS 4,,,,,,"Duel Lost, Turnover",,,,,,To A25 NW,"Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5916.577983871999,12.92246237499694,BB NW,69,,,,,,,,,,,NewBS A25 NW,BS 4,,,,,,,Free Hit,,,,,To A25 NW,"Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, BW4 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5930.049314788979,9.25165558401386,BB NW,70,,,,,,,,,,,NewBS A25 NW,BS 4,,,,,,,Sideline,,,,,To A25 NW,"Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5939.919766580982,7.825966752351633,BB NW,71,,,,,,TOW D25 DUKE,,,TO A25 NW,,,BS 4,,,,,,"Turnover, Foul Against",,,,,,To A25 NW,"Road Game, Q4, DUKE 0 - 2  NW, DUKE 11v11 NW, Start A25 NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,6362.210855404993,12.3222125819957,BB NW,72,,BW A25 DUKE,,,BL D25 NW,,,,,,,BS,,,,,,"Duel Lost, Turnover",,,,,,To D25 NW,"Q4, DUKE 0 - 2  NW, Road Game, DUKE 11v11 NW, BW1 NW, Start D25 NW, BS1 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1480.7010428589822,14.199444335024964,BW4 NW,1,,,,,,,,,,,,,Middle,,"From A25 NW, From A25 NW",,"CE NW, PC Win NW, PC Win NW, CE NW",,,,,,To Circle NW,,"Road Game, DUKE 0 - 1  NW, Q1, DUKE 11v11 NW, BW4 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1567.7136956559782,12.50604878846616,BW4 NW,2,,,,,,,,,,,NewBS A25 NW,,Right,,"From A25 NW, From A25 NW",,"CE NW, CE NW",ACE-0 NW,Free Hit,,,,To Circle NW,,"Road Game, DUKE 0 - 1  NW, Q1, DUKE 11v11 NW, BW4 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1846.201071358011,17.299538791990017,BW4 NW,3,,,,,,,,,,,NewBS A25 NW,,Middle,,"From A25 NW, From A25 NW",,"CE NW, CE NW",ACE-0 NW,Sideline,,,,To Circle NW,,"Road Game, DUKE 0 - 1  NW, BW4 NW, Q2, DUKE 11v11 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5169.916533217987,15.682391809996261,BW4 NW,4,,BW D25 DUKE,,,BL A25 NW,,,,,,,,Middle,,"From A25 NW, From A25 NW",,"CE NW, Shot NW, Chance NW, CE NW","Duel Lost, Turnover",,,,,To Circle NW,,"Road Game, DUKE 0 - 2  NW, Q4, DUKE 11v11 NW, BW4 NW, Start A25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5180.006058319002,7.791965084008552,BW4 NW,5,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW4 NW",,
Duke vs Northwestern SEP2,748.1548715590014,11.833014290984238,BW3 NW,1,,BW D25 DUKE,,,BL A25 NW,,,,,,,,,,From AMid NW,,,"End Line, Turnover",,,,,,To A25 NW,"Road Game, DUKE 0 - 0  NW, Q1, DUKE 11v11 NW, BW3 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,754.6002385589994,5.9999365840048995,BW3 NW,2,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, Start AMid NW, BW3 NW",,
Duke vs Northwestern SEP2,1196.2745666666667,6.0,BW3 NW,3,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW3 NW",,
Duke vs Northwestern SEP2,1196.2745666666667,6.0,BW3 NW,4,,,,,,TOW DMid DUKE,,,TO AMid NW,,,,,,,,,"Turnover, Foul Against",,,,,,,DUKE 11v11 NW,,
Duke vs Northwestern SEP2,1335.6010565960144,7.2976087919553265,BW3 NW,5,,,,,,TOW DMid DUKE,,,TO AMid NW,,,,,,,,,"Turnover, Foul Against",,,,,,,DUKE 11v11 NW,,
Duke vs Northwestern SEP2,1337.1016604290053,6.799122166979487,BW3 NW,6,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW3 NW",,
Duke vs Northwestern SEP2,1593.823434257009,8.443576854102048,BW3 NW,7,,,,,,,,,,,NewBS AMid NW,,,,From AMid NW,,,,Free Hit,,,,,To A25 NW,"Q1, DUKE 0 - 1  NW, Road Game, DUKE 11v11 NW, BW3 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2159.922650672977,19.378075417022956,BW3 NW,8,,,,,,,,,,,NewBS AMid NW,,,,,,,,Sideline,,,,,,"Road Game, DUKE 0 - 1  NW, BW3 NW, Q2, DUKE 11v11 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2372.280888888889,15.014464030110958,BW3 NW,9,,BW D25 DUKE,,,BL A25 NW,,,,,,,,,,From AMid NW,,,"Interception, Turnover",,,,,,To A25 NW,"Road Game, DUKE 0 - 1  NW, Q2, DUKE 11v11 NW, BW3 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2382.6003656279904,5.777164832979906,BW3 NW,10,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW3 NW",,
Duke vs Northwestern SEP2,2693.3005598059963,16.1106290828925,BW3 NW,11,,,,,,TOW DMid DUKE,,,TO AMid NW,,,,,,,,,"Turnover, Foul Against",,,,,,,"Road Game, DUKE 0 - 1  NW, BW3 NW, Q2, DUKE 11v11 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2703.411188888889,6.0,BW3 NW,12,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW3 NW",,
Duke vs Northwestern SEP2,2748.0058982440246,21.5942290839821,BW3 NW,13,,,,,,TOW D25 DUKE,,,TO A25 NW,,,,,,"From DMid NW, From AMid NW",,,"Turnover, Foul Against",,,,,,"To AMid NW, To A25 NW","Road Game, DUKE 0 - 1  NW, BW3 NW, Q2, DUKE 11v11 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2763.901053369995,5.999969083000906,BW3 NW,14,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 0 - 1  NW, Start AMid NW, BW3 NW, DUKE 11v11 NW",,
Duke vs Northwestern SEP2,2836.3009607439835,12.393210876001376,BW3 NW,15,,BW D25 DUKE,,,BL A25 NW,,,,,,,,Middle,,"From AMid NW, From AMid NW, From A25 NW",,"CE NW, Shot NW, Chance NW, CE NW","End Line, Turnover",,,,,To Circle NW,To A25 NW,"Road Game, DUKE 0 - 1  NW, Q2, DUKE 11v11 NW, BW3 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2843.0010659530208,6.6999787909708175,BW3 NW,16,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 0 - 1  NW, BW3 NW, DUKE 11v11 NW",,
Duke vs Northwestern SEP2,4059.5130499229763,17.487374292037657,BW3 NW,17,,,,,,,,,,,,,Right,,"From AMid NW, From A25 NW, From A25 NW",,"CE NW, PC Win NW, PC Win NW, CE NW",,,,,,To Circle NW,To A25 NW,"Road Game, Q3, BW3 NW, DUKE 11v11 NW, DUKE 0 - 1  NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5079.80063963699,23.015900999012047,BW3 NW,18,,,,,,,,,,,,,Right,,"From AMid NW, From A25 NW, From A25 NW",,"CE NW, PC Win NW, PC Win NW, CE NW",,,,,,To Circle NW,To A25 NW,"Road Game, DUKE 0 - 2  NW, Q4, DUKE 11v11 NW, BW3 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5668.201000306994,23.299064956999246,BW3 NW,19,,,,,,,,,,,,,Left,,"From AMid NW, From A25 NW, From A25 NW",,"CE NW, PC Win NW, PC Win NW, CE NW",,,,,,To Circle NW,To A25 NW,"Road Game, DUKE 0 - 2  NW, Q4, DUKE 11v11 NW, BW3 NW, Start AMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,578.5480160519962,30.791912417998674,BW2 NW,1,,BW DMid DUKE,,,BL AMid NW,,,,,,,,,,"From DMid NW, From DMid NW, From DMid NW, From D25 NW, From DMid NW",,,"Interception, Turnover",,,,,,"To D25 NW, To DMid NW, To D25 NW, To DMid NW, To AMid NW","Road Game, DUKE 0 - 0  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,604.7177807610059,5.798340624955017,BW2 NW,2,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW2 NW",,
Duke vs Northwestern SEP2,967.8003133770051,13.996682416961903,BW2 NW,3,,BW AMid DUKE,,,BL DMid NW,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,"Road Game, DUKE 0 - 0  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,976.0045409600034,7.093651207983157,BW2 NW,4,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW2 NW, Start DMid NW",,
Duke vs Northwestern SEP2,1142.3014888888888,12.797106583100913,BW2 NW,5,,BW AMid DUKE,,,BL DMid NW,,,,,,,,,,,,,"Interception, Turnover",,,,,,,"Road Game, DUKE 0 - 1  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1149.3010800129978,6.798354749990949,BW2 NW,6,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW2 NW",,
Duke vs Northwestern SEP2,1294.7149147630157,7.982875582984434,BW2 NW,7,,BW AMid DUKE,,,BL DMid NW,,,,,,,,,,From DMid NW,,,"Interception, Turnover",,,,,,To AMid NW,"Road Game, DUKE 0 - 1  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1296.901086554023,6.996369458946901,BW2 NW,8,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW2 NW, Start DMid NW",,
Duke vs Northwestern SEP2,1316.5055207629969,11.718710124968538,BW2 NW,9,,BW D25 DUKE,,,BL A25 NW,,,,,,,,,,From AMid NW,,,"Interception, Turnover",,,,,,To A25 NW,"Road Game, DUKE 0 - 1  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1323.2075285960086,6.892320165984984,BW2 NW,10,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW2 NW",,
Duke vs Northwestern SEP2,2724.801018987,21.798267624990785,BW2 NW,11,,BW D25 DUKE,,,BL A25 NW,,,,,,,,,,"From DMid NW, From AMid NW",,,"Duel Lost, Turnover",,,,,,"To AMid NW, To A25 NW","Road Game, DUKE 0 - 1  NW, Q2, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2740.800370486988,6.997362709015761,BW2 NW,12,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW2 NW, Start DMid NW",,
Duke vs Northwestern SEP2,2864.4002613290204,12.261510790980537,BW2 NW,13,,BW AMid DUKE,,,BL DMid NW,,,,,,,,,,,,,"Interception, Turnover",,,,,,,"Road Game, DUKE 0 - 1  NW, Q2, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2871.706672495996,7.091540082981737,BW2 NW,14,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 0 - 1  NW, BW2 NW, DUKE 11v11 NW",,
Duke vs Northwestern SEP2,4292.300931597995,19.00736387500001,BW2 NW,15,,BW D25 DUKE,,,BL A25 NW,,,,,,,,Left,,"From DMid NW, From DMid NW, From A25 NW, From A25 NW",,"CE NW, Shot NW, Chance NW, CE NW","End Line, Turnover",,,,,To Circle NW,"To AMid NW, To A25 NW","Road Game, DUKE 0 - 1  NW, Q3, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,4305.604720555985,6.100401583995335,BW2 NW,16,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW2 NW",,
Duke vs Northwestern SEP2,4556.595333333334,11.703090664638694,BW2 NW,17,,,,,,TOW AMid DUKE,,,TO DMid NW,,,,,,,,,"Turnover, Ball Out",,,,,,,"Road Game, DUKE 0 - 2  NW, Q3, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,4562.601064997996,5.99993804100086,BW2 NW,18,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW2 NW",,
Duke vs Northwestern SEP2,5756.617615336007,11.681260624987772,BW2 NW,19,,BW DMid DUKE,,,BL AMid NW,,,,,,,,,,From DMid NW,,,"Duel Lost, Turnover",,,,,,To AMid NW,"Road Game, DUKE 0 - 2  NW, Q4, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,5762.601073295005,7.0945981249760734,BW2 NW,20,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW2 NW",,
Duke vs Northwestern SEP2,1157.949232430018,14.749100124978213,BW1 NW,1,,BW AMid DUKE,,,BL DMid NW,,,,,,,,,,From D25 NW,,,"End Line, Turnover",,,,,,To DMid NW,"Road Game, DUKE 0 - 1  NW, BW1 NW, Q1, DUKE 11v11 NW, Start D25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1166.9051628869956,6.8946069179864935,BW1 NW,2,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW1 NW",,
Duke vs Northwestern SEP2,1455.338611111111,11.372461088908494,BW1 NW,3,,,,,,,,,,,NewBS D25 NW,,,,,,,,Free Hit,,,,,,"Road Game, DUKE 0 - 1  NW, BW1 NW, Q1, DUKE 11v11 NW, Start D25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1968.6606555555556,13.763077901430279,BW1 NW,4,,,,,,TOW A25 DUKE,,,TO D25 NW,,,,,,,,,"Turnover, Foul Against",,,,,,,"Road Game, DUKE 0 - 1  NW, Q2, DUKE 11v10 NW, BW1 NW, Start D25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1977.6010878729983,5.999956750019919,BW1 NW,5,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v10 NW, BW1 NW, Start D25 NW",,
Duke vs Northwestern SEP2,2224.2268338180074,15.374155624996092,BW1 NW,6,,,,,,,,,,,NewBS D25 NW,,,,,,,,Sideline,,,,,,"Road Game, DUKE 0 - 1  NW, Q2, DUKE 11v11 NW, BW1 NW, Start D25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2304.5007313179867,19.70024729102215,BW1 NW,7,,,,,,,,,,,NewBS AMid NW,,,,"From D25 NW, From DMid NW",,,,Sideline,,,,,"To DMid NW, To AMid NW","Road Game, DUKE 0 - 1  NW, Q2, DUKE 11v11 NW, BW1 NW, Start D25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,3641.101021762992,7.421867668027517,BW1 NW,8,,,,,,,,,,,NewBS D25 NW,,,,,,,,Free Hit,,,,,,"Road Game, DUKE 0 - 1  NW, Q3, DUKE 11v11 NW, BW1 NW, Start D25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,4389.201009778003,5.484763207961805,BW1 NW,9,,BW A25 DUKE,,,BL D25 NW,,,,,,,,,,,,,"Interception, Turnover",,,,,,,DUKE 11v11 NW,,
Duke vs Northwestern SEP2,4390.101039359989,5.783332291990519,BW1 NW,10,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW1 NW",,
Duke vs Northwestern SEP2,4406.001022282979,18.72386660591019,BW1 NW,11,,,,,,TOW A25 DUKE,,,TO D25 NW,,,,,,,,,"Turnover, Ball Out",,,,,,,"Road Game, DUKE 0 - 1  NW, Q3, DUKE 11v11 NW, BW1 NW, Start D25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,4418.724888888889,6.0,BW1 NW,12,,,,,,,,,,,,,,,,,,,Long Corner,,,,,,"DUKE 11v11 NW, BW1 NW",,
Duke vs Northwestern SEP2,4488.6000239489895,8.200299749023543,BW1 NW,13,,,,,,,,,,,NewBS D25 NW,,,,,,,,Free Hit,,,,,,"Road Game, DUKE 0 - 1  NW, Q3, DUKE 11v11 NW, BW1 NW, Start D25 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,4580.601000277003,7.495966374986892,BW1 NW,14,,BW A25 DUKE,,,BL D25 NW,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,DUKE 11v11 NW,,
Duke vs Northwestern SEP2,4582.4008836100165,7.097167624962822,BW1 NW,15,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 NW, BW1 NW",,
Duke vs Northwestern SEP2,5854.523822638013,20.476994916978583,Start LC NW,1,,,,,,,,,,,NewBS A25 NW,BS 4,,,"From, From A25 NW, From A25 NW",,,,Free Hit,,,,,"To A25 NW, To AMid NW, To A25 NW","Road Game, DUKE 0 - 2  NW, Start LC NW, Q4, DUKE 11v11 NW, Start LC NW, BS4 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,583.5480223440115,25.79190612598336,Start DMid NW,1,,BW DMid DUKE,,,BL AMid NW,,,,,,,,,,"From DMid NW, From DMid NW, From DMid NW, From D25 NW, From DMid NW",,,"Interception, Turnover",,,,,,"To D25 NW, To DMid NW, To D25 NW, To DMid NW, To AMid NW","Road Game, DUKE 0 - 0  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,805.4010443079835,15.299607209032615,Start DMid NW,2,,,,,,,,,,,NewBS AMid NW,BS 2,,,From DMid NW,,,,Free Hit,,,,,To AMid NW,"Road Game, DUKE 0 - 0  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, BS2 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,901.6010532929928,35.59896462500899,Start DMid NW,3,,BW D25 DUKE,,,BL A25 NW,,,,,,,BS 2,,,"From DMid NW, From D25 NW, From DMid NW, From AMid NW, From DMid NW, From AMid NW",,,"Duel Lost, Turnover",,,,,,"To D25 NW, To DMid NW, To AMid NW, To DMid NW, To AMid NW, To A25 NW","Road Game, Q1, DUKE 0 - 0  NW, BW2 NW, DUKE 11v11 NW, Start DMid NW, BS2 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,972.8002931270255,8.996702666941474,Start DMid NW,4,,BW AMid DUKE,,,BL DMid NW,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,"Road Game, DUKE 0 - 0  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1021.402966441997,19.01626612503196,Start DMid NW,5,,,,,,,,,,,NewBS DMid NW,BS 2,,,"From DMid NW, From D25 NW",,,,Sideline,,,,,"To D25 NW, To DMid NW","Road Game, DUKE 0 - 0  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, BS2 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1042.4010695259974,16.29924808198598,Start DMid NW,6,,,,,,,,,,,,BS 2,Right,,"From DMid NW, From A25 NW, From A25 NW",,"CE NW, PC Win NW, PC Win NW, CE NW",,,,,,To Circle NW,To A25 NW,"Road Game, DUKE 0 - 0  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, BS2 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1147.3014888888888,7.797106583100913,Start DMid NW,7,,BW AMid DUKE,,,BL DMid NW,,,,,,,,,,,,,"Interception, Turnover",,,,,,,"Road Game, DUKE 0 - 1  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1299.714894595982,2.9828957500180877,Start DMid NW,8,,BW AMid DUKE,,,BL DMid NW,,,,,,,,,,From DMid NW,,,"Interception, Turnover",,,,,,To AMid NW,"Road Game, DUKE 0 - 1  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1321.5055216790108,6.718709208954579,Start DMid NW,9,,BW D25 DUKE,,,BL A25 NW,,,,,,,,,,From AMid NW,,,"Interception, Turnover",,,,,,To A25 NW,"Road Game, DUKE 0 - 1  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,1473.0006386579828,8.768910167011882,Start DMid NW,10,,BW D25 DUKE,,,BL A25 NW,,,,,,,BS 2,,,"From DMid NW, From AMid NW",,,"Interception, Turnover",,,,,,"To AMid NW, To A25 NW","Road Game, DUKE 0 - 1  NW, Q1, DUKE 11v11 NW, BW2 NW, Start DMid NW, BS2 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2729.8010278620095,16.798258749981414,Start DMid NW,11,,BW D25 DUKE,,,BL A25 NW,,,,,,,,,,"From DMid NW, From AMid NW",,,"Duel Lost, Turnover",,,,,,"To AMid NW, To A25 NW","Road Game, DUKE 0 - 1  NW, Q2, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,2869.4002651209876,7.261506999013363,Start DMid NW,12,,BW AMid DUKE,,,BL DMid NW,,,,,,,,,,,,,"Interception, Turnover",,,,,,,"Road Game, DUKE 0 - 1  NW, Q2, DUKE 11v11 NW, BW2 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,3609.006766666667,10.38985393433677,Start DMid NW,13,,BW AMid DUKE,,,BL DMid NW,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,"Road Game, DUKE 0 - 1  NW, Q3, DUKE 11v11 NW, BW2 NW, Start DMid NW, BS2 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,3668.207527598013,16.79129011798568,Start DMid NW,14,,BW D25 DUKE,,,BL A25 NW,,,,,,,,Left,,"From DMid NW, From AMid NW, From A25 NW, From A25 NW",,"CE NW, Shot NW, Chance NW, CE NW","End Line, Turnover",,,,,To Circle NW,"To AMid NW, To A25 NW","Road Game, DUKE 0 - 1  NW, Q3, DUKE 11v11 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,3827.815009423995,12.384419291982795,Start DMid NW,15,,BW DMid DUKE,,,BL AMid NW,,,,,,,BS 2,,,"From DMid NW, From AMid NW",,,"Duel Lost, Turnover",,,,,,"To AMid NW, To A25 NW","Road Game, DUKE 0 - 1  NW, Q3, DUKE 11v11 NW, Start DMid NW, BS2 NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,4029.200391714974,11.698110125005314,Start DMid NW,16,,,,,,TOW D25 DUKE,,,TO A25 NW,,,,Middle,,"From DMid NW, From DMid NW, From AMid NW, From A25 NW",,"CE NW, CE NW","ACE-0 NW, Turnover, Foul Against",,,,,To Circle NW,"To AMid NW, To A25 NW","Q3, DUKE 0 - 1  NW, Road Game, DUKE 11v11 NW, Start DMid NW, Regular Season, Out of Conf",,
Duke vs Northwestern SEP2,4232.614206350011,27.48354774796917,Start DMid NW,17,,BW D25 DUKE,,,BL A25 NW,,,,,,,,Left,,"From DMid NW, From D25 NW, From DMid NW, From AMid NW, From AMid NW, From A25 NW",,"CE NW, CE NW","ACE-0 NW, End Line, Turnover",,,,,To Circle NW,"To D25 NW, To DMid NW, To AMid NW, To A25 NW","Road Game, DUKE 0 - 1  NW, Q3, DUKE 11v11 NW, Start DMid NW, Regular Season, Out of Conf",,
