Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win COLG,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover COLG,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win COLG,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover COLG,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS COLG,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone COLG,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type COLG,Start Type DUKE,To Zone COLG,To Zone DUKE,Ungrouped,Notes,Flags
Duke_NC__Colgate_NY.SEP-18-2022,1080.8663777777779,1.0,Start,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,2474.7582555555555,1.0,Start,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,4283.073,1.0,Start,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,5629.073733333334,1.0,Start,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1085.462805701975,0.0,Labels,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1092.231188888889,0.0,Labels,2,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1093.2716876589998,0.0,Labels,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1094.8992396959984,0.0,Labels,4,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1104.3228555555556,0.0,Labels,5,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,To AMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1104.3228555555556,0.0,Labels,6,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1104.3228555555556,0.0,Labels,7,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1108.4098590860026,0.0,Labels,8,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1110.299124827973,0.0,Labels,9,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1116.8994572100073,0.0,Labels,10,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1118.5985625559692,0.0,Labels,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1138.7745555555555,0.0,Labels,12,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1138.7745555555555,0.0,Labels,13,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1143.4849222222222,0.0,Labels,14,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1144.9990817559828,0.0,Labels,15,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1145.9988922889902,0.0,Labels,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1149.598243194996,0.0,Labels,17,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1151.9981599479863,0.0,Labels,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1157.5994714899934,0.0,Labels,19,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1164.3996564599797,0.0,Labels,20,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1167.099235745989,0.0,Labels,21,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1168.6845666666666,0.0,Labels,22,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1169.1986054529912,0.0,Labels,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1172.9988730839925,0.0,Labels,24,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1174.1969851819754,0.0,Labels,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1184.1987213280026,0.0,Labels,26,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1188.4342444444444,0.0,Labels,27, ,,,,,,,,,,,,,,,Right,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1191.7990963669865,0.0,Labels,28,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1192.6985422009643,0.0,Labels,29,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1194.3996806669754,0.0,Labels,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1211.6984262889807,0.0,Labels,31,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1219.1991465419972,0.0,Labels,32,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1220.6993638569868,0.0,Labels,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1235.599807725997,0.0,Labels,34,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1239.0840555555556,0.0,Labels,35, ,,,,,,,,,,,,,,,Left,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1247.7996639439982,0.0,Labels,36,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, PC Win DUKE",,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1286.9475,0.0,Labels,37,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1331.0645,0.0,Labels,38,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1336.967,0.0,Labels,39,,,,,,,,,,,,,,,,,,,PC,"Goal DUKE, ",,,,,,,,,,,,To Circle DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1337.967,0.0,Labels,40,,,,,,,,,,,,,,,,,,,ACE,"Goal DUKE, Delete",,,,,,,,,,,,To Circle DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1337.967,0.0,Labels,41,,,,,,,,,,,,,,,,,,,ACE,"Goal DUKE, Delete",,,,,,,,,,,,To Circle DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1357.4400302290037,0.0,Labels,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1360.298625923993,0.0,Labels,43,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,To D25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1372.099162046996,0.0,Labels,44,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1380.6186033909898,0.0,Labels,45,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1383.1992439980081,0.0,Labels,46,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,To D25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1395.427217583982,0.0,Labels,47,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1396.3986679239633,0.0,Labels,48,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1397.7980510959871,0.0,Labels,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1406.898414921986,0.0,Labels,50,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1407.2419555555555,0.0,Labels,51,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1407.2419555555555,0.0,Labels,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1411.899045410969,0.0,Labels,53,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1415.897029961976,0.0,Labels,54,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,To AMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1420.4981726029855,0.0,Labels,55,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,To A25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1427.8981298539875,0.0,Labels,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1435.5379333333333,0.0,Labels,57,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1435.5379333333333,0.0,Labels,58,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1441.4974984739692,0.0,Labels,59,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1444.2994408030027,0.0,Labels,60,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1446.9264888888888,0.0,Labels,61, ,,,,,,,,,,,,,,,Left,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1451.7153222222223,0.0,Labels,62,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1452.598447347,0.0,Labels,63,,,,,,,,,,,,,,,,,,From A25 DUKE,ACE,"Goal DUKE, CE DUKE",,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1481.9985718089918,0.0,Labels,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1487.398272265979,0.0,Labels,65,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,To D25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1492.897565109996,0.0,Labels,66,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1494.8670777777777,0.0,Labels,67,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1494.8670777777777,0.0,Labels,68,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1499.3988357240091,0.0,Labels,69,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1503.2438777777777,0.0,Labels,70, ,,,,,,,,,,,,,,,Middle,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1503.8984943050034,0.0,Labels,71,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, PC Win DUKE",,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1541.5989395340036,0.0,Labels,72,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1545.598453427006,0.0,Labels,73,,,,,,,,,,,,,,,,,,,PC,"Goal DUKE, ",,,,,,,,,,,,To Circle DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1566.4418794499938,0.0,Labels,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1569.1992168159904,0.0,Labels,75,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,To D25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1576.0991789199823,0.0,Labels,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1584.7878841749784,0.0,Labels,77,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1586.9539444444445,0.0,Labels,78,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1586.9539444444445,0.0,Labels,79,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1592.198074202975,0.0,Labels,80,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1593.7686659999745,0.0,Labels,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1600.4460777777779,0.0,Labels,82,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1600.4460777777779,0.0,Labels,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1601.199376861986,0.0,Labels,84,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1605.4157333333333,0.0,Labels,85,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1605.4157333333333,0.0,Labels,86,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1610.382111111111,0.0,Labels,87,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1610.382111111111,0.0,Labels,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1612.6995132220081,0.0,Labels,89,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,To AMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1617.8752294859805,0.0,Labels,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1623.0985093919862,0.0,Labels,91,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,To A25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1626.999359951994,0.0,Labels,92,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,LC COLG,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1632.775211111111,0.0,Labels,93,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1637.466311111111,0.0,Labels,94,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,To A25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1638.813111111111,0.0,Labels,95,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,To A25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1645.1983634719888,0.0,Labels,96,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,To A25 COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1651.4642333333334,0.0,Labels,97,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1651.4642333333334,0.0,Labels,98,,,,,,,,,,,,,,,,,From A25 COLG,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1654.7281596299604,0.0,Labels,99,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1656.7984982059747,0.0,Labels,100,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1660.09914741098,0.0,Labels,101,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1661.4310777777778,0.0,Labels,102, ,,,,,,,,,,,,,,,Middle,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1663.5996350779897,0.0,Labels,103,,,,,,,,,,,,,,,,,,From A25 DUKE,,Circle Pass DUKE,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1674.372488888889,0.0,Labels,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1679.5299375729737,0.0,Labels,105,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1681.098798469979,0.0,Labels,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1702.8981702129738,0.0,Labels,107,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1703.940111111111,0.0,Labels,108,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1704.8008444444445,0.0,Labels,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1706.934634909967,0.0,Labels,110,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1716.098819999981,0.0,Labels,111,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1725.0985956059778,0.0,Labels,112,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1731.2413,0.0,Labels,113, ,,,,,,,,,,,,,,,Left,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1732.0980175779664,0.0,Labels,114,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, PC Win DUKE",,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1774.4998904189827,0.0,Labels,115,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1816.6999066949977,0.0,Labels,116,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1824.8996076659762,0.0,Labels,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1833.8991025619898,0.0,Labels,118,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1838.420078681972,0.0,Labels,119,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1848.1994214259762,0.0,Labels,120,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1851.1209555555556,0.0,Labels,121, ,,,,,,,,,,,,,,,Middle,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1853.4973680999708,0.0,Labels,122,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1855.2988207619792,0.0,Labels,123,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1856.9984752539865,0.0,Labels,124,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1862.1995523019864,0.0,Labels,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1873.7547555555554,0.0,Labels,126,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1873.7547555555554,0.0,Labels,127,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1883.799585538987,0.0,Labels,128,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1886.8509555555556,0.0,Labels,129, ,,,,,,,,,,,,,,,Middle,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1888.4791444444445,0.0,Labels,130,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,To Circle DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1894.5985710249802,0.0,Labels,131,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1898.8978437279943,0.0,Labels,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1911.1985653549877,0.0,Labels,133,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1912.799266291991,0.0,Labels,134,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To AMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1923.281511111111,0.0,Labels,135,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1923.6981318859926,0.0,Labels,136,,,,,,,,,,,,,,,,,From AMid COLG,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1928.2993418179901,0.0,Labels,137,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1931.8978983769846,0.0,Labels,138,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1936.0098444444445,0.0,Labels,139,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1936.5657333333334,0.0,Labels,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 COLG,,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1938.2589120790067,0.0,Labels,141,,,,,,,,,,,,,,,,,From D25 COLG,,,,,,,,,,,,,,To DMid COLG,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1941.6366444444445,0.0,Labels,142,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,,,,
Duke_NC__Colgate_NY.SEP-18-2022,1941.6366444444445,0.0,Labels,143,,,,,,,,,,,,,,,,,From DMid COLG,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1943.3998491479842,0.0,Labels,144,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1951.4825,0.0,Labels,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke_NC__Colgate_NY.SEP-18-2022,1955.6981098389927,0.0,Labels,146,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke_NC__Colgate_NY.SEP-18-2022,1971.9365222222223,0.0,Labels,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,", ",,
