Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win LONG,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover LONG,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win LONG,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover LONG,BS Outcome - New BS DUKE,BS Outcome - New BS LONG,Ball Start,Circle Entry,From Zone DUKE,From Zone LONG,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type LONG,To Zone DUKE,To Zone LONG,Ungrouped,Notes,Flags
Duke vs Longwood,4753.585177121987,8.712884638011019,BB Transition LONG,30,,,,,BW AMid DUKE,,,BL DMid LONG,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,To DMid LONG,", , , , Home Game, DUKE 6 - 0  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,4799.698451125985,8.899703075009711,BB Transition LONG,31,,,,,BW AMid DUKE,,,BL DMid LONG,,,,,,,,,From A25 DUKE,From D25 LONG,,,"Turnover, Interception",,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , Home Game, DUKE 6 - 0  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW1 LONG, Start D25 LONG, Regular Season, In Conf",,
Duke vs Longwood,4945.845065590994,7.280304059994705,BB Transition LONG,32,,,,,,,,,TOW DMid DUKE,,,TO AMid LONG,,,,,From DMid DUKE,,,,"Turnover, Foul Against",,,,,,,,,,,To AMid LONG,", , , Home Game, DUKE 6 - 1  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW3 LONG, Start AMid LONG, Regular Season, In Conf",,
Duke vs Longwood,4970.099102282984,4.799855282003591,BB Transition LONG,33,,,,,BW AMid DUKE,,,BL DMid LONG,,,,,,,,,From AMid DUKE,From DMid LONG,,,"End Line, Turnover",,,,,,,,,,,"To DMid LONG, To AMid LONG",", , , , Home Game, DUKE 6 - 1  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,5001.098557795996,8.299696430998665,BB Transition LONG,34,,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,,,From D25 DUKE,,,,"Turnover, Interception",,,,,,,,,,,To A25 LONG,", , , Home Game, DUKE 6 - 1  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW4 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,5065.899626956992,8.699663557999884,BB Transition LONG,35,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,,,,From DMid LONG,,,"Turnover, Interception",,,,,,,,,,,"To DMid LONG, To AMid LONG",", , , , , Home Game, DUKE 6 - 1  LONG, Q4, DUKE 11v11 LONG, Start Interception, BW2 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,124.42384444444444,26.830411111111104,BB LONG,1,,,,,,,,,,,,,,NewBS DMid LONG,BS 3,,,"From AMid LONG, From DMid LONG",,,,Sideline,,,,,,,,,,"To AMid LONG, To DMid LONG, To AMid LONG",", , , , , Home Game, Q1, DUKE 0 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,149.25425555555555,6.8723777777777855,BB LONG,2,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,BS 3,,,From AMid LONG,,,"Turnover, Interception",,,,,,,,,,,To AMid LONG,", , , Home Game, Q1, DUKE 0 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,263.6989585660009,10.743708100665742,BB LONG,3,,,,,,,,,,,,,,NewBS AMid LONG,BS 2,,,From DMid LONG,,,,Free Hit,,,,,,,,,,"To DMid LONG, To AMid LONG",", , , , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,272.44266666666664,7.656375937326686,BB LONG,4,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,BS 3,,,From AMid LONG,,,"Turnover, Interception",,,,,,,,,,,To AMid LONG,", , , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start DMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,376.7997917420026,34.39915225000124,BB LONG,5,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,BS 1,,,"From D25 LONG, From DMid LONG",,,"Duel Lost, Turnover",,,Show - Press,,,,,,,,"To D25 LONG, To DMid LONG, To AMid LONG",", , , , , , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,471.29934785898297,20.400288558012505,BB LONG,6,,,,,BW A25 DUKE,,,BL D25 LONG,,,,,,,BS 1,,,From D25 LONG,,,"Turnover, Interception",,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,552.9985279929924,13.200182459000644,BB LONG,7,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,,,,From ,,,"End Line, Turnover",,,,,,,,,LC LONG,,To AMid LONG,", , , , , Home Game, DUKE 1 - 0  LONG, Q1, DUKE 11v11 LONG, Start LC LONG, Start LC LONG, Regular Season, In Conf",,
Duke vs Longwood,603.7992295699959,31.60133435600767,BB LONG,8,,,,,,,,,,,,,,NewBS A25 LONG,BS 2,,,"From DMid LONG, From D25 LONG, From D25 LONG, From DMid LONG",,,,Free Hit,,"Show - Press, Show - Press",,,,,,,,"To DMid LONG, To D25 LONG, To DMid LONG, To AMid LONG, To A25 LONG",", , , , , , , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,636.9988464979929,14.900221552000858,BB LONG,9, ,,,,,,,,TOW D25 DUKE,,,TO A25 LONG,,,BS 5,Right,,"From A25 LONG, From A25 LONG",,"CE LONG, CE LONG","ACE-0 LONG, Turnover, Foul Against",,,,,,,,,,To Circle LONG,To A25 LONG,", , , , , , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, BW4 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,696.6069888888888,5.16538888888897,BB LONG,10,,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,,,,From ,,,"Turnover, Interception",,,,,,,,,LC LONG,,To A25 LONG,", , , , , Home Game, DUKE 1 - 0  LONG, Q1, DUKE 11v11 LONG, Start LC LONG, Start LC LONG, Regular Season, In Conf",,
Duke vs Longwood,862.598440202999,19.50062380099712,BB LONG,11,,,,,,,,,TOW AMid DUKE,,,TO DMid LONG,,,BS 1,,,From D25 LONG,,,"Ball Out, Turnover",,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,932.998791328997,23.10174676400618,BB LONG,12,,,,,,,,,,,,,,NewBS DMid LONG,BS 1,,,From D25 LONG,,,,Free Hit,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,954.7992137379957,12.70162063500129,BB LONG,13,,,,,,,,,,,,,,NewBS DMid LONG,BS 2,,,,,,,Sideline,,,,,,,,,,To DMid LONG,", , , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,966.3983328820015,15.400906010986205,BB LONG,14,,,,,BW AMid DUKE,,,BL DMid LONG,,,,,,,BS 2,,,"From DMid LONG, From DMid LONG",,,"Turnover, Interception",,,,,,,,,,,"To DMid LONG, To D25 LONG, To DMid LONG",", , , , , , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,986.1517111111111,18.447762211878057,BB LONG,15,,,,,,,,,TOW DMid DUKE,,,TO AMid LONG,,,BS 3,,,"From AMid LONG, From DMid LONG",,,"Ball Out, Turnover",,,,,,,,,,,"To AMid LONG, To DMid LONG, To AMid LONG",", , , , , , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,1044.0999498229974,28.099603266991835,BB LONG,16,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,BS 1,,,"From D25 LONG, From DMid LONG",,,"Turnover, Interception",,,Show - Press,,,,,,,,"To D25 LONG, To DMid LONG, To AMid LONG",", , , , , , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,1125.998967137001,12.401987078998445,BB LONG,17,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,,To D25 LONG,", , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,1314.9101944444444,14.290574371561888,BB LONG,18,,,,,,,,,,,,,,NewBS DMid LONG,BS 2,,,,,,,Free Hit,,,,,,,,,,To DMid LONG,", , , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,1328.0989681349974,14.354705045006313,BB LONG,19,,,,,BW AMid DUKE,,,BL DMid LONG,,,,,,,BS 2,,,,,,"Turnover, Interception",,,,,,,,,,,To DMid LONG,", , , , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,1398.3997748429933,23.698735415003966,BB LONG,20,,,,,BW AMid DUKE,,,BL DMid LONG,,,,,,,BS 1,,,From D25 LONG,,,"Turnover, Interception",,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,1456.7994127000043,17.69268030398075,BB LONG,21,,,,,BW AMid DUKE,,,BL DMid LONG,,,,,,,BS 1,,,From D25 LONG,,,"Turnover, Interception",,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , , Home Game, Q1, DUKE 2 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,1700.2477333333334,11.152389640662477,BB LONG,22,,,,,,,,,,,,,,NewBS DMid LONG,BS 2,,,,,,,Sideline,,,,,,,,,,To DMid LONG,", , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,1710.0976453229946,9.521459806993562,BB LONG,23,,,,,,,,,,,,,,NewBS DMid LONG,BS 2,,,From DMid LONG,,,,Sideline,,,,,,,,,,"To DMid LONG, To AMid LONG",", , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,1718.1989042659866,16.901058309014843,BB LONG,24,,,,,,,,,,,,,,NewBS AMid LONG,BS 3,,,,,,,Free Hit,,,,,,,,,,To AMid LONG,", , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,1733.8000248539875,34.10524843000394,BB LONG,25, ,,,,,,,,,,,,,NewBS A25 LONG,BS 3,Middle,,"From AMid LONG, From A25 LONG, From A25 LONG, From A25 LONG",,"CE LONG, CE LONG",ACE-0 LONG,Free Hit,,,,,,,,,To Circle LONG,"To AMid LONG, To A25 LONG, To A25 LONG",", , , , , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,1766.99979821399,6.998449961015467,BB LONG,26,,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,BS 4,,,,,,"Turnover, Interception",,,,,,,,,,,To A25 LONG,", , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW4 LONG, Start A25 LONG, BS4 LONG, Regular Season, In Conf",,
Duke vs Longwood,1833.5922516869846,11.218959424126524,BB LONG,27,,,,,BW A25 DUKE,,,BL D25 LONG,,,,,,,BS 1,,,,,,"Turnover, Interception",,,Show - Press,,,,,,,,To D25 LONG,", , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,1893.0911471049935,7.005880356006401,BB LONG,28,,,,,BW AMid DUKE,,,BL DMid LONG,,,,,,,BS 2,,,,,,"Turnover, Interception",,,,,,,,,,,To DMid LONG,", , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,1926.9967754879924,33.20217026199589,BB LONG,29,,,,,BW AMid DUKE,,,BL DMid LONG,,,,,,NewBS D25 LONG,BS 1,,,From D25 LONG,,,"Turnover, Interception",Free Hit,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,2066.098496044002,14.7998326289935,BB LONG,30,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,BS 2,,,From DMid LONG,,,"Turnover, Interception",,,,,,,,,,,"To DMid LONG, To AMid LONG",", , , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,2103.399091407994,24.10005378400956,BB LONG,31,,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,BS 3,,,From AMid LONG,,,"End Line, Turnover",,,,,,,,,,,"To AMid LONG, To A25 LONG",", , , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,2168.4989511769986,8.101099981001425,BB LONG,32,,,,,,,,,,,,,,NewBS AMid LONG,BS 3,,,,,,,Free Hit,,,,,,,,,,To AMid LONG,", , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,2175.6982342609895,14.900091158001942,BB LONG,33,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,BS 3,,,,,,"Turnover, Interception",,,,,,,,,,,To AMid LONG,", , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,2255.9996498739933,15.497205681562264,BB LONG,34,,,,,BW AMid DUKE,,,BL DMid LONG,,,,,,,BS 1,,,From D25 LONG,,,"Turnover, Interception",,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,2299.5994730059992,19.186693660667515,BB LONG,35,,,,,,,,,,,,,,,BS 3,,,From AMid LONG,,,,,,,,,,,,,,"To AMid LONG, To A25 LONG",", , , Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,2974.4750704019925,18.225278094998885,BB LONG,36,,,,,,,,,,,,,,NewBS D25 LONG,BS 1,,,,,,,Free Hit,,,,,,,,,,To D25 LONG,", , , Home Game, Q3, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,2991.596105031995,5.002822291993198,BB LONG,37,,,,,BW A25 DUKE,,,BL D25 LONG,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,To D25 LONG,", , , , Home Game, Q3, DUKE 3 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,3029.4107777777776,14.389774601219415,BB LONG,38,,,,,,,,,,,,,,NewBS A25 LONG,BS 2,,,"From DMid LONG, From AMid LONG",,,,Sideline,,,,,,,,,,"To DMid LONG, To AMid LONG, To A25 LONG",", , , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,3042.5988912019907,6.099779653000496,BB LONG,39,,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,BS 4,,,,,,"Turnover, Interception",,,,,,,,,,,To A25 LONG,", , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW4 LONG, Start A25 LONG, BS4 LONG, Regular Season, In Conf",,
Duke vs Longwood,3121.740958368993,15.95845926101083,BB LONG,40,,,,,BW A25 DUKE,,,BL D25 LONG,,,,,,,BS 1,,,From D25 LONG,,,"Turnover, Interception",,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,3161.0979269299846,16.173517514459945,BB LONG,41,,,,,BW A25 DUKE,,,BL D25 LONG,,,,,,,BS 1,,,From D25 LONG,,,"Turnover, Interception",,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,3189.499538400002,13.299870855995778,BB LONG,42,,,,,BW A25 DUKE,,,BL D25 LONG,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,To D25 LONG,", , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,3255.3979973999994,22.300961252993147,BB LONG,43,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,BS 3,,,"From AMid LONG, From DMid LONG",,,"End Line, Turnover",,,,,,,,,,,"To AMid LONG, To DMid LONG, To AMid LONG",", , , , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,3315.6138021669963,15.687142675006271,BB LONG,44,,,,,,,,,,,,,,NewBS DMid LONG,BS 3,,,From AMid LONG,,,,Free Hit,,,,,,,,,,"To AMid LONG, To DMid LONG",", , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,3341.499105447996,19.797642941994127,BB LONG,45,,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,BS 2,,,"From DMid LONG, From AMid LONG",,,"End Line, Turnover",,,,,,,,,,,"To DMid LONG, To AMid LONG, To A25 LONG",", , , , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,3395.9994417879884,11.601105324012678,BB LONG,46,,,,,,,,,,,,,,NewBS A25 LONG,BS 3,,,From AMid LONG,,,,Sideline,,,,,,,,,,"To AMid LONG, To A25 LONG",", , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,3406.398909427988,17.801340329019695,BB LONG,47,,,,,,,,,,,,,,NewBS A25 LONG,BS 4,,,,,,,Long Corner,,,,,,,,,,To A25 LONG,", , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW4 LONG, Start A25 LONG, BS4 LONG, Regular Season, In Conf",,
Duke vs Longwood,3424.0982985179876,16.400646121006503,BB LONG,48,,,,,BW DMid DUKE,,,BL AMid LONG,,,,,,,,,,"From , From DMid LONG",,,"Turnover, Interception",,,,,,,,,LC LONG,,"To DMid LONG, To AMid LONG",", , , , , , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, Start LC LONG, Start LC LONG, Regular Season, In Conf",,
Duke vs Longwood,3466.098888643002,15.702116766995005,BB LONG,49,,,,,,,,,,,,,,NewBS D25 LONG,BS 1,,,,,,,Free Hit,,,,,,,,,,To D25 LONG,", , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,3483.0989933769874,6.598886473001585,BB LONG,50,,,,,,,,,TOW AMid DUKE,,,TO DMid LONG,,,BS 2,,,,,,"Ball Out, Turnover",,,,,,,,,,,To DMid LONG,", , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,3504.6991990429906,33.4713898458981,BB LONG,51, ,,,,BW D25 DUKE,,,BL A25 LONG,,,,,,,BS 3,Middle,,"From AMid LONG, From A25 LONG, From A25 LONG",,"CE LONG, CE LONG","ACE-0 LONG, Duel Lost, Turnover",,,,,,,,,,To Circle LONG,"To AMid LONG, To A25 LONG",", , , , , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,3536.1705888888887,3.8428222222223667,BB LONG,52,,,,,,,,,,,,,,,,,,From A25 LONG,,,,,,,,,,,,,,To D25 LONG,", Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start AMid LONG, Regular Season, In Conf",,
Duke vs Longwood,3552.2994168399964,12.499808195997048,BB LONG,53,,,,,,,,,TOW D25 DUKE,,,TO A25 LONG,,,BS 3,,,From AMid LONG,,,"Ball Out, Turnover",,,,,,,,,,,"To AMid LONG, To A25 LONG",", , , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
Duke vs Longwood,3597.899535383991,15.698769533005361,BB LONG,54,,,,,,,,,TOW D25 DUKE,,,TO A25 LONG,,,BS 4,,,"From A25 LONG, From AMid LONG",,,"Turnover, Foul Against",,,,,,,,,,,"To A25 LONG, To AMid LONG, To A25 LONG",", , , , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW4 LONG, Start A25 LONG, BS4 LONG, Regular Season, In Conf",,
Duke vs Longwood,3654.4999915169874,13.200313482017918,BB LONG,55,,,,,,,,,,,,,,NewBS AMid LONG,BS 2,,,"From DMid LONG, From AMid LONG",,,,Sideline,,,,,,,,,,"To DMid LONG, To AMid LONG, To A25 LONG",", , , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,3666.5998367550064,3.8830203249867736,BB LONG,56,,,,,,,,,TOW D25 DUKE,,,TO A25 LONG,,,,,,,,,"Ball Out, Turnover",,,,,,,,,,,To A25 LONG,", , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW4 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,3725.6985499519965,18.6010081200061,BB LONG,57,,,,,BW AMid DUKE,,,BL DMid LONG,,,,,,,BS 1,,,From D25 LONG,,,"Turnover, Interception",,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,3771.6976764930046,15.860379062551146,BB LONG,58,,,,,BW A25 DUKE,,,BL D25 LONG,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,To D25 LONG,", , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,3856.399764475991,24.798891418012317,BB LONG,59,,,,,,,,,TOW AMid DUKE,,,TO DMid LONG,,,BS 1,,,From D25 LONG,,,"Ball Out, Turnover",,,,,,,,,,,"To D25 LONG, To DMid LONG",", , , , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, BW1 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,3941.7383666666665,4.66261154332642,BB LONG,60,,,,,,,,,,,,,,,BS 2,,,,,,,,,,,,,,,,,To DMid LONG,", , Home Game, Q3, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,4256.900323004001,26.299744340985853,BB LONG,61, ,,,,,,,,,,,,,NewBS A25 LONG,BS 2,Right,,"From DMid LONG, From D25 LONG, From DMid LONG, From DMid LONG, From A25 LONG, From A25 LONG",,"CE LONG, Chance LONG, CE LONG, Shot LONG",,Long Corner,,"Show - Press, Show - Press, Show - Press",,,,,,,To Circle LONG,"To DMid LONG, To D25 LONG, To DMid LONG, To AMid LONG, To A25 LONG",", , , , , , , , , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW2 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,4288.072454183995,11.525985701004174,BB LONG,62,,,,,,,,,TOW DMid DUKE,,,TO AMid LONG,,,,,,"From , From AMid LONG",,,"Turnover, Foul Against",,,,,,,,,LC LONG,,"To AMid LONG, To A25 LONG",", , , , , , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start LC LONG, Start LC LONG, Regular Season, In Conf",,
Duke vs Longwood,4355.3984930759925,9.718489093004791,BB LONG,63,,,,,,,,,,,,,,NewBS AMid LONG,BS 3,,,,,,,Free Hit,,,,,,,,,,To AMid LONG,", , , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, BW3 LONG, Start AMid LONG, BS3 LONG, Regular Season, In Conf",,
