Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BB,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win Duke,BS Outcome - Direct Ball Win RUTG,BS Outcome - Direct Ball Win Rutgers,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover Duke,BS Outcome - Direct turnover RUTG,BS Outcome - Direct turnover Rutgers,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win Duke,BS Outcome - In Direct Ball Win RUTG,BS Outcome - In Direct Ball Win Rutgers,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover Duke,BS Outcome - In Direct turnover RUTG,BS Outcome - In Direct turnover Rutgers,BS Outcome - New BS DUKE,BS Outcome - New BS Duke,BS Outcome - New BS RUTG,BS Outcome - New BS Rutgers,Ball Position,Ball Start,Build Zone,Circle Entry,Circle Zone,Eliminations,From Zone DUKE,From Zone Duke,From Zone RUTG,From Zone Rutgers,Goal Type,Neutral,Outcome +,Outcome -,Outcome Neutral,Presses,Result,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Shot Selection,Start Type DUKE,Start Type Duke,Start Type RUTG,Start Type Rutgers,Target,To Zone DUKE,To Zone Duke,To Zone RUTG,To Zone Rutgers,Ungrouped,Notes,Flags
260822 Rutgers v Duke,3253.8212978069996,16.40411139600019,BW3 RUTG,7,,,,,,,,,,,,,,,,,,,,,,,,NewBS RUTG AMid,,,BS 3,,,,,,,"From RUTG AMid, From RUTG AMid",,,,,,Free Hit,,,,,,,,,,,,,,,,"To AMid RUTG, To A25 RUTG",,"Q3, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW3 RUTG, BH, Start RUTG AMid, BS3 RUTG, Regular Season, Out of Conf",,
260822 Rutgers v Duke,3995.653086274667,8.145219621332672,BW3 RUTG,8,,,,,,BW DUKE DMid,,,,,,BL RUTG AMid,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,,,"Home Game, Q3, BW3 RUTG, RUTG 11<->11 DUKE, RUTG 1 - DUKE 1, BH, Start RUTG AMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,3998.3698006463337,6.831009998333229,BW3 RUTG,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, BW3 RUTG",,
260822 Rutgers v Duke,4392.244488172,33.01779467899905,BW3 RUTG,10,,,,,,,,,,,,,,,,,,,,,,,,NewBS RUTG DMid,,,,,,,,,,From RUTG AMid,,,,,,Free Hit,,,,,,,,,,,,,,,,To DMid RUTG,,"Q4, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW3 RUTG, BH, Start RUTG AMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,4419.407616713,5.999955122999381,BW3 RUTG,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, BW3 RUTG",,
260822 Rutgers v Duke,4674.800204725,10.196856817999105,BW3 RUTG,12,,,,,,BW DUKE D25,,,,,,BL RUTG A25,,,,,,,,,,,,,,,,Left,,,,,,"From RUTG A25, From RUTG A25",,,,"CE RUTG, CE RUTG, CE RUTG, CE RUTG","ACE-0 RUTG, Interception, Turnover",,,,,,,,,,,,,,,,,"To Circle RUTG, To Circle RUTG",,"Q4, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW3 RUTG, BH, Start RUTG AMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,4679.191088465,6.513670528998773,BW3 RUTG,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, BW3 RUTG",,
260822 Rutgers v Duke,4905.80029614,6.995040751999113,BW3 RUTG,14,,,,,,,,,,,,,,TOW DUKE DMid,,,,,,TO RUTG AMid,,,,,,,,,,,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,,,,,,,,"RUTG 1 - DUKE 1, RUTG 11<->11 DUKE",,
260822 Rutgers v Duke,4907.041669206,6.464919165000538,BW3 RUTG,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, BW3 RUTG",,
260822 Rutgers v Duke,4915.433511148001,11.963977244997295,BW3 RUTG,16,,,,,,,,,,,,,,TOW DUKE D25,,,,,,TO RUTG A25,,,,,,,,,,,,,,From RUTG AMid,,,,,"Turnover, Foul Against",,,,,,,,,,,,,,,,,To A25 RUTG,,"Home Game, RUTG 1 - DUKE 1, BW2 DUKE, RUTG 11<->11 DUKE, Q4, BH, Start RUTG AMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,4921.580663394999,7.820370232000641,BW3 RUTG,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, BW3 RUTG",,
260822 Rutgers v Duke,6497.700066819,9.300962048999281,BW3 RUTG,18,,,,,,,,,,,,,,,,,,,,,,,,NewBS RUTG AMid,,,,,,,,,,,,,,,,Free Hit,,,,,,,,,,,,,,,,,,"Q5, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW3 RUTG, BH, Start RUTG AMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,134.61787416933328,7.597922928000088,BW2 RUTG,1,,,,,,BW DUKE AMid,,,,,,BL RUTG DMid,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,,,"RUTG 11<->10 DUKE, BW3 DUKE",,
260822 Rutgers v Duke,136.3512490986667,6.15887730633321,BW2 RUTG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->10 DUKE, BW2 RUTG",,
260822 Rutgers v Duke,893.3816401923332,6.564249312666561,BW2 RUTG,3,,,,,,BW DUKE AMid,,,,,,BL RUTG DMid,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,,,"RUTG 0 - DUKE 0, RUTG 11<->11 DUKE",,
260822 Rutgers v Duke,894.1150287366667,6.306576297666538,BW2 RUTG,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, BW2 RUTG",,
260822 Rutgers v Duke,942.5149746986668,41.21650406566653,BW2 RUTG,5,,,,,,,,,,,,,,,,,,,,,,,,"NewBS RUTG AMid, NewBS RUTG A25",,,,,,,,,,"From RUTG DMid, From RUTG AMid, From RUTG DMid, From RUTG AMid, From RUTG DMid, From RUTG AMid",,,,,,"Free Hit, Free Hit",,,,,,,,,,,,,,,,"To AMid RUTG, To DMid RUTG, To AMid RUTG, To DMid RUTG, To AMid RUTG, To A25 RUTG",,"Home Game, Q1, RUTG 0 - DUKE 0, VC Game 1, BW2 RUTG, Start RUTG DMid, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,1596.6244686633338,22.362910372999522,BW2 RUTG,6,,,,,,BW DUKE DMid,,,,,,BL RUTG AMid,,,,,,,,,,,,,,,,,,,,,,"From RUTG DMid, From RUTG AMid",,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,"To AMid RUTG, To A25 RUTG",,"Home Game, Q2, RUTG 0 - DUKE 0, RUTG 10<->11 DUKE, BW2 RUTG, BH, Start RUTG DMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,1613.2075984413332,6.10697375399991,BW2 RUTG,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q2, Home Game, BW2 RUTG, RUTG 10<->11 DUKE, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,3303.8544375100005,8.788950596999712,BW2 RUTG,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q3, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW2 RUTG, BH, Start RUTG DMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,3799.936399581,25.514113795666617,BW2 RUTG,9,,,,,,,,,,,,,,TOW DUKE D25,,,,,,TO RUTG A25,,,,,,,,Centre,,,,,,"From RUTG DMid, From RUTG AMid, From RUTG DMid, From RUTG AMid, From RUTG A25, From RUTG A25",,,,"CE RUTG, CE RUTG, CE RUTG, CE RUTG","ACE-0 RUTG, Foul Against, Turnover",,,,,,,,,,,,,,,,,"To AMid RUTG, To DMid RUTG, To AMid RUTG, To A25 RUTG, To Circle RUTG, To Circle RUTG",,"Home Game, Q3, BW2 RUTG, RUTG 11<->11 DUKE, RUTG 1 - DUKE 1, BH, Start RUTG DMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,3819.5864676079996,6.549935883001126,BW2 RUTG,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, BW2 RUTG",,
260822 Rutgers v Duke,4453.401090382999,8.695152633998987,BW2 RUTG,11,,,,,,BW DUKE D25,,,,,,BL RUTG A25,,,,,,,,,,,,,,,,,,,,,,From RUTG AMid,,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,To A25 RUTG,,"Q4, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW2 RUTG, BH, Start RUTG DMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,4456.301084797,5.847378492999269,BW2 RUTG,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 1 - DUKE 1, BW2 RUTG, RUTG 11<->11 DUKE",,
260822 Rutgers v Duke,4726.829021550001,8.505078435997348,BW2 RUTG,13,,,,,,BW DUKE DMid,,,,,,BL RUTG AMid,,,,,,,,,,,,,,,,,,,,,,From RUTG DMid,,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,To AMid RUTG,,"Q4, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW2 RUTG, BH, Start RUTG DMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,4729.869412027,7.428393317997688,BW2 RUTG,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, BW2 RUTG",,
260822 Rutgers v Duke,182.634532028,20.416594525666625,BW1 RUTG,1,,,,,,,,,,,,,,,,,,,,,,,,NewBS RUTG D25,,,,,,,,,,,,,,,,Sideline,,,,,,,,,,,,,,,,,,"Q1, Home Game, BW2 DUKE, RUTG 11<->10 DUKE, RUTG 0 - DUKE 0, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,197.1512354106666,6.483287136333502,BW1 RUTG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->10 DUKE, BW1 RUTG",,
260822 Rutgers v Duke,303.0511952056666,13.997664420999854,BW1 RUTG,3,,,,,,BW DUKE AMid,,,,,,BL RUTG DMid,,,,,,,,,,,,,,,,,,,,,,From RUTG D25,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,To DMid RUTG,,"Q1, Home Game, BW3 DUKE, RUTG 11<->11 DUKE, RUTG 0 - DUKE 0, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,476.91786185333325,9.330778217333375,BW1 RUTG,4,,,,,,BW DUKE A25,,,,,,BL RUTG D25,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,,,"Home Game, RUTG 0 - DUKE 0, Q1, RUTG 11<->11 DUKE, BW1 RUTG, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,480.3512279196667,6.2258393193333745,BW1 RUTG,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, BW1 RUTG",,
260822 Rutgers v Duke,596.6353944836667,12.742886054999985,BW1 RUTG,6,,,,,,,,,,,,,,TOW DUKE A25,,,,,,TO RUTG D25,,,,,,,,,,,,,,,,,,,"Turnover, Ball Out",,,,,,,,,,,,,,,,,,,"Q1, Home Game, BW4 DUKE, RUTG 11<->11 DUKE, RUTG 0 - DUKE 0, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,603.5826067066669,6.70136986399973,BW1 RUTG,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, Start RUTG D25, BW1 RUTG",,
260822 Rutgers v Duke,1120.034215184,6.586255881999705,BW1 RUTG,8,,,,,,BW DUKE A25,,,,,,BL RUTG D25,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,,,RUTG 11<->11 DUKE,,
260822 Rutgers v Duke,1120.785765952,6.115640892999863,BW1 RUTG,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, BW1 RUTG",,
260822 Rutgers v Duke,2366.6015027939998,11.78336600833336,BW1 RUTG,10,,,,,,,,,,,,,,,,,,,,,,,,,,,BS 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q2, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW1 RUTG, BH, Start RUTG D25, BS1 RUTG, Regular Season, Out of Conf",,
260822 Rutgers v Duke,3227.4853976459995,11.327343135000774,BW1 RUTG,11,,,,,,,,,,,,,,,,,,,,,,,,,,,BS 1,,,,,,,From RUTG D25,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, Q3, RUTG 1 - DUKE 1, RUTG 11<->11 DUKE, BW1 RUTG, BH, Start RUTG D25, BS2 RUTG, Regular Season, Out of Conf",,
260822 Rutgers v Duke,3359.69931673,13.381366372999764,BW1 RUTG,12,,,,,,BW DUKE AMid,,,,,,BL RUTG DMid,,,,,,,,,,,,,,,,,,,,,,From RUTG D25,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 1 - DUKE 1, BW4 DUKE, RUTG 11<->11 DUKE, Q3, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,4602.087580524999,9.743591009002557,BW1 RUTG,13,,,,,,,,,,,,,,,,,,,,,,,,NewBS RUTG AMid,,,,,,,,,,From RUTG DMid,,,,,,Sideline,,,,,,,,,,,,,,,,To AMid RUTG,,"Home Game, Q4, BW1 RUTG, VC Game 1, RUTG 1 - DUKE 1, Start RUTG D25, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,4862.765338333999,13.00558436600113,BW1 RUTG,14,,,,,,BW DUKE D25,,,,,,BL RUTG A25,,,,,,,,,,,,,,,,,,,,,,"From RUTG D25, From RUTG DMid, From RUTG AMid",,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,"To DMid RUTG, To AMid RUTG, To A25 RUTG",,"Q4, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW1 RUTG, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,5314.001112679,15.147086900000431,BW1 RUTG,15,,,,,,,,,,,,,,,,,,,,,,,,NewBS RUTG DMid,,,,,,,,,,From RUTG D25,,,,,,Free Hit,,,,,,,,,,,,,,,,To DMid RUTG,,"Q4, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW1 RUTG, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,5543.200882458999,11.433362763999867,BW1 RUTG,16,,,,,,,,,,,,,,,,,,,,,,,,NewBS RUTG DMid,,,,,,,,,,From RUTG D25,,,,,,Sideline,,,,,,,,,,,,,,,,To DMid RUTG,,"Q4, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW1 RUTG, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,6537.100687295,32.600335415999325,BW1 RUTG,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From RUTG D25, From RUTG DMid",,,,,,,,,,,,,,,,,,,,,,"To DMid RUTG, To AMid RUTG",,"Q5, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW1 RUTG, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,6906.946526197999,17.84843891499986,BW1 RUTG,18,,,,,,BW DUKE D25,,,,,,BL RUTG A25,,,,,,,,,,,,,,,,,,,,,,"From RUTG D25, From RUTG DMid, From RUTG AMid",,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,"To DMid RUTG, To AMid RUTG, To A25 RUTG",,"Q5, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW1 RUTG, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,6919.008360253,5.964199093996285,BW1 RUTG,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 1 - DUKE 1, BW1 RUTG, RUTG 11<->11 DUKE",,
260822 Rutgers v Duke,7063.203800776,11.793044756998825,BW1 RUTG,20,,,,,,BW DUKE AMid,,,,,,BL RUTG DMid,,,,,,,,,,,,,,,,,,,,,,From RUTG D25,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 1 - DUKE 1, BW3 DUKE, RUTG 11<->11 DUKE, Q5, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,7069.188729807001,6.218770988995857,BW1 RUTG,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 1 - DUKE 1, BW1 RUTG, RUTG 11<->11 DUKE",,
260822 Rutgers v Duke,7369.041153024003,24.056402153996714,BW1 RUTG,22,,,,,,,,,,,,,,TOW DUKE AMid,,,,,,TO RUTG DMid,,,,,,,,,,,,,,"From RUTG D25, From RUTG DMid",,,,,"Turnover, Ball Out",,,,,,,,,,,,,,,,,"To DMid RUTG, To AMid RUTG",,"Home Game, RUTG 1 - DUKE 1, BW4 DUKE, RUTG 11<->11 DUKE, Q6, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,7387.348048084001,7.851966796000852,BW1 RUTG,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, BW1 RUTG",,
260822 Rutgers v Duke,7571.018931994002,40.83573388399691,BW1 RUTG,24,,,,,,,,,,,,,,TOW DUKE DMid,,,,,,TO RUTG AMid,,,,,,,,,,,,,,"From RUTG D25, From RUTG DMid",,,,,"Turnover, Ball Out",,,,,,,,,,,,,,,,,"To DMid RUTG, To AMid RUTG",,"Q6, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW1 RUTG, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,7654.892018049,11.27273595099723,BW1 RUTG,25,,,,,,BW DUKE DMid,,,,,,BL RUTG AMid,,,,,,,,,,,,,,,,,,,,,,"From RUTG D25, From RUTG DMid",,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,"To DMid RUTG, To AMid RUTG",,"Q6, RUTG 1 - DUKE 1, Home Game, RUTG 11<->11 DUKE, BW1 RUTG, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,7660.972424051003,5.913860181997734,BW1 RUTG,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RUTG 11<->11 DUKE, BW1 RUTG",,
260822 Rutgers v Duke,127.29775273966666,3.633840832333277,DMid RUTG,1,,,,,,BW DUKE AMid,,,,,,BL RUTG DMid,,,,,,,,,,,,,,,,,,,,,,From RUTG D25,,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BW1 RUTG, BH, BS0 RUTG, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,138.25130276066665,3.964494336666718,DMid RUTG,2,,,,,,BW DUKE AMid,,,,,,BL RUTG DMid,,,,,,,,,,,,,,,,,,,,From DUKE DMid,,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, Q1, RUTG 0 - DUKE 0, VC Game 1, Start Interception, BW3 DUKE, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,161.40066230633326,2.842757237666632,DMid RUTG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From DUKE AMid, From DUKE AMid",,,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BH, Start DUKE AMid, BS3 DUKE, Regular Season, Out of Conf",,
260822 Rutgers v Duke,217.7918399413333,2.810414681333299,DMid RUTG,4,,,,,,BW DUKE AMid,,,,,,BL RUTG DMid,,,,,,,,,,,,,,,,,,,,,,From RUTG D25,,,,,"Interception, Turnover",,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BH, BS1 RUTG, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,239.8654974313333,3.5667444586666477,DMid RUTG,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG D25,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BH, BS1 RUTG, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,246.1113640019999,3.137359353999841,DMid RUTG,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG AMid,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BH, Start RUTG D25, BS1 RUTG, Regular Season, Out of Conf",,
260822 Rutgers v Duke,286.5539349799999,7.230779756333391,DMid RUTG,7,,,,,,BW DUKE AMid,,,,,,BL RUTG DMid,,,,,,,,,,,,,,,,,,,,,,From RUTG AMid,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, Q1, RUTG 0 - DUKE 0, VC Game 1, BW3 RUTG, Start RUTG AMid, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,307.09881904299993,9.95004058366652,DMid RUTG,8,,,,,,BW DUKE AMid,,,,,,BL RUTG DMid,,,,,,,,,,,,,,,,,,,,,,From RUTG D25,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, Q1, RUTG 0 - DUKE 0, VC Game 1, BW1 RUTG, Start RUTG D25, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,352.73460454566657,3.722058566333544,DMid RUTG,9,,,,,,,,,,,,,,TOW DUKE AMid,,,,,,TO RUTG DMid,,,,,,,,,,,,,,From RUTG D25,,,,,"Turnover, Ball Out",,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BH, BS1 RUTG, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,391.3649724253331,2.989465316333394,DMid RUTG,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG D25,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BH, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,506.08213156,6.3278603826666995,DMid RUTG,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG D25,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, Q1, RUTG 0 - DUKE 0, VC Game 1, Start RUTG D25, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,535.5402369386666,6.7891167840000435,DMid RUTG,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG AMid,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BH, Start RUTG AMid, BS3 RUTG, Regular Season, Out of Conf",,
260822 Rutgers v Duke,844.9754017719998,8.862359435666804,DMid RUTG,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG D25,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BH, Start RUTG D25, BS1 RUTG, Regular Season, Out of Conf",,
260822 Rutgers v Duke,896.5828490670001,3.3630404379996435,DMid RUTG,14,,,,,,BW DUKE AMid,,,,,,BL RUTG DMid,,,,,,,,,,,,,,,,,,,,From DUKE AMid,,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, Q1, RUTG 0 - DUKE 0, VC Game 1, Start Interception, BH, BS2 DUKE, Start DUKE AMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,903.8776637903331,3.091817189999915,DMid RUTG,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BW2 RUTG, BH, Start RUTG DMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,945.4200270816667,11.942492712999638,DMid RUTG,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From DUKE AMid,,,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, Q1, BW1 DUKE, VC Game 1, Start Interception, RUTG 0 - DUKE 0, BH, Start RUTG DMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,959.2625573156666,2.953748080999844,DMid RUTG,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG AMid,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BW2 RUTG, BH, Start RUTG DMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,962.4958380959997,9.447412792000023,DMid RUTG,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG AMid,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, Q1, RUTG 0 - DUKE 0, VC Game 1, BW2 RUTG, Start RUTG DMid, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,1315.6396728893328,5.012540163333824,DMid RUTG,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Q2, RUTG 0 - DUKE 0, Home Game, RUTG 11<->11 DUKE, BW2 RUTG, BH, Start RUTG DMid, Regular Season, Out of Conf",,
260822 Rutgers v Duke,1352.9621443906663,6.033473122000487,DMid RUTG,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG AMid,,,,,,,,,,,,,,,,,,,,,,To DMid RUTG,,"Home Game, RUTG 0 - DUKE 0, Q2, VC Game 1, BH, BS4 RUTG, Start RUTG A25, Regular Season, Out of Conf",,
