Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BB,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win Duke,BS Outcome - Direct Ball Win RUTG,BS Outcome - Direct Ball Win Rutgers,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover Duke,BS Outcome - Direct turnover RUTG,BS Outcome - Direct turnover Rutgers,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win Duke,BS Outcome - In Direct Ball Win RUTG,BS Outcome - In Direct Ball Win Rutgers,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover Duke,BS Outcome - In Direct turnover RUTG,BS Outcome - In Direct turnover Rutgers,BS Outcome - New BS DUKE,BS Outcome - New BS Duke,BS Outcome - New BS RUTG,BS Outcome - New BS Rutgers,Ball Position,Ball Start,Build Zone,Circle Entry,Circle Zone,Eliminations,From Zone DUKE,From Zone Duke,From Zone RUTG,From Zone Rutgers,Goal Type,Neutral,Outcome +,Outcome -,Outcome Neutral,Presses,Result,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Shot Selection,Start Type DUKE,Start Type Duke,Start Type RUTG,Start Type Rutgers,Target,To Zone DUKE,To Zone Duke,To Zone RUTG,To Zone Rutgers,Ungrouped,Notes,Flags
260822 Rutgers v Duke,109.3690458423333,1.0,Start,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Home Game, RUTG 0 - DUKE 0, Q0, VC Game 1, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,1305.4452042956668,1.0,Start,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,3055.740900269333,1.0,Start,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Home Game, RUTG 1 - DUKE 1, Q2, VC Game 1, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,4379.497767733999,1.0,Start,4,,,,,(Re)Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Home Game, RUTG 1 - DUKE 1, Q3, VC Game 1, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,6184.195712106999,1.0,Start,5,,,,,(Re)Start,,,,,,,,,,,,,,,,,,,,,,,,,,,From,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,,,"Home Game, RUTG 1 - DUKE 1, Q4, VC Game 1, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,7259.897663925999,1.0,Start,6,,,,,(Re)Start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Home Game, RUTG 1 - DUKE 1, Q5, VC Game 1, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,3420.484988500999,17.0,Yellow RUTG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,5581.791723962,13.0,Upgrade PC RUTG,1,,,PC Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG A25,,,,,,,,,,,,,,,,,,,,,,,,"Home Game, Q4, BW4 RUTG, VC Game 1, RUTG 1 - DUKE 1, BH, Start RUTG A25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,7722.089583510999,13.0,Upgrade PC RUTG,2,,,PC Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG A25,,,,,,,,,,,,,,,,,,,,,,,,"Home Game, RUTG 1 - DUKE 1, Q6, VC Game 1, BH, BS2 RUTG, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,123.81114146566652,7.120452106333417,RUTG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,139.25130276066665,2.964494336666718,RUTG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,162.40066230633326,3.1147576469999763,RUTG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,187.19471599000002,33.407538632666586,RUTG,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,232.70210883233327,40.58024971266664,RUTG,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,286.4999648813333,7.284749854999973,RUTG,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,306.91967285199996,10.129186774666493,RUTG,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,349.2553892886668,7.201273823333338,RUTG,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,388.61559402833325,7.824262998333381,RUTG,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,441.2822952509999,16.632451664333416,RUTG,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,481.6198971859998,4.628742884666849,RUTG,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,505.6519982863332,48.2003285673336,RUTG,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,594.5680547566666,2.764124874999993,RUTG,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,601.3933303486665,7.984950190000177,RUTG,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,839.5290852353331,21.316178850666574,RUTG,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,897.5828490670001,2.3630404379996435,RUTG,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,904.8776637903331,21.68404728333337,RUTG,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,946.4200270816667,75.68831042933311,RUTG,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1059.235312278,41.97686715799978,RUTG,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1123.8315780819999,2.788892983999858,RUTG,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1316.6396728893328,9.40565804833409,RUTG,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1329.5124217063333,34.65327439266639,RUTG,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1431.1146137853332,32.813495073666445,RUTG,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1506.9493260919996,37.76740788033362,RUTG,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1580.078627177333,16.614942605000124,RUTG,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1600.8725475313329,18.11483150500044,RUTG,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1633.0992756823334,17.419246332332932,RUTG,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1649.7973236626667,11.288373227666625,RUTG,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1681.0577059236666,5.194564541333193,RUTG,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1706.3563192896668,30.484234986333377,RUTG,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1767.0352041569995,25.75023544533383,RUTG,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1905.5688768036666,17.066594496666767,RUTG,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1949.701196003,44.369272698666464,RUTG,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,2022.9800096859997,60.62162556399994,RUTG,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,2162.3233507506666,19.76260533666664,RUTG,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,2198.8703873646664,33.87242250333338,RUTG,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,2245.79087084,2.4558070776665772,RUTG,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,2288.925302594333,9.149024792333421,RUTG,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,2319.2600119459994,6.591809018000731,RUTG,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,2371.3650941396663,15.191822960000536,RUTG,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3056.1525286759997,19.765093393666575,RUTG,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3087.0570385876663,31.49080929066713,RUTG,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3165.7810187966666,14.681556034333425,RUTG,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3222.764563674,21.64013391399976,RUTG,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3257.7702680499997,16.844811633000518,RUTG,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3286.4556993349997,5.430393065999851,RUTG,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3306.7209158419996,19.45817336900018,RUTG,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3364.070246186999,9.010436916000799,RUTG,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3376.433189024999,22.1459308400008,RUTG,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3663.248543907999,25.180725860000166,RUTG,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3708.4159680479993,33.68971667666756,RUTG,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3804.398538306333,21.051975070333356,RUTG,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3942.2005135130003,8.767164823332678,RUTG,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3967.087596065,24.67719951433355,RUTG,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,3999.5861590373333,4.212146858666529,RUTG,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4185.933238131,26.35235142000056,RUTG,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4379.602154446001,13.895436961997802,RUTG,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4396.897973249,52.300038178998875,RUTG,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4457.296590447999,4.799652568999591,RUTG,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4482.495439631999,28.10098390500025,RUTG,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4547.078013772999,4.618496168999627,RUTG,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4579.797519859,10.70018307800001,RUTG,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4602.096979294999,42.1009029700017,RUTG,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4678.2305821069995,6.766479435999827,RUTG,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4693.397923221999,18.937535924000258,RUTG,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4731.510425954999,3.8236740309994275,RUTG,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4867.36530555,8.40561715000058,RUTG,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4885.496017924999,19.399779184999716,RUTG,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4908.326562427,4.468774464999115,RUTG,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4920.305601311998,7.091887081001005,RUTG,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,4975.395599413,5.401903040999969,RUTG,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,5232.196607770999,10.76822077900033,RUTG,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,5316.958940553998,88.13724242899934,RUTG,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,5389.197078792999,30.39911254300023,RUTG,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,5488.678820619999,14.894146780000483,RUTG,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,5545.968529094998,17.628969925000092,RUTG,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,5565.655641469,6.341473209997275,RUTG,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,5587.611136086999,9.788063363998845,RUTG,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,5850.296825471998,14.598838857000374,RUTG,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,6227.299244632999,36.35058529399976,RUTG,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,6320.498182912999,13.39816498699929,RUTG,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,6384.898006049999,18.600110627000504,RUTG,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,6457.695174056999,33.784125610000956,RUTG,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,6500.597244255,21.400551434997396,RUTG,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,6539.829494473999,44.642633254999964,RUTG,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,6588.196524391,5.577375609000228,RUTG,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,6809.662264892999,39.23472126700017,RUTG,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,6852.498676894999,5.897294819998933,RUTG,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,6911.293621804,13.501343308998912,RUTG,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,6941.9983536559985,28.897614129999056,RUTG,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,7067.691684291997,7.30516124100177,RUTG,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,7259.695540048,15.099250724997546,RUTG,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,7278.697656478998,35.09900854499847,RUTG,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,7373.896828269996,19.200726908003162,RUTG,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,7471.498588324,16.507515467999838,RUTG,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,7493.897119722999,43.0002176279977,RUTG,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,7575.397646366998,36.45701951100091,RUTG,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,7659.3494667390005,6.815287260997138,RUTG,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,7695.132591173998,41.967031969002164,RUTG,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,7784.700073186,19.69793388800099,RUTG,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,7819.096903840001,10.998524149995319,RUTG,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,7861.198082434999,30.29973060699922,RUTG,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260822 Rutgers v Duke,1008.6228232979997,11.24929824100036,PC Win RUTG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG A25,,,,"CE RUTG, PC Win RUTG",,,,,,,,,,,,,,,,,,To Circle RUTG,,"Home Game, RUTG 0 - DUKE 0, Q1, VC Game 1, BH, BS4 RUTG, Start RUTG A25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,1451.178764353,10.769074373666399,PC Win RUTG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG A25,,,,"CE RUTG, PC Win RUTG",,,,,,,,,,,,,,,,,,To Circle RUTG,,"Home Game, Q2, RUTG 0 - DUKE 0, VC Game 1, BH, BS2 RUTG, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,3106.3143103376665,10.884352298666727,PC Win RUTG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG A25,,,,"CE RUTG, PC Win RUTG",,,,,,,,,,,,,,,,,,To Circle RUTG,,"Home Game, Q3, Start LC RUTG, VC Game 1, RUTG 1 - DUKE 1, BH, Start LC RUTG, Regular Season, Out of Conf",,
260822 Rutgers v Duke,5583.791723962,11.908617715000219,PC Win RUTG,4,,,PC Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG A25,,,,,,,,,,,,,,,,,,,,,,,,"Home Game, Q4, BW4 RUTG, VC Game 1, RUTG 1 - DUKE 1, BH, Start RUTG A25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,6250.697331282999,10.203442074000122,PC Win RUTG,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG A25,,,,"CE RUTG, PC Win RUTG",,,,,,,,,,,,,,,,,,To Circle RUTG,,"Home Game, Q5, BW1 RUTG, VC Game 1, RUTG 1 - DUKE 1, Start RUTG D25, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,7724.089583510999,12.011109696003587,PC Win RUTG,6,,,PC Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From RUTG A25,,,,,,,,,,,,,,,,,,,,,,,,"Home Game, RUTG 1 - DUKE 1, Q6, VC Game 1, BH, BS2 RUTG, Start RUTG D25, Regular Season, Out of Conf",,
260822 Rutgers v Duke,1061.9933306879998,9.899385610000309,PC RUTG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,"Shot RUTG, Chance RUTG",,Long Corner,,,,PC,,,,,,,,,,,,"To Circle RUTG, To Circle RUTG",,"Q1, Home Game, RUTG 0 - DUKE 0, VC Game 1, PC, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,1508.0708302520002,21.271991100999912,PC RUTG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,"Shot RUTG, Chance RUTG",,,,,,PC,,,,,,,,,,,,"To Circle RUTG, To Circle RUTG",,"Q2, Home Game, RUTG 0 - DUKE 0, VC Game 1, PC, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,3167.1799204656663,13.282654365333656,PC RUTG,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,,,,,,,,,"Turnover, End Line",,,,,PC,,,,,,,,,,,,To Circle RUTG,,"Q3, Home Game, RUTG 1 - DUKE 1, VC Game 1, PC, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,5854.997675855998,9.897988473000623,PC RUTG,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turnover, Duel Lost",,,,,PC,,,,,,,,,,,,,,"Q4, Home Game, RUTG 1 - DUKE 1, VC Game 1, PC, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,6323.863597665999,10.03275023399965,PC RUTG,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turnover, Foul Against",,,,,PC,,,,,,,,,,,,,,"Q5, Home Game, RUTG 1 - DUKE 1, VC Game 1, PC, BH, Regular Season, Out of Conf",,
260822 Rutgers v Duke,7786.597176419,11.727649181999368,PC RUTG,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sideline,,,,PC,,,,,,,,,,,,,,"Q6, Home Game, RUTG 1 - DUKE 1, VC Game 1, PC, BH, Regular Season, Out of Conf",,
