Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win BC,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover BC,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win BC,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover BC,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS BC,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone BC,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type BC,Start Type DUKE,To Zone BC,To Zone DUKE,Ungrouped,Notes,Flags
video 23 09 2022,1028.823900888997,0.0,Labels,177,,,,,,,,,,,,,,,,,From A25 BC,,,CE BC,ACE-0 BC,,,,,,,,,,,To Circle BC,,,
video 23 09 2022,1029.8899358319964,0.0,Labels,178,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1044.1200461233286,0.0,Labels,179,,,,,,,,,,,,,,,,,,,,"CE BC, PC Win BC",,,,,,,,,,,,To Circle DUKE,", ",,
video 23 09 2022,1088.7460901653374,0.0,Labels,180,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
video 23 09 2022,1098.445674351652,0.0,Labels,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 BC,,", ",,
video 23 09 2022,1100.626685544659,0.0,Labels,182, ,,,,,,,,,,,,,,,Right,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1104.2435140103312,0.0,Labels,183,,,,,,,,,,,,,,,,,From A25 BC,,,,ACE-0 BC,,,,,,,,,,,To Circle BC,,,
video 23 09 2022,1106.1833378963297,0.0,Labels,184,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1107.6768738166688,0.0,Labels,185,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,To D25 DUKE,,,
video 23 09 2022,1267.8474460696605,0.0,Labels,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
video 23 09 2022,1273.558596514649,0.0,Labels,187,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,
video 23 09 2022,1278.5491404873276,0.0,Labels,188,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,1285.1919322469967,0.0,Labels,189,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1286.4085351546505,0.0,Labels,190,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,To DMid BC,,,,
video 23 09 2022,1293.4574604443378,0.0,Labels,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid BC,,", ",,
video 23 09 2022,1301.7246878376682,0.0,Labels,192,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,1308.2103072936602,0.0,Labels,193,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1309.3080737883276,0.0,Labels,194,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,1311.5434822219893,0.0,Labels,195,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
video 23 09 2022,1315.8101878626576,0.0,Labels,196,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1316.952912681328,0.0,Labels,197,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,To DMid BC,,,,
video 23 09 2022,1322.5267908783303,0.0,Labels,198,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,1329.6886508149812,0.0,Labels,199,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,1332.0303131663231,0.0,Labels,200,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,To A25 BC,,,,
video 23 09 2022,1336.201119872661,0.0,Labels,201,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1344.1019978669863,0.0,Labels,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
video 23 09 2022,1358.3007278076727,0.0,Labels,203,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1362.3851008119893,0.0,Labels,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 BC,,", ",,
video 23 09 2022,1366.0169403566551,0.0,Labels,205, ,,,,,,,,,,,,,,,Right,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1368.1870466676553,0.0,Labels,206,,,,,,,,,,,,,,,,,From A25 BC,,,CE BC,ACE-0 BC,,,,,,,,,,,To Circle BC,,,
video 23 09 2022,1369.4676954293207,0.0,Labels,207,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1375.988164235987,0.0,Labels,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
video 23 09 2022,1381.9060496716684,0.0,Labels,209,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,1387.6375781249837,0.0,Labels,210,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
video 23 09 2022,1389.810406955996,0.0,Labels,211,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
video 23 09 2022,1395.8150328713305,0.0,Labels,212, ,,,,,,,,,,,,,,,Right,,From A25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1401.8364207699883,0.0,Labels,213,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,To Circle DUKE,,,
video 23 09 2022,1403.053174090659,0.0,Labels,214,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1413.6979770689989,0.0,Labels,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BC,,", ",,
video 23 09 2022,1421.4801134176607,0.0,Labels,216,,,,,,,,,,,,,,,,,From D25 BC,,,,,,,,,,,,,,To DMid BC,,,,
video 23 09 2022,1428.3128835363216,0.0,Labels,217,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1430.034368631995,0.0,Labels,218,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,,To AMid DUKE,,,
video 23 09 2022,1433.046763558658,0.0,Labels,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
video 23 09 2022,1435.7863631763344,0.0,Labels,220,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
video 23 09 2022,1437.6923098396585,0.0,Labels,221,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1439.515014240992,0.0,Labels,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BC,,", ",,
video 23 09 2022,1442.6174654853205,0.0,Labels,223,,,,,,,,,,,,,,,,,From D25 BC,,,,,,,,,,,,,,To DMid BC,,,,
video 23 09 2022,1448.470056937655,0.0,Labels,224,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1450.5107165743257,0.0,Labels,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
video 23 09 2022,1452.4709367649891,0.0,Labels,226,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,1461.5416824583303,0.0,Labels,227,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
video 23 09 2022,1475.3218390239933,0.0,Labels,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
video 23 09 2022,1477.7292146883156,0.0,Labels,229,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
video 23 09 2022,1483.812583834659,0.0,Labels,230,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1485.0053365749989,0.0,Labels,231,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To D25 BC,,,,
video 23 09 2022,1486.6731199266533,0.0,Labels,232,,,,,,,,,,,,,,,,,From D25 BC,,,,,,,,,,,,,,To DMid BC,,,,
video 23 09 2022,1501.6715578539956,0.0,Labels,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid BC,,", ",,
video 23 09 2022,1507.7371855303272,0.0,Labels,234,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,1518.003541723315,0.0,Labels,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 BC,,", ",,
video 23 09 2022,1521.697530611317,0.0,Labels,236,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,1526.487913010995,0.0,Labels,237,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,To A25 BC,,,,
video 23 09 2022,1530.502043105652,0.0,Labels,238, ,,,,,,,,,,,,,,,Middle,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1532.681080462336,0.0,Labels,239,,,,,,,,,,,,,,,,,From A25 BC,,,"Shot BC, CE BC, Chance BC",,,,,,,,,,,,To Circle BC,,,
video 23 09 2022,1534.1781314453203,0.0,Labels,240,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1535.5253406343263,0.0,Labels,241,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,To D25 DUKE,,,
video 23 09 2022,1539.5362723156518,0.0,Labels,242,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1542.9433246679814,0.0,Labels,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 BC,,", ",,
video 23 09 2022,1545.5718743396646,0.0,Labels,244,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,1549.064784188658,0.0,Labels,245,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,To A25 BC,,,,
video 23 09 2022,1553.6804701810004,0.0,Labels,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 BC,,", ",,
video 23 09 2022,1556.3065285269981,0.0,Labels,247, ,,,,,,,,,,,,,,,Middle,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1557.7973899986605,0.0,Labels,248,,,,,,,,,,,,,,,,,From A25 BC,,,"Shot BC, CE BC, Chance BC",,,,,,,,,,,,To Circle BC,,,
video 23 09 2022,1562.8390600163304,0.0,Labels,249,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1578.493842736655,0.0,Labels,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
video 23 09 2022,1600.916394366661,0.0,Labels,251,,,,,,,,,,,,,,NewBS D25 DUKE,,,,From D25 DUKE,,,,Sideline,,,,,,,,,,,,,
video 23 09 2022,1605.6321039826582,0.0,Labels,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
video 23 09 2022,1608.3373313966524,0.0,Labels,253,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1609.5798015206587,0.0,Labels,254,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,1620.444927599655,0.0,Labels,255,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1621.6306851686616,0.0,Labels,256,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,,To D25 DUKE,,,
video 23 09 2022,1626.180971518653,0.0,Labels,257,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,1632.1670863736645,0.0,Labels,258,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
video 23 09 2022,1636.1385962566628,0.0,Labels,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
video 23 09 2022,1638.256046220666,0.0,Labels,260,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
video 23 09 2022,1642.9566157966597,0.0,Labels,261, ,,,,,,,,,,,,,,,Right,,From A25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1645.0103729846635,0.0,Labels,262,,,,,,,,,,,,,,,,,,From A25 DUKE,,"Shot DUKE, CE DUKE, Chance DUKE",,,,,,,,,,,,To Circle DUKE,,,
video 23 09 2022,1650.6000894886588,0.0,Labels,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,", ",,
video 23 09 2022,1651.85702527666,0.0,Labels,264,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To A25 DUKE,,,
video 23 09 2022,1663.5694932786598,0.0,Labels,265,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1665.3169924836538,0.0,Labels,266,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To D25 BC,,,,
video 23 09 2022,1667.5555137846586,0.0,Labels,267,,,,,,,,,,,,,,,,,From D25 BC,,,,,,,,,,,,,,To DMid BC,,,,
video 23 09 2022,1676.9874530866641,0.0,Labels,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid BC,,", ",,
video 23 09 2022,1683.452194006647,0.0,Labels,269,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,To D25 BC,,,,
video 23 09 2022,1695.0913426106533,0.0,Labels,270,,,,,,,,,,,,,,,,,From D25 BC,,,,,,,,,,,,,,To DMid BC,,,,
video 23 09 2022,1701.044671183318,0.0,Labels,271,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1702.089857002658,0.0,Labels,272,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,1705.8219835456625,0.0,Labels,273,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1707.054123401992,0.0,Labels,274,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,1709.8632845873187,0.0,Labels,275,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1711.7880525643266,0.0,Labels,276,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,1716.0859074166576,0.0,Labels,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
video 23 09 2022,1719.6020810956636,0.0,Labels,278,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1720.8525696236559,0.0,Labels,279,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,1726.025435263995,0.0,Labels,280,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1727.812822488992,0.0,Labels,281,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,,To D25 DUKE,,,
video 23 09 2022,1730.3471167183322,0.0,Labels,282,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,1732.1692134553264,0.0,Labels,283,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
video 23 09 2022,1735.9193796583236,0.0,Labels,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
video 23 09 2022,1738.2028135256587,0.0,Labels,285,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,1743.7226941589875,0.0,Labels,286,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
video 23 09 2022,1754.7029522426492,0.0,Labels,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
video 23 09 2022,1756.7861124819985,0.0,Labels,288,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,1761.606423197992,0.0,Labels,289,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
video 23 09 2022,1764.5361217489929,0.0,Labels,290,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
video 23 09 2022,1772.136075516001,0.0,Labels,291,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,1781.1862372750036,0.0,Labels,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BC,,", ",,
video 23 09 2022,1791.8056846729971,0.0,Labels,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BC,,", ",,
video 23 09 2022,1807.4097880896516,0.0,Labels,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BC,,", ",,
video 23 09 2022,1809.8548848063301,0.0,Labels,295,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,To A25 BC,,,,
video 23 09 2022,1811.331305439664,0.0,Labels,296,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,1814.304926787325,0.0,Labels,297,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,To DMid BC,,,,
video 23 09 2022,1818.8685489939937,0.0,Labels,298,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,1826.763316559987,0.0,Labels,299,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,To A25 BC,,,,
video 23 09 2022,1840.4217269526519,0.0,Labels,300, ,,,,,,,,,,,,,,,Right,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,1842.3546766563313,0.0,Labels,301,,,,,,,,,,,,,,,,,From A25 BC,,,"CE BC, PC Win BC",,,,,,,,,,,,To Circle BC,,,
video 23 09 2022,1892.3480086069967,0.0,Labels,302,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
video 23 09 2022,1902.3229694043357,0.0,Labels,303,,,,,,,,,,,,,,,,,,,PC,", Goal BC",,,,,,,,,,,,To Circle DUKE,", ",,
video 23 09 2022,1947.3203976313334,0.0,Labels,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
video 23 09 2022,2017.487696180002,0.0,Labels,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
video 23 09 2022,2023.0376067459974,0.0,Labels,306,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,
video 23 09 2022,2034.671064531326,0.0,Labels,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
video 23 09 2022,2038.320937405329,0.0,Labels,308,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,2042.170986586335,0.0,Labels,309,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,
video 23 09 2022,2044.2542364856658,0.0,Labels,310,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,2047.154669013996,0.0,Labels,311,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,2053.9223411766543,0.0,Labels,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BC,,", ",,
video 23 09 2022,2057.5594416023223,0.0,Labels,313,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,To A25 BC,,,,
video 23 09 2022,2066.4825353123224,0.0,Labels,314,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,2067.450558922987,0.0,Labels,315,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,To D25 DUKE,,,
video 23 09 2022,2072.2944396146545,0.0,Labels,316,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,2079.5229182776598,0.0,Labels,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BC,,", ",,
video 23 09 2022,2098.586432695984,0.0,Labels,318,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,2102.4707085883338,0.0,Labels,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
video 23 09 2022,2106.4462723500023,0.0,Labels,320,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,2108.964807523003,0.0,Labels,321,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
video 23 09 2022,2113.056060954658,0.0,Labels,322,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
video 23 09 2022,2117.8053748909883,0.0,Labels,323, ,,,,,,,,,,,,,,,Middle,,From A25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,2124.502027040996,0.0,Labels,324,,,,,,,,,,,,,,,,,,From A25 DUKE,,CE DUKE,ACE-0 DUKE,,,,,,,,,,,To Circle DUKE,,,
video 23 09 2022,2125.8160062323136,0.0,Labels,325,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,2135.280689451987,0.0,Labels,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 BC,,", ",,
video 23 09 2022,2138.876971392668,0.0,Labels,327,,,,,,,,,,,,,,,,,From D25 BC,,,,,,,,,,,,,,To DMid BC,,,,
video 23 09 2022,2143.3479682336665,0.0,Labels,328,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,2144.9778782093263,0.0,Labels,329,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,To A25 BC,,,,
video 23 09 2022,2146.763952830337,0.0,Labels,330, ,,,,,,,,,,,,,,,Middle,From AMid BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,2156.6811176503243,0.0,Labels,331,,,,,,,,,,,,,,,,,From A25 BC,,,CE BC,ACE-0 BC,,,,,,,,,,,To Circle BC,,,
video 23 09 2022,2158.0354483106503,0.0,Labels,332,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,2159.7838946996526,0.0,Labels,333,,,,,,,,,,,,,,,,,From A25 BC,,,,,,,,,,,,,,,To D25 DUKE,,,
video 23 09 2022,2163.2394380276596,0.0,Labels,334,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,2164.351951232665,0.0,Labels,335,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
video 23 09 2022,2176.7578510923254,0.0,Labels,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
video 23 09 2022,2180.578655830323,0.0,Labels,337,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,2182.09328836533,0.0,Labels,338,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,To DMid BC,,,,
video 23 09 2022,2183.3767951716604,0.0,Labels,339,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,To D25 BC,,,,
video 23 09 2022,2185.8448798419863,0.0,Labels,340,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,To DMid BC,,,,
video 23 09 2022,2189.662822470668,0.0,Labels,341,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,2190.755835934661,0.0,Labels,342,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,,To AMid DUKE,,,
video 23 09 2022,2193.815073857665,0.0,Labels,343,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
video 23 09 2022,2197.1009944669886,0.0,Labels,344,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,2198.442042085003,0.0,Labels,345,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To D25 BC,,,,
video 23 09 2022,2199.6970773943267,0.0,Labels,346,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,To DMid BC,,,,
video 23 09 2022,2202.8146272796635,0.0,Labels,347,,,,,,,,,,,,,,,,,From DMid BC,,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,2206.746223132992,0.0,Labels,348,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,2212.229806180319,0.0,Labels,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
video 23 09 2022,2222.367735709651,0.0,Labels,350,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
video 23 09 2022,2229.3503250733374,0.0,Labels,351,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,2230.652325211985,0.0,Labels,352,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,2233.900132640324,0.0,Labels,353,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,,,,,
video 23 09 2022,2237.2661456649935,0.0,Labels,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
video 23 09 2022,2250.273269625985,0.0,Labels,355,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
video 23 09 2022,2251.4035008996666,0.0,Labels,356,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,To AMid BC,,,,
video 23 09 2022,2257.681053030665,0.0,Labels,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid BC,,", ",,
video 23 09 2022,2263.891998756987,0.0,Labels,358,,,,,,,,,,,,,,,,,From AMid BC,,,,,,,,,,,,,,,,,,
