Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win CUSE,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover CUSE,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win CUSE,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover CUSE,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS CUSE,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone CUSE,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type CUSE,Start Type DUKE,To Zone CUSE,To Zone DUKE,Ungrouped,Notes,Flags
Duke vs Cuse,-4.424928005351436,2.0,QUARTER START,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Cuse,1330.0239596053088,2.0,QUARTER START,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Cuse,3115.9187475723397,2.0,QUARTER START,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Cuse,4409.098926746974,2.0,QUARTER START,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Cuse,1900.0990195429924,13.0,Upgrade DUKE,1,,,PC Win,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,", Home Game, Q2, DUKE 0 - 3  CUSE, DUKE 11v11 CUSE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs Cuse,3883.7990757369625,13.0,Upgrade DUKE,2,,,PC Win,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,", Home Game, Q3, BW3 DUKE, DUKE 0 - 4  CUSE, DUKE 11v11 CUSE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs Cuse,3325.9405555555554,13.0,Upgrade CUSE,1,,,PC Win,,,,,,,,,,,,,,From A25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,4168.386677777778,13.0,Upgrade CUSE,2,,,PC Win,,,,,,,,,,,,,,From A25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,5399.599460434983,13.0,Upgrade CUSE,3,,,PC Win,,,,,,,,,,,,,,From A25 CUSE,,,,,,,,,,,,,,,,", Home Game, DUKE 1 - 5  CUSE, Q4, Start LC CUSE, DUKE 11v11 CUSE, Start LC CUSE, Regular Season, Out of Conf",,
Duke vs Cuse,0.0,1.0,Start,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Cuse,1336.560088888889,1.0,Start,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Cuse,3122.0017222222223,1.0,Start,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Cuse,4415.533377777778,1.0,Start,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Cuse,2.444486918972378,0.0,Labels,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,16.796783048989266,0.0,Labels,2,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,17.895812741984237,0.0,Labels,3,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,To AMid CUSE,,,,
Duke vs Cuse,20.669155555555555,0.0,Labels,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid CUSE,,", ",,
Duke vs Cuse,28.799035362995554,0.0,Labels,5,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,To A25 CUSE,,,,
Duke vs Cuse,33.28161111111111,0.0,Labels,6,,,,,,,,,,,,,,,,,From A25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,33.899068626995145,0.0,Labels,7,,,,,,,,,,,,,,,,,From A25 CUSE,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Cuse,35.19896554898887,0.0,Labels,8,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Cuse,38.09904362898833,0.0,Labels,9,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,41.699133469981305,0.0,Labels,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke vs Cuse,55.7990178479802,0.0,Labels,11,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Cuse,66.59937293899235,0.0,Labels,12,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,72.69958425998797,0.0,Labels,13,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Cuse,73.47463333333333,0.0,Labels,14,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,73.47463333333333,0.0,Labels,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,82.29889380597797,0.0,Labels,16,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,87.59872649200462,0.0,Labels,17,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,92.28484587698549,0.0,Labels,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Cuse,98.1146,0.0,Labels,19,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,98.1146,0.0,Labels,20,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,To AMid CUSE,,,,
Duke vs Cuse,102.29895603199277,0.0,Labels,21,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,107.43557483697191,0.0,Labels,22,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,To AMid CUSE,,,,
Duke vs Cuse,108.2415,0.0,Labels,23,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,111.0986866799961,0.0,Labels,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Cuse,121.69964016199044,0.0,Labels,25,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Cuse,125.39839407498896,0.0,Labels,26,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Cuse,127.4984778020134,0.0,Labels,27,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Cuse,131.0997137389963,0.0,Labels,28,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Cuse,133.69785409400944,0.0,Labels,29,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,137.33617777777778,0.0,Labels,30,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,137.33617777777778,0.0,Labels,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid CUSE,,", ",,
Duke vs Cuse,145.79842526598057,0.0,Labels,32,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,To A25 CUSE,,,,
Duke vs Cuse,148.89816846101493,0.0,Labels,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 CUSE,,", ",,
Duke vs Cuse,155.29894444444443,0.0,Labels,34,,,,,,,,,,,,,,,,,From A25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,155.29894444444443,0.0,Labels,35,,,,,,,,,,,,,,,,,From A25 CUSE,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Cuse,156.49646152397648,0.0,Labels,36,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Cuse,161.39926000599698,0.0,Labels,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Cuse,171.19881592198365,0.0,Labels,38,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,177.09925702798972,0.0,Labels,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke vs Cuse,182.7990544159902,0.0,Labels,40,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Cuse,187.2984643320142,0.0,Labels,41,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,190.19831345300128,0.0,Labels,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke vs Cuse,197.39883759799383,0.0,Labels,43,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Cuse,202.68844444444446,0.0,Labels,44,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,202.77454444444444,0.0,Labels,45, ,,,,,,,,,,,,,,,Left,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,204.9993977080016,0.0,Labels,46,,,,,,,,,,,,,,,,,,From A25 DUKE,,Circle Pass DUKE,,,,,,,,,,,,,,,
Duke vs Cuse,209.56646666666666,0.0,Labels,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke vs Cuse,210.39739139399853,0.0,Labels,48, ,,,,,,,,,,,,,,,Right,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,211.08682541099625,0.0,Labels,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs Cuse,213.09704218100694,0.0,Labels,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,233.0977311230039,0.0,Labels,51,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,To AMid CUSE,,,,
Duke vs Cuse,237.2112685409675,0.0,Labels,52,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,To A25 CUSE,,,,
Duke vs Cuse,239.9971111111111,0.0,Labels,53, ,,,,,,,,,,,,,,,Middle,From A25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,242.5604111111111,0.0,Labels,54,,,,,,,,,,,,,,,,,From A25 CUSE,,,"CE CUSE, PC Win CUSE",,,,,,,,,,,,To Circle CUSE,,,
Duke vs Cuse,298.99887385097753,0.0,Labels,55,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs Cuse,305.0996646429774,0.0,Labels,56,,,,,,,,,,,,,,,,,,,PC,"Goal CUSE, ",,,,,,,,,,,,To Circle DUKE,", ",,
Duke vs Cuse,342.79881481798236,0.0,Labels,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Cuse,356.7987917599859,0.0,Labels,58,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,361.0980195409909,0.0,Labels,59,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Cuse,369.71288888888887,0.0,Labels,60,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,372.39958342900377,0.0,Labels,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,385.19918875700137,0.0,Labels,62,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,386.29921378999967,0.0,Labels,63,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,To AMid CUSE,,,,
Duke vs Cuse,387.1987717609883,0.0,Labels,64,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,To A25 CUSE,,,,
Duke vs Cuse,389.7001193949774,0.0,Labels,65, ,,,,,,,,,,,,,,,Left,From A25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,397.00155555555557,0.0,Labels,66,,,,,,,,,,,,,,,,,From A25 CUSE,,,CE CUSE,ACE-0 CUSE,,,,,,,,,,,To Circle CUSE,,,
Duke vs Cuse,401.05615555555556,0.0,Labels,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 CUSE,,", ",,
Duke vs Cuse,405.2114111111111,0.0,Labels,68, ,,,,,,,,,,,,,,,Middle,From A25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,409.3986260529963,0.0,Labels,69,,,,,,,,,,,,,,,,,From A25 CUSE,,,CE CUSE,ACE-0 CUSE,,,,,,,,,,,To Circle CUSE,,,
Duke vs Cuse,412.3985560480013,0.0,Labels,70,,,,,,,,,,,,,,,,,From A25 CUSE,,,,,,,,,,,,LC CUSE,,,,,,
Duke vs Cuse,421.09902249898937,0.0,Labels,71,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid CUSE,,,,
Duke vs Cuse,426.6993868350002,0.0,Labels,72,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,442.6985170369921,0.0,Labels,73,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,To AMid CUSE,,,,
Duke vs Cuse,446.19857777777776,0.0,Labels,74,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,446.19857777777776,0.0,Labels,75,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Cuse,451.29923165200097,0.0,Labels,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Cuse,463.5972665820113,0.0,Labels,77,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,465.69791268097765,0.0,Labels,78,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Cuse,474.79800603497364,0.0,Labels,79,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,487.3058084339907,0.0,Labels,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,499.60007014697266,0.0,Labels,81,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,502.80297777777776,0.0,Labels,82,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,502.80297777777776,0.0,Labels,83,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Cuse,504.0490288909853,0.0,Labels,84,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,510.7992548809919,0.0,Labels,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke vs Cuse,519.7978301889846,0.0,Labels,86,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Cuse,524.8426666666667,0.0,Labels,87,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,524.8426666666667,0.0,Labels,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,538.0990029389776,0.0,Labels,89,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,545.2707444444444,0.0,Labels,90,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,545.2707444444444,0.0,Labels,91,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,552.1316666666667,0.0,Labels,92,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,552.3982491019808,0.0,Labels,93,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,557.5959374659817,0.0,Labels,94,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,To AMid CUSE,,,,
Duke vs Cuse,560.3992481679978,0.0,Labels,95,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,To A25 CUSE,,,,
Duke vs Cuse,564.2121333333333,0.0,Labels,96, ,,,,,,,,,,,,,,,Middle,From A25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,564.3990201219785,0.0,Labels,97,,,,,,,,,,,,,,,,,From A25 CUSE,,,"Chance CUSE, CE CUSE, Shot CUSE",,,,,,,,,,,,To Circle CUSE,,,
Duke vs Cuse,571.0985912419992,0.0,Labels,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 CUSE,,", ",,
Duke vs Cuse,580.6598555555555,0.0,Labels,99, ,,,,,,,,,,,,,,,Middle,From A25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,581.3802555555556,0.0,Labels,100,,,,,,,,,,,,,,,,,From A25 CUSE,,,CE CUSE,ACE-0 CUSE,,,,,,,,,,,To Circle CUSE,,,
Duke vs Cuse,581.3802555555556,0.0,Labels,101,,,,,,,,,,,,,,,,,From A25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,581.501020853018,0.0,Labels,102,,,,,,,,,,,,,,,,,From A25 CUSE,,,,,,,,,,,,,,,To D25 DUKE,,,
Duke vs Cuse,588.5990244179774,0.0,Labels,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,", ",,
Duke vs Cuse,607.9984612919916,0.0,Labels,104,,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Cuse,613.3990725639928,0.0,Labels,105,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,616.799305653988,0.0,Labels,106,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Cuse,621.5997559829726,0.0,Labels,107,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,622.8990631950098,0.0,Labels,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,637.2869444444444,0.0,Labels,109,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,637.2869444444444,0.0,Labels,110,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,637.2869444444444,0.0,Labels,111,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Cuse,645.197736078999,0.0,Labels,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,", ",,
Duke vs Cuse,652.2026777777778,0.0,Labels,113,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,652.3966018749798,0.0,Labels,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,673.996941651992,0.0,Labels,115,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,676.9985496719868,0.0,Labels,116,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,682.299506574001,0.0,Labels,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,", ",,
Duke vs Cuse,690.1604222222222,0.0,Labels,118,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Cuse,691.0203666666666,0.0,Labels,119, ,,,,,,,,,,,,,,,Middle,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,692.9901444444445,0.0,Labels,120,,,,,,,,,,,,,,,,,,From A25 DUKE,,"Chance DUKE, CE DUKE, Shot DUKE",,,,,,,,,,,,To Circle DUKE,,,
Duke vs Cuse,695.4989006029888,0.0,Labels,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs Cuse,699.6997520449855,0.0,Labels,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,718.9542555555555,0.0,Labels,123,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,718.9542555555555,0.0,Labels,124,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,719.0986943899912,0.0,Labels,125,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,721.2317118759894,0.0,Labels,126,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,724.3990809479931,0.0,Labels,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid CUSE,,", ",,
Duke vs Cuse,733.7393888888889,0.0,Labels,128,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,To AMid CUSE,,,,
Duke vs Cuse,736.1583888888889,0.0,Labels,129,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,To A25 CUSE,,,,
Duke vs Cuse,736.1583888888889,0.0,Labels,130,,,,,,,,,,,,,,,,,From A25 CUSE,,,,,,,,,,,,,,To A25 CUSE,,,,
Duke vs Cuse,738.3859777777777,0.0,Labels,131, ,,,,,,,,,,,,,,,Middle,From A25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,738.838100001,0.0,Labels,132,,,,,,,,,,,,,,,,,From A25 CUSE,,,"Chance CUSE, CE CUSE, Shot CUSE",,,,,,,,,,,,To Circle CUSE,,,
Duke vs Cuse,738.838100001,0.0,Labels,133,,,,,,,,,,,,,,,,,From A25 CUSE,,ACE,"Goal CUSE, CE CUSE",,,,,,,,,,,,To Circle CUSE,,,
Duke vs Cuse,742.1965222222223,0.0,Labels,134,,,,,,,,,,,,,,,,,From A25 CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,889.8606666666667,0.0,Labels,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Cuse,900.8996458449867,0.0,Labels,136,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,907.5994786429789,0.0,Labels,137,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Cuse,909.7190586029874,0.0,Labels,138,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,912.6985040999758,0.0,Labels,139,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,
Duke vs Cuse,918.0111333333333,0.0,Labels,140,,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,918.3000278679967,0.0,Labels,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,922.0986699439715,0.0,Labels,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,933.1983607679908,0.0,Labels,143,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,937.0901333333334,0.0,Labels,144,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,941.6982290809967,0.0,Labels,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,", ",,
Duke vs Cuse,953.1989929009821,0.0,Labels,146,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,954.3985153969975,0.0,Labels,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid CUSE,,", ",,
Duke vs Cuse,968.9539,0.0,Labels,148,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,968.9539,0.0,Labels,149,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Cuse,973.1988124579909,0.0,Labels,150,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,
Duke vs Cuse,975.9421888888888,0.0,Labels,151,,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,975.9421888888888,0.0,Labels,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,980.3980070579847,0.0,Labels,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 CUSE,,", ",,
Duke vs Cuse,984.198928134999,0.0,Labels,154,,,,,,,,,,,,,,,,,From D25 CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,987.7983746930149,0.0,Labels,155,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,To AMid CUSE,,,,
Duke vs Cuse,994.5988975590005,0.0,Labels,156,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,1014.3986739900138,0.0,Labels,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid CUSE,,", ",,
Duke vs Cuse,1022.8965901669951,0.0,Labels,158,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,To DMid CUSE,,,,
Duke vs Cuse,1026.698616458999,0.0,Labels,159,,,,,,,,,,,,,,,,,From DMid CUSE,,,,,,,,,,,,,,To AMid CUSE,,,,
Duke vs Cuse,1028.2863444444445,0.0,Labels,160,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,,,,,
Duke vs Cuse,1028.4995566309808,0.0,Labels,161,,,,,,,,,,,,,,,,,From AMid CUSE,,,,,,,,,,,,,,,To DMid DUKE,,,
Duke vs Cuse,1033.9983212359848,0.0,Labels,162,,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,
Duke vs Cuse,1038.0982433359836,0.0,Labels,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid CUSE,,", ",,
