Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win UMD,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover UMD,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win UMD,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover UMD,BS Outcome - New BS DUKE,BS Outcome - New BS UMD,Ball Start,Circle Entry,From Zone DUKE,From Zone UMD,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type UMD,To Zone DUKE,To Zone UMD,Ungrouped,Notes,Flags
Duke vs UMD,5225.729444444444,13.0,Upgrade DUKE,1,,,PC Win,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,257.88706249099835,1.0,Start,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 UMD, Out of Conf, Home Game, Q0, Regular Season, DUKE 0 - 0  UMD",,
Duke vs UMD,1519.9914777777778,1.0,Start,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs UMD,3641.1273,1.0,Start,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs UMD,4745.9639,1.0,Start,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs UMD,266.8984655629955,0.0,Labels,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,278.89858600400413,0.0,Labels,2,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,284.1991087710012,0.0,Labels,3,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,287.49871292599676,0.0,Labels,4,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,296.59906222900366,0.0,Labels,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UMD,", ",,
Duke vs UMD,309.79692406199155,0.0,Labels,6, ,,,,,,,,,,,,,,,Middle,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,310.8934535559848,0.0,Labels,7,,,,,,,,,,,,,,,,,,From A25 UMD,,"Chance UMD, CE UMD, Shot UMD",,,,,,,,,,,To Circle UMD,,,,
Duke vs UMD,315.0998965669886,0.0,Labels,8,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,LC UMD,,,,,
Duke vs UMD,333.03725555555553,0.0,Labels,9,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,334.25495555555557,0.0,Labels,10,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,334.25495555555557,0.0,Labels,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,337.2995751839898,0.0,Labels,12,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,346.2065,0.0,Labels,13,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,346.2065,0.0,Labels,14,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,352.19832529500127,0.0,Labels,15,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,354.08174238800746,0.0,Labels,16, ,,,,,,,,,,,,,,,Middle,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,355.6995561349906,0.0,Labels,17,,,,,,,,,,,,,,,,,,From A25 UMD,,CE UMD,ACE-0 UMD,,,,,,,,,,To Circle UMD,,,,
Duke vs UMD,356.7993409269865,0.0,Labels,18,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,367.09889887299346,0.0,Labels,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,373.9987342439868,0.0,Labels,20,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,379.98448036598853,0.0,Labels,21,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,382.0985615239957,0.0,Labels,22,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,383.99907149399,0.0,Labels,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,395.7993591009948,0.0,Labels,24,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,399.29605376000836,0.0,Labels,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,408.6770222222222,0.0,Labels,26,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,408.6770222222222,0.0,Labels,27,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,409.5397628110002,0.0,Labels,28, ,,,,,,,,,,,,,,,Middle,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,412.3984744559911,0.0,Labels,29,,,,,,,,,,,,,,,,,From A25 DUKE,,,"CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,,,
Duke vs UMD,464.59977392198226,0.0,Labels,30,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs UMD,469.9986033509954,0.0,Labels,31,,,,,,,,,,,,,,,,,,,PC,"Goal DUKE, ",,,,,,,,,,,To Circle DUKE,,", ",,
Duke vs UMD,488.09822730000167,0.0,Labels,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,500.30415555555555,0.0,Labels,33,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,500.30415555555555,0.0,Labels,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs UMD,503.7995526229898,0.0,Labels,35,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,506.89842592499264,0.0,Labels,36,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,508.39788435099587,0.0,Labels,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,519.5584111111111,0.0,Labels,38,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,519.5584111111111,0.0,Labels,39,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,521.6986894109958,0.0,Labels,40,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,526.2300333333334,0.0,Labels,41, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,528.3992028699855,0.0,Labels,42,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
Duke vs UMD,534.0458888888888,0.0,Labels,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
Duke vs UMD,545.3092222222223,0.0,Labels,44,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,545.3092222222223,0.0,Labels,45,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,546.1995399749903,0.0,Labels,46,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,547.8988642609902,0.0,Labels,47,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,550.7993676189949,0.0,Labels,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs UMD,558.0989916450003,0.0,Labels,49,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,566.697470852999,0.0,Labels,50,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,568.5517659759903,0.0,Labels,51,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,570.7976371250018,0.0,Labels,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,575.7983203299924,0.0,Labels,53,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,579.8206222222223,0.0,Labels,54,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,582.799538150001,0.0,Labels,55,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,584.8987077789982,0.0,Labels,56,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,591.5978859569981,0.0,Labels,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,604.5988354679928,0.0,Labels,58,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,606.0989547459894,0.0,Labels,59,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,612.0984519439946,0.0,Labels,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,621.6990065649976,0.0,Labels,61,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,623.4985629119957,0.0,Labels,62,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,630.2985652649992,0.0,Labels,63,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,631.8987203479894,0.0,Labels,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,643.1337444444445,0.0,Labels,65,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,643.1337444444445,0.0,Labels,66,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,650.799441841992,0.0,Labels,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,661.7992788279946,0.0,Labels,68,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,669.1991369789891,0.0,Labels,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,675.9064333333333,0.0,Labels,70,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,675.9064333333333,0.0,Labels,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,682.0992879159916,0.0,Labels,72,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,684.2993160589996,0.0,Labels,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,696.4998306879957,0.0,Labels,74,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,697.9131222222222,0.0,Labels,75,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,697.9131222222222,0.0,Labels,76,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,701.4974196209978,0.0,Labels,77,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,705.0996768599987,0.0,Labels,78, ,,,,,,,,,,,,,,,Left,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,706.1840026959974,0.0,Labels,79,,,,,,,,,,,,,,,,,,From A25 UMD,,CE UMD,ACE-0 UMD,,,,,,,,,,To Circle UMD,,,,
Duke vs UMD,707.6962608619883,0.0,Labels,80,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,710.0998941509886,0.0,Labels,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,725.5994379099976,0.0,Labels,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,729.8994446140049,0.0,Labels,83,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,734.3897444444444,0.0,Labels,84,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,735.8948525419976,0.0,Labels,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,748.2978607149894,0.0,Labels,86,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,752.2928444444444,0.0,Labels,87,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,752.2928444444444,0.0,Labels,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs UMD,766.2994806400031,0.0,Labels,89,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,768.8996864329931,0.0,Labels,90,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,771.5988381459931,0.0,Labels,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
Duke vs UMD,781.4083777777778,0.0,Labels,92, ,,,,,,,,,,,,,,,Middle,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,783.2011666666667,0.0,Labels,93,,,,,,,,,,,,,,,,,From A25 DUKE,,,"CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,,,
Duke vs UMD,840.1989165099965,0.0,Labels,94,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs UMD,847.0997815339975,0.0,Labels,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UMD,848.6982559950025,0.0,Labels,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,864.753832738997,0.0,Labels,97,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,873.7304444444444,0.0,Labels,98,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,873.7304444444444,0.0,Labels,99,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,877.5311888888889,0.0,Labels,100,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,877.5311888888889,0.0,Labels,101,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,883.2441461289951,0.0,Labels,102,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,885.0998688830017,0.0,Labels,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs UMD,896.698674037983,0.0,Labels,104,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,901.3993518349997,0.0,Labels,105,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,902.3989820089967,0.0,Labels,106,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,911.2984447379885,0.0,Labels,107,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,917.199317610009,0.0,Labels,108,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,920.4993731679884,0.0,Labels,109,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,922.6997924929832,0.0,Labels,110,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,924.499374378998,0.0,Labels,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,936.098980039988,0.0,Labels,112,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,937.0989557199958,0.0,Labels,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UMD,", ",,
Duke vs UMD,944.376862602993,0.0,Labels,114,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,948.2127111111112,0.0,Labels,115,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,954.1734222222223,0.0,Labels,116, ,,,,,,,,,,,,,,,Left,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,960.1008333333333,0.0,Labels,117,,,,,,,,,,,,,,,,,,From A25 UMD,,"CE UMD, PC Win UMD",,,,,,,,,,,To Circle UMD,,,,
Duke vs UMD,1013.6977282419967,0.0,Labels,118,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs UMD,1020.4704167409893,0.0,Labels,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UMD,1023.2993639989994,0.0,Labels,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,1025.9990115429996,0.0,Labels,121,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,1027.8967949329947,0.0,Labels,122,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,1030.7481,0.0,Labels,123,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,1031.8316555555555,0.0,Labels,124,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1031.8316555555555,0.0,Labels,125,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,1035.9984148799892,0.0,Labels,126,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1037.997840826994,0.0,Labels,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs UMD,1055.9972568999942,0.0,Labels,128,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1066.2987741959932,0.0,Labels,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,1076.7600487589878,0.0,Labels,130,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1078.3000009009936,0.0,Labels,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs UMD,1088.9987514299903,0.0,Labels,132,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs UMD,1101.7989665359898,0.0,Labels,133,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1102.8989738180046,0.0,Labels,134,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,1107.8181222222222,0.0,Labels,135,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,1108.2984446119879,0.0,Labels,136, ,,,,,,,,,,,,,,,Middle,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1109.7296333333334,0.0,Labels,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UMD,", ",,
Duke vs UMD,1110.0886143139987,0.0,Labels,138,,,,,,,,,,,,,,,,,,From A25 UMD,,"Chance UMD, CE UMD, Shot UMD",,,,,,,,,,,To Circle UMD,,,,
Duke vs UMD,1113.9988414819893,0.0,Labels,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC UMD,,,", ",,
Duke vs UMD,1119.5984117329947,0.0,Labels,140,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,1128.2978626199958,0.0,Labels,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UMD,", ",,
Duke vs UMD,1139.2302555555555,0.0,Labels,142,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1139.2302555555555,0.0,Labels,143,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,1145.2998964619917,0.0,Labels,144,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,1149.3118993959943,0.0,Labels,145,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,1152.939011111111,0.0,Labels,146, ,,,,,,,,,,,,,,,Left,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1153.8511333333333,0.0,Labels,147,,,,,,,,,,,,,,,,,From A25 DUKE,,,Circle Pass DUKE,,,,,,,,,,,,,,,
Duke vs UMD,1158.2985611749943,0.0,Labels,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs UMD,1172.7985454309976,0.0,Labels,149,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,1178.5950426789962,0.0,Labels,150,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,1180.4988610190005,0.0,Labels,151, ,,,,,,,,,,,,,,,Right,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1181.4649333333334,0.0,Labels,152, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1183.3979007770042,0.0,Labels,153,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
Duke vs UMD,1185.4664219729934,0.0,Labels,154,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1187.5985610759963,0.0,Labels,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,1200.1037666666666,0.0,Labels,156,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1200.1037666666666,0.0,Labels,157,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,1201.0985971730038,0.0,Labels,158,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,1210.598432137983,0.0,Labels,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs UMD,1217.7864,0.0,Labels,160,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,1226.2993400039857,0.0,Labels,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs UMD,1230.2990899619915,0.0,Labels,162,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,1234.0986196529966,0.0,Labels,163,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,1243.076388888889,0.0,Labels,164, ,,,,,,,,,,,,,,,Middle,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1247.0974059319994,0.0,Labels,165,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
Duke vs UMD,1248.2971575239987,0.0,Labels,166,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1249.900023905,0.0,Labels,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,1264.8999348209911,0.0,Labels,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,1274.9986108580042,0.0,Labels,169,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1276.097741478992,0.0,Labels,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
Duke vs UMD,1278.6333444444444,0.0,Labels,171, ,,,,,,,,,,,,,,,Left,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1279.8979497979906,0.0,Labels,172,,,,,,,,,,,,,,,,,From A25 DUKE,,,Circle Pass DUKE,,,,,,,,,,,,,,,
Duke vs UMD,1284.387711111111,0.0,Labels,173,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1284.387711111111,0.0,Labels,174,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,1302.201408243998,0.0,Labels,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,1307.6496777777777,0.0,Labels,176,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1307.6496777777777,0.0,Labels,177,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,1309.8981676249928,0.0,Labels,178,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
