Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win UMD,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover UMD,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win UMD,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover UMD,BS Outcome - New BS DUKE,BS Outcome - New BS UMD,Ball Start,Circle Entry,From Zone DUKE,From Zone UMD,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type UMD,To Zone DUKE,To Zone UMD,Ungrouped,Notes,Flags
Duke vs UMD,5381.669788888889,5.6274195061014325,Start D25 DUKE,30,,,,,,,,,,TOW A25 UMD,TO D25 DUKE,,,,,,,,,,"Ball Out, Turnover",,,,,,,,,,,,", , Home Game, DUKE 1 - 4  UMD, Q4, DUKE 11v11 UMD, BW1 DUKE, Start D25 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5885.651612952004,5.3487903679833835,Start D25 DUKE,31,,,,,,,,,,,,,NewBS D25 DUKE,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 2 - 6  UMD, Q4, DUKE 11v11 UMD, BW1 DUKE, Start D25 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5890.900346120002,13.448553879998144,Start D25 DUKE,32,,,,,,BW A25 UMD,BL D25 DUKE,,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, Q4, DUKE 2 - 6  UMD, DUKE 11v11 UMD, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,6089.828182867,12.31063935522252,Start D25 DUKE,33,,,,,,,,,,TOW AMid UMD,TO DMid DUKE,,,,BS 1,,From D25 DUKE,,,,"Foul Against, Turnover",,,,,,,,,,To DMid DUKE,,", , , Home Game, Q4, DUKE 2 - 6  UMD, DUKE 11v11 UMD, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,6125.211711111111,5.985286372889277,Start D25 DUKE,34,,,,,,,,,,TOW AMid UMD,TO DMid DUKE,,,,BS 1,,"From D25 DUKE, From D25 DUKE",,,,"Ball Out, Turnover",,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , , Home Game, Q4, DUKE 2 - 6  UMD, DUKE 11v11 UMD, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,518.5584111111111,15.487477777777713,Start AMid DUKE,1, ,,,,,,,,,,,,NewBS A25 DUKE,,,Right,"From AMid DUKE, From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE",ACE-0 DUKE,Free Hit,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , , , Home Game, DUKE 1 - 0  UMD, Q1, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs UMD,549.9641363890045,18.587629586985827,Start AMid DUKE,2,,,,,,,,,,TOW DMid UMD,TO AMid DUKE,,,,BS 3,,"From AMid DUKE, From DMid DUKE",,,,"Ball Out, Turnover",,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , , Home Game, DUKE 1 - 0  UMD, Q1, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,884.263714846998,17.135636988001693,Start AMid DUKE,3,,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 3,,From AMid DUKE,,,,"Turnover, Duel Lost",,,,,,,,,,To A25 DUKE,,", , , Home Game, DUKE 1 - 0  UMD, Q1, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,1306.6496777777777,9.450498668216142,Start AMid DUKE,4, ,,,,,,,,,,,,NewBS A25 DUKE,,,Middle,"From AMid DUKE, From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE",ACE-0 DUKE,Sideline,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , , , Home Game, DUKE 1 - 0  UMD, Q1, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs UMD,1645.728767587002,8.39710767500651,Start AMid DUKE,5,,,,,,,,,,,,,NewBS AMid DUKE,,BS 3,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 1 - 0  UMD, Q2, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,1653.9422595550052,16.950384889439192,Start AMid DUKE,6,,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 3,,"From AMid DUKE, From DMid DUKE, From AMid DUKE",,,,"Turnover, Interception",,,,,,,,,,"To DMid DUKE, To AMid DUKE, To A25 DUKE",,", , , , , Home Game, DUKE 1 - 0  UMD, Q2, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,2005.7038811410043,18.004040435988827,Start AMid DUKE,7,,,,,,,,,,,,,NewBS A25 DUKE,,BS 3,,From AMid DUKE,,,,,Free Hit,,Show - Tendency,,,,,,,To A25 DUKE,,", , Home Game, DUKE 1 - 1  UMD, Q2, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,2643.1685666666667,17.659288888889023,Start AMid DUKE,8,,,,,,BW AMid UMD,BL DMid DUKE,,,,,,,,,,From AMid DUKE,,,,"Turnover, Duel Lost",,,,,,,,,,To DMid DUKE,,", , , Home Game, DUKE 1 - 2  UMD, Q2, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs UMD,3872.2535437430092,7.152278479212782,Start AMid DUKE,9,,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 3,,From AMid DUKE,,,,"Turnover, Duel Lost",,,,,,,,,,To A25 DUKE,,", , , Home Game, DUKE 1 - 2  UMD, Q3, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,3886.000757437003,4.297357314995224,Start AMid DUKE,10,,,,,,,,,,TOW DMid UMD,TO AMid DUKE,,,,,,,,,,"Foul Against, Turnover",,,,,,,,,,,,", , Home Game, DUKE 1 - 2  UMD, Q3, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs UMD,4942.640633223991,7.2277223315641095,Start AMid DUKE,11,,,,,,BW DMid UMD,BL AMid DUKE,,,,,,,,BS 3,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, Q4, DUKE 1 - 4  UMD, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,4955.186844444444,14.013217835555224,Start AMid DUKE,12,,,,,,,,,,,,,NewBS A25 DUKE,,,,From AMid DUKE,,,,,Free Hit,,Show - Tendency,,,,,,,To A25 DUKE,,", , Home Game, DUKE 1 - 4  UMD, Q4, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5192.10030673999,21.583614296009728,Start AMid DUKE,13,,,,,,,,,,,,,NewBS AMid DUKE,,BS 3,,"From AMid DUKE, From DMid DUKE",,,,,Sideline,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , Home Game, Q4, DUKE 1 - 4  UMD, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5213.2482666666665,19.19995555555579,Start AMid DUKE,14,,,,,,,,,,,,,NewBS A25 DUKE,,BS 3,,"From AMid DUKE, From DMid DUKE, From DMid DUKE",,,,,Free Hit,,,,,,,,,"To DMid DUKE, To AMid DUKE, To A25 DUKE",,", , , , Home Game, DUKE 1 - 4  UMD, Q4, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5454.769216572996,8.529420098996525,Start AMid DUKE,15,,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 3,,From AMid DUKE,,,,"Turnover, End Line",,,,,,,,,,To A25 DUKE,,", , , Home Game, Q4, DUKE 1 - 5  UMD, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5626.130566666667,4.968048208329492,Start AMid DUKE,16,,,,,,BW DMid UMD,BL AMid DUKE,,,,,,,,,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,", , Home Game, DUKE 1 - 6  UMD, Q4, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5910.737750915003,16.663322510996295,Start AMid DUKE,17,,,,,,,,,,,,,,,BS 3,,,,,,,,,Show - Tendency,,,,,,,,,"Home Game, DUKE 2 - 6  UMD, Q4, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5936.851929723995,18.64390962800735,Start AMid DUKE,18,,,,,,,,,,TOW DMid UMD,TO AMid DUKE,,,,BS 3,,"From AMid DUKE, From DMid DUKE",,,,"Ball Out, Turnover",,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , , Home Game, Q4, DUKE 2 - 6  UMD, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5973.343484863997,8.756520052999804,Start AMid DUKE,19,,,,,,,,,,,,,NewBS AMid DUKE,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 2 - 6  UMD, Q4, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs UMD,6038.553022371992,11.655588173995056,Start AMid DUKE,20,,,,,,BW DMid UMD,BL AMid DUKE,,,,,,,,BS 3,,,,,,"Turnover, End Line",,,,,,,,,,,,", , Home Game, Q4, DUKE 2 - 6  UMD, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,6257.900282003005,4.7982729489822304,Start AMid DUKE,21,,,,,,BW DMid UMD,BL AMid DUKE,,,,,,,,BS 3,,From AMid DUKE,,,,"Turnover, Interception",,,,,,,,,,To A25 DUKE,,", , , Home Game, Q4, DUKE 2 - 7  UMD, DUKE 11v11 UMD, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,407.6770222222222,6.122962265775925,Start A25 DUKE,1, ,,,,,,,,,,,,,,,Middle,"From A25 DUKE, From A25 DUKE",,,"PC Win DUKE, CE DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, DUKE 0 - 0  UMD, Q1, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,533.0458888888888,12.263333333333435,Start A25 DUKE,2,,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 4,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,", , Home Game, DUKE 1 - 0  UMD, Q1, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,770.7610110880089,13.438902161992019,Start A25 DUKE,3, ,,,,,,,,,,,,,,BS 4,Middle,"From A25 DUKE, From A25 DUKE",,,"PC Win DUKE, CE DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, DUKE 1 - 0  UMD, Q1, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,1275.3287133070055,9.058997804105502,Start A25 DUKE,4, ,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 4,Left,"From A25 DUKE, From A25 DUKE",,,Circle Pass DUKE,"Turnover, Duel Lost",,,,,,,,,,,,", , , , Home Game, DUKE 1 - 0  UMD, Q1, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,1317.4005508169998,11.09314918300015,Start A25 DUKE,5,,,,,,,,,,,,,,,BS 4,,,,,,,,,,,,,,,,,,"Home Game, DUKE 1 - 0  UMD, Q1, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,2025.7214792210007,7.428987445666053,Start A25 DUKE,6,,,,,,,,,,,,,NewBS A25 DUKE,,BS 4,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 1 - 1  UMD, Q2, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,2032.1504666666667,6.747671616333264,Start A25 DUKE,7,,,,,,,,,,TOW D25 UMD,TO A25 DUKE,,,,BS 4,,,,,,"Foul Against, Turnover",,,Show - Tendency,,,,,,,,,", , Home Game, DUKE 1 - 1  UMD, Q2, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,2486.9811358769985,3.4565863452239682,Start A25 DUKE,8,,,,,,,,,,TOW D25 UMD,TO A25 DUKE,,,,BS 4,,,,,,"Ball Out, Turnover",,,,,,,,,,,,", , Home Game, DUKE 1 - 2  UMD, Q2, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,2510.9093666666668,15.790018418324507,Start A25 DUKE,9,,,,,,,,,,TOW D25 UMD,TO A25 DUKE,,,,,,,,,,"Foul Against, Turnover",,,Show - Tendency,,,,,,,,,", , Home Game, DUKE 1 - 2  UMD, Q2, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,4091.1341291449967,13.868559743892092,Start A25 DUKE,10, ,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 4,Left,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Interception",,,,,,,,,,To Circle DUKE,,", , , , Home Game, DUKE 1 - 2  UMD, Q3, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,4901.228877777778,9.956844444444869,Start A25 DUKE,11,,,,,,,,,,TOW D25 UMD,TO A25 DUKE,,,,,,,,,,"Foul Against, Turnover",,,Show - Tendency,,,,,,,,,", , Home Game, DUKE 1 - 4  UMD, Q4, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,4921.802377777778,4.853711111110897,Start A25 DUKE,12,,,,,,,,,,TOW D25 UMD,TO A25 DUKE,,,,,,,,,,"Ball Out, Turnover",,,,,,,,,,,,", , Home Game, DUKE 1 - 4  UMD, Q4, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,4974.159451554,20.140176391999375,Start A25 DUKE,13,,,,,,BW DMid UMD,BL AMid DUKE,,,,,,,,BS 5,,"From A25 DUKE, From AMid DUKE",,,,"Turnover, End Line",,,,,,,,,,"To AMid DUKE, To A25 DUKE",,", , , , Home Game, DUKE 1 - 4  UMD, Q4, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5231.448222222222,6.95228200677775,Start A25 DUKE,14,,,PC Win,,,,,,,,,,,,BS 5,,From A25 DUKE,,,,,,,,,,,,,,,,", Home Game, DUKE 1 - 4  UMD, Q4, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5989.6370240119995,10.490064876888937,Start A25 DUKE,15,,,,,,,,,,TOW DMid UMD,TO AMid DUKE,,,,BS 4,,"From A25 DUKE, From AMid DUKE",,,,"Foul Against, Turnover",,,,,,,,,,"To AMid DUKE, To A25 DUKE",,", , , , Home Game, Q4, DUKE 2 - 6  UMD, DUKE 11v11 UMD, BW4 DUKE, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,1155.2985611749943,30.167860797999083,LC DUKE,1," ,  ",,,,,,,,,TOW D25 UMD,TO A25 DUKE,,,,,"Right, Right","From , From AMid DUKE, From AMid DUKE, From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Ball Out, Turnover",,,,,,,,LC DUKE,,"To AMid DUKE, To A25 DUKE, To Circle DUKE",,", , , , , , , , , Home Game, DUKE 1 - 0  UMD, Q1, DUKE 11v11 UMD, Start LC DUKE, Start LC DUKE, Regular Season, Out of Conf",,
Duke vs UMD,1223.2993400039857,24.997817520013086,LC DUKE,2, ,,,,,,,,,TOW D25 UMD,TO A25 DUKE,,,,,Middle,"From , From AMid DUKE, From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Foul Against, Turnover",,,,,,,,LC DUKE,,"To AMid DUKE, To A25 DUKE, To Circle DUKE",,", , , , , , , , Home Game, DUKE 1 - 0  UMD, Q1, DUKE 11v11 UMD, Start LC DUKE, Start LC DUKE, Regular Season, Out of Conf",,
Duke vs UMD,6050.597255555555,11.102045135436128,LC DUKE,3, ,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,,Left,"From , From A25 DUKE, From A25 DUKE",,,"CE DUKE, Chance DUKE, CE DUKE, Shot DUKE","Turnover, End Line",,,Show - Tendency,,,,,LC DUKE,,"To A25 DUKE, To Circle DUKE",,", , , , , , , Home Game, DUKE 2 - 6  UMD, Q4, DUKE 11v11 UMD, Start LC DUKE, Start LC DUKE, Regular Season, Out of Conf",,
Duke vs UMD,4970.797685677994,23.501942268005223,BS5 DUKE,1,,,,,,BW DMid UMD,BL AMid DUKE,,,,,,,,BS 5,,"From A25 DUKE, From AMid DUKE",,,,"Turnover, End Line",,,,,,,,,,"To AMid DUKE, To A25 DUKE",,", , , , Home Game, Q4, BW4 DUKE, DUKE 1 - 4  UMD, DUKE 11v11 UMD, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5227.448222222222,10.95228200677775,BS5 DUKE,2,,,PC Win,,,,,,,,,,,,BS 5,,From A25 DUKE,,,,,,,,,,,,,,,,", Home Game, Q4, BW4 DUKE, DUKE 1 - 4  UMD, DUKE 11v11 UMD, Start A25 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,529.5989592729951,15.710262949227172,BS4 DUKE,1,,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 4,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,", , Home Game, Q1, DUKE 1 - 0  UMD, BW4 DUKE, DUKE 11v11 UMD, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,767.4987661819927,16.701147068008254,BS4 DUKE,2, ,,,,,,,,,,,,,,BS 4,Middle,"From A25 DUKE, From A25 DUKE",,,"PC Win DUKE, CE DUKE, CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, Q1, DUKE 1 - 0  UMD, BW4 DUKE, DUKE 11v11 UMD, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,1271.8986247599912,12.489086351119795,BS4 DUKE,3, ,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 4,Left,"From A25 DUKE, From A25 DUKE",,,Circle Pass DUKE,"Turnover, Duel Lost",,,,,,,,,,,,", , , , Home Game, Q1, DUKE 1 - 0  UMD, BW4 DUKE, DUKE 11v11 UMD, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,1314.1990391029985,14.29466089700145,BS4 DUKE,4,,,,,,,,,,,,,,,BS 4,,,,,,,,,,,,,,,,,,"Home Game, Q1, DUKE 1 - 0  UMD, BW4 DUKE, DUKE 11v11 UMD, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,2022.8985438009965,10.251922865670167,BS4 DUKE,5,,,,,,,,,,,,,NewBS A25 DUKE,,BS 4,,,,,,,Free Hit,,,,,,,,,,,", Home Game, Q2, DUKE 1 - 1  UMD, BW4 DUKE, DUKE 11v11 UMD, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,2028.1504666666667,10.747671616333264,BS4 DUKE,6,,,,,,,,,,TOW D25 UMD,TO A25 DUKE,,,,BS 4,,,,,,"Foul Against, Turnover",,,Show - Tendency,,,,,,,,,", , Home Game, Q2, BW4 DUKE, DUKE 1 - 1  UMD, DUKE 11v11 UMD, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,2486.8985489060005,0.08258697099790879,BS4 DUKE,7,,,,,,,,,,TOW D25 UMD,TO A25 DUKE,,,,BS 4,,,,,,"Ball Out, Turnover",,,,,,,,,,,,", , Home Game, Q2, DUKE 1 - 2  UMD, BW4 DUKE, DUKE 11v11 UMD, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,4087.698860618002,17.303828270886697,BS4 DUKE,8, ,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 4,Left,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Interception",,,,,,,,,,To Circle DUKE,,", , , , Home Game, Q3, DUKE 1 - 2  UMD, BW4 DUKE, DUKE 11v11 UMD, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5986.299520055997,13.827568832891302,BS4 DUKE,9,,,,,,,,,,TOW DMid UMD,TO AMid DUKE,,,,BS 4,,"From A25 DUKE, From AMid DUKE",,,,"Foul Against, Turnover",,,,,,,,,,"To AMid DUKE, To A25 DUKE",,", , , , Home Game, DUKE 2 - 6  UMD, Q4, BW4 DUKE, DUKE 11v11 UMD, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,546.5995780699883,21.952187906001996,BS3 DUKE,1,,,,,,,,,,TOW DMid UMD,TO AMid DUKE,,,,BS 3,,"From AMid DUKE, From DMid DUKE",,,,"Ball Out, Turnover",,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , , Home Game, Q1, DUKE 1 - 0  UMD, BW3 DUKE, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,880.8988958859842,20.50045594901553,BS3 DUKE,2,,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 3,,From AMid DUKE,,,,"Turnover, Duel Lost",,,,,,,,,,To A25 DUKE,,", , , Home Game, Q1, DUKE 1 - 0  UMD, BW3 DUKE, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,1642.1985796749861,11.9272955870224,BS3 DUKE,3,,,,,,,,,,,,,NewBS AMid DUKE,,BS 3,,,,,,,Free Hit,,,,,,,,,,,", Home Game, Q2, DUKE 1 - 0  UMD, BW3 DUKE, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,1650.4988842139894,20.393760230454973,BS3 DUKE,4,,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 3,,"From AMid DUKE, From DMid DUKE, From AMid DUKE",,,,"Turnover, Interception",,,,,,,,,,"To DMid DUKE, To AMid DUKE, To A25 DUKE",,", , , , , Home Game, Q2, DUKE 1 - 0  UMD, BW3 DUKE, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,2002.1994064799946,21.508515096998508,BS3 DUKE,5,,,,,,,,,,,,,NewBS A25 DUKE,,BS 3,,From AMid DUKE,,,,,Free Hit,,Show - Tendency,,,,,,,To A25 DUKE,,", , Home Game, Q2, DUKE 1 - 1  UMD, BW3 DUKE, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,3868.7990577419982,10.606764480223774,BS3 DUKE,6,,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 3,,From AMid DUKE,,,,"Turnover, Duel Lost",,,,,,,,,,To A25 DUKE,,", , , Home Game, Q3, DUKE 1 - 2  UMD, BW3 DUKE, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,4939.098266187007,10.770089368548724,BS3 DUKE,7,,,,,,BW DMid UMD,BL AMid DUKE,,,,,,,,BS 3,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, DUKE 1 - 4  UMD, Q4, BW3 DUKE, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5188.5986471969945,25.085273839004913,BS3 DUKE,8,,,,,,,,,,,,,NewBS AMid DUKE,,BS 3,,"From AMid DUKE, From DMid DUKE",,,,,Sideline,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , Home Game, DUKE 1 - 4  UMD, Q4, BW3 DUKE, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5209.2482666666665,23.19995555555579,BS3 DUKE,9,,,,,,,,,,,,,NewBS A25 DUKE,,BS 3,,"From AMid DUKE, From DMid DUKE, From DMid DUKE",,,,,Free Hit,,,,,,,,,"To DMid DUKE, To AMid DUKE, To A25 DUKE",,", , , , Home Game, DUKE 1 - 4  UMD, Q4, BW3 DUKE, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5451.198418992993,12.100217678999797,BS3 DUKE,10,,,,,,BW D25 UMD,BL A25 DUKE,,,,,,,,BS 3,,From AMid DUKE,,,,"Turnover, End Line",,,,,,,,,,To A25 DUKE,,", , , Home Game, DUKE 1 - 5  UMD, Q4, BW3 DUKE, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5909.749044444445,17.652028981554395,BS3 DUKE,11,,,,,,,,,,,,,,,BS 3,,,,,,,,,Show - Tendency,,,,,,,,,"Home Game, DUKE 2 - 6  UMD, Q4, BW3 DUKE, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,5933.399139513988,22.0966998380145,BS3 DUKE,12,,,,,,,,,,TOW DMid UMD,TO AMid DUKE,,,,BS 3,,"From AMid DUKE, From DMid DUKE",,,,"Ball Out, Turnover",,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , , Home Game, DUKE 2 - 6  UMD, Q4, BW3 DUKE, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
Duke vs UMD,6035.198625557986,15.009984988000724,BS3 DUKE,13,,,,,,BW DMid UMD,BL AMid DUKE,,,,,,,,BS 3,,,,,,"Turnover, End Line",,,,,,,,,,,,", , Home Game, DUKE 2 - 6  UMD, Q4, DUKE 11v11 UMD, Start AMid DUKE, BS3 DUKE, Regular Season, Out of Conf",,
